"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1584","RAB3C",115827,"ENSG00000152932","GABAergic",0.97,0.808,2.14808993691134,1.48894248335928,0.842,0.684,0,0
"1585","RAB3IP",117177,"ENSG00000127328","GABAergic",0.842,0.559,2.33700245906268,1.61988666546094,0.773,0.546,0,0
"1586","RAD51B",5890,"ENSG00000182185","Non-neuronal",0.846,0.741,3.93506817950971,2.72758141393831,0.721,0.442,0,0
"1587","RAI14",26064,"ENSG00000039560","Non-neuronal",0.459,0.427,2.41684067740816,1.67522630140805,0.544,0.0880000000000001,1.80864578441529e-161,9.09405186861851e-157
"1588","RALY",22913,"ENSG00000125970","Non-neuronal",0.506,0.603,1.61795137820604,1.12147843608659,0.462,0.076,1.19672293653473e-53,6.01724259719026e-49
"1589","RALYL",138046,"ENSG00000184672","Glutamatergic",1,0.775,2.70921958436739,1.87788791642205,0.942,0.884,0,0
"1590","RANBP3L",202151,"ENSG00000164188","Non-neuronal",0.334,0.181,4.69603971151212,3.25504668583217,0.595,0.19,0,0
"1591","RAPGEF3",10411,"ENSG00000079337","Non-neuronal",0.435,0.09,5.03146339419983,3.48754466578018,0.685,0.37,0,0
"1592","RASGEF1C",255426,"ENSG00000146090","Non-neuronal",0.47,0.542,3.13907573961971,2.17584149848153,0.477,0.046,1.15781089822352e-81,5.82158897735768e-77
"1593","RASGRF2.AS1",NA,NA,"GABAergic",0.288,0.143,2.27856328771987,1.57937971861042,0.58,0.16,0,0
"1594","RASGRP1",10125,"ENSG00000172575","Glutamatergic",0.718,0.271,1.72907379523912,1.19850262615008,0.748,0.496,0,0
"1595","RASGRP3",25780,"ENSG00000152689","Non-neuronal",0.48,0.456,3.27071047898271,2.26708374693474,0.545,0.0900000000000001,3.68471886083206e-267,1.85271349041497e-262
"1596","RASSF2",9770,"ENSG00000101265","Non-neuronal",0.521,0.283,4.83098193595577,3.34858150824377,0.659,0.318,0,0
"1597","RASSF4",83937,"ENSG00000107551","Non-neuronal",0.433,0.508,1.67550378011533,1.16137072120446,0.507,0.014,5.77951473017672e-212,2.90599780148016e-207
"1598","RASSF8",11228,"ENSG00000123094","Non-neuronal",0.503,0.415,2.41855598354161,1.67641526101825,0.578,0.156,1.24094493640072e-180,6.23959523471646e-176
"1599","RASSF8.AS1",NA,NA,"Non-neuronal",0.201,0.285,1.58621053898079,1.099477362869,0.47,0.0600000000000001,2.71261434476311e-169,1.36392961869034e-164
"1600","RBM47",54502,"ENSG00000163694","Non-neuronal",0.833,0.762,3.80060475779942,2.63437847229137,0.628,0.256,0,0
"1601","RBMS2",5939,"ENSG00000076067","Non-neuronal",0.55,0.546,2.18294864842186,1.51310470096076,0.53,0.0600000000000001,2.8020397735323e-93,1.40889361852978e-88
"1602","RBMS3",27303,"ENSG00000144642","GABAergic",0.933,0.648,3.4669558759815,2.4031106905623,0.879,0.758,0,0
"1603","RCAN3",11123,"ENSG00000117602","Non-neuronal",0.252,0.238,1.57779048891281,1.09364102890421,0.512,0.024,3.01901836838905e-11,1.5179926258097e-06
"1604","RCBTB1",55213,"ENSG00000136144","Non-neuronal",0.39,0.451,1.92833462475508,1.3366197083251,0.487,0.026,1.44132133796976e-63,7.24710781944576e-59
"1605","RCBTB2",1102,"ENSG00000136161","Non-neuronal",0.159,0.292,1.59695646838054,1.10692587353494,0.44,0.12,6.70511995490813e-131,3.37140136452736e-126
"1606","RCC2",55920,"ENSG00000179051, ENSG00000281540","Non-neuronal",0.304,0.34,1.82899803838907,1.26776483355906,0.493,0.014,4.66009312615314e-68,2.34314142476106e-63
"1607","RCSD1",92241,"ENSG00000198771","Non-neuronal",0.312,0.292,3.25079358452608,2.25327840769661,0.519,0.038,1.72644046608438e-88,8.68071530751885e-84
"1608","RDX",5962,"ENSG00000137710","Non-neuronal",0.702,0.772,1.75036728656243,1.21326214962511,0.54,0.0800000000000001,1.19829598772003e-173,6.02515205585507e-169
"1609","RELL1",768211,"ENSG00000181826","Non-neuronal",0.401,0.256,3.38842934247385,2.34868024526234,0.593,0.186,0,0
"1610","RELN",5649,"ENSG00000189056","GABAergic",0.772,0.631,7.17852980793917,4.97577769693856,0.689,0.378,0,0
"1611","RERG",85004,"ENSG00000134533","GABAergic",0.516,0.254,2.05037424386943,1.42121112623082,0.657,0.314,0,0
"1612","RFPL2",10739,"ENSG00000128253","Glutamatergic",0.428,0.122,1.9222919716207,1.3324312603419,0.66,0.32,0,0
"1613","RFTN1",23180,"ENSG00000131378","Glutamatergic",0.697,0.229,2.19182820350914,1.51925953953413,0.768,0.536,0,0
"1614","RFTN2",130132,"ENSG00000162944","Non-neuronal",0.804,0.5,5.92451463379063,4.10656061459811,0.802,0.604,0,0
"1615","RFX2",5990,"ENSG00000087903","Non-neuronal",0.385,0.347,2.33157787816522,1.61612663250616,0.536,0.0720000000000001,1.41270299390606e-120,7.10321192365908e-116
"1616","RGCC",28984,"ENSG00000102760","Non-neuronal",0.368,0.082,4.76627888552093,3.30373277126123,0.652,0.304,0,0
"1617","RGL3",57139,"ENSG00000205517","Non-neuronal",0.345,0.263,3.94921077863746,2.7373843166495,0.563,0.126,0,0
"1618","RGMA",56963,"ENSG00000182175","Non-neuronal",0.262,0.272,2.40476602563315,1.66685679057396,0.508,0.016,1.04112536867026e-169,5.23488246621094e-165
"1619","RGS12",6002,"ENSG00000159788","GABAergic",0.721,0.529,1.90366288007951,1.31951855806373,0.682,0.364,0,0
"1620","RGS20",8601,"ENSG00000147509","Non-neuronal",0.436,0.346,3.8357273161761,2.65872357460423,0.575,0.15,0,0
"1621","RGS3",5998,"ENSG00000138835","Non-neuronal",0.328,0.259,2.41889967570206,1.67665349027024,0.547,0.0940000000000001,5.02725270324544e-125,2.52775293171884e-120
"1622","RGS4",5999,"ENSG00000117152","Glutamatergic",0.87,0.338,1.65547646887144,1.14748884688157,0.791,0.582,0,0
"1623","RGS8",85397,"ENSG00000135824","GABAergic",0.308,0.13,3.72801233942378,2.58406124216428,0.6,0.2,0,0
"1624","RGS9",8787,"ENSG00000108370","Non-neuronal",0.352,0.355,1.99106523420915,1.380101253403,0.512,0.024,5.79012102710084e-58,2.91133075363657e-53
"1625","RHBDD1",84236,"ENSG00000144468","Non-neuronal",0.382,0.464,1.56287694001934,1.08330374453656,0.481,0.038,1.72091544752231e-84,8.65293496168693e-80
"1626","RHOB",388,"ENSG00000143878","Non-neuronal",0.257,0.283,2.0739600213796,1.43755954141332,0.505,0.01,4.30053789811026e-235,2.16235346054882e-230
"1627","RHOBTB2",23221,"ENSG00000008853","Glutamatergic",0.476,0.195,1.52742944942339,1.05873341637205,0.651,0.302,0,0
"1628","RHOBTB3",22836,"ENSG00000164292","Non-neuronal",0.48,0.536,1.68356776085613,1.16696024671905,0.519,0.038,3.43670463641335e-150,1.728009458235e-145
"1629","RHOJ",57381,"ENSG00000126785","Non-neuronal",0.326,0.191,3.61687278320963,2.50702517212576,0.583,0.166,0,0
"1630","RHOQ",23433,"ENSG00000119729","Non-neuronal",0.359,0.383,1.97213705510358,1.36698123942284,0.509,0.018,5.74000604011834e-112,2.8861324370319e-107
"1631","RHOU",58480,"ENSG00000116574, ENSG00000284984","Non-neuronal",0.602,0.466,3.63627101084158,2.5204709989167,0.625,0.25,0,0
"1632","RHPN2",85415,"ENSG00000131941","Non-neuronal",0.49,0.42,2.68691461730859,1.86242729139275,0.566,0.132,1.34679187929075e-277,6.7718042482618e-273
"1633","RIN2",54453,"ENSG00000132669","Non-neuronal",0.87,0.582,3.58276530724849,2.48338367132728,0.801,0.602,0,0
"1634","RIN3",79890,"ENSG00000100599","Non-neuronal",0.41,0.437,2.73080706933441,1.89285122076231,0.496,0.00800000000000001,1.39398520846228e-51,7.00909702666919e-47
"1635","RIT2",6014,"ENSG00000152214","Glutamatergic",0.753,0.335,2.31832111615921,1.60693774529835,0.773,0.546,0,0
"1636","RMST",196475,NA,"Glutamatergic",0.404,0.108,2.95814418421331,2.05042930097725,0.658,0.316,0,0
"1637","RNASE1",6035,"ENSG00000129538","Non-neuronal",0.401,0.055,6.38871812813112,4.4283219579063,0.68,0.36,0,0
"1638","RNASET2",8635,"ENSG00000026297","Non-neuronal",0.243,0.433,2.51930474677541,1.74624898219866,0.428,0.144,0,0
"1639","RND1",27289,"ENSG00000172602","Glutamatergic",0.498,0.147,1.61720574267965,1.12096160092375,0.684,0.368,0,0
"1640","RND3",390,"ENSG00000115963","GABAergic",0.422,0.036,4.27375090495203,2.96233839018302,0.697,0.394,0,0
"1641","RNF125",54941,"ENSG00000101695","Non-neuronal",0.571,0.412,4.11221080132362,2.85036732280563,0.626,0.252,0,0
"1642","RNF13",11342,"ENSG00000082996","Non-neuronal",0.705,0.853,1.52708833464667,1.05849697362632,0.507,0.014,5.09128140145395e-188,2.55994720146506e-183
"1643","RNF130",55819,"ENSG00000113269","Non-neuronal",0.88,0.918,1.88520677221555,1.30672575893373,0.646,0.292,4.40280194013329e-263,2.21377284351842e-258
"1644","RNF135",84282,"ENSG00000181481","Non-neuronal",0.286,0.203,3.28316308905373,2.27571523849607,0.551,0.102,1.62949165483472e-203,8.19324698967447e-199
"1645","RNF144A.AS1",NA,NA,"Glutamatergic",0.341,0.072,1.99854457225463,1.38528553548168,0.636,0.272,0,0
"1646","RNF144B",255488,"ENSG00000137393","GABAergic",0.604,0.385,2.90377817530856,2.01274565518663,0.672,0.344,0,0
"1647","RNF213",57674,"ENSG00000173821","Non-neuronal",0.653,0.774,1.90301108939413,1.31906677118786,0.514,0.028,5.84587551261071e-255,2.93936466649579e-250
"1648","RNF219.AS1",NA,NA,"Non-neuronal",0.512,0.38,6.93147231831672,4.80453049457054,0.619,0.238,0,0
"1649","RNF220",55182,"ENSG00000187147","Non-neuronal",0.805,0.698,5.66659725585067,3.92778591126162,0.711,0.422,0,0
"1650","RNH1",6050,"ENSG00000276230, ENSG00000023191","Non-neuronal",0.273,0.411,1.8332876113149,1.27073813893839,0.458,0.084,5.40146491521551e-316,2.71591057401951e-311
"1651","ROBO1",6091,"ENSG00000169855","GABAergic",0.953,0.879,2.14831656462548,1.48909956972037,0.744,0.488,0,0
"1652","ROR1",4919,"ENSG00000185483","Non-neuronal",0.452,0.351,1.94807479048206,1.35030254854255,0.575,0.15,5.8928860784204e-155,2.96300204909056e-150
"1653","RORB",6096,"ENSG00000198963","Glutamatergic",0.638,0.278,2.8828959578637,1.99827120504088,0.731,0.462,0,0
"1654","RORB.AS1",NA,NA,"Glutamatergic",0.37,0.044,2.60785085356016,1.80762446646607,0.665,0.33,0,0
"1655","ROS1",6098,"ENSG00000047936","Glutamatergic",0.318,0.107,4.25331466849633,2.94817307050249,0.616,0.232,0,0
"1656","RPP25",54913,"ENSG00000178718","GABAergic",0.263,0.029,2.76644740624874,1.91755521980868,0.618,0.236,0,0
"1657","RPRML",388394,"ENSG00000179673","Glutamatergic",0.323,0.012,2.1752720282366,1.50778367332311,0.655,0.31,0,0
"1658","RPS6KA1",6195,"ENSG00000117676, ENSG00000281877","Non-neuronal",0.3,0.258,3.07071257150118,2.12845576124602,0.533,0.0660000000000001,8.15541382821708e-135,4.10062362696583e-130
"1659","RRBP1",6238,"ENSG00000125844","Non-neuronal",0.294,0.224,2.52834126726296,1.75251262089668,0.55,0.1,1.075181030207e-240,5.40611773798382e-236
"1660","RREB1",6239,"ENSG00000124782","Non-neuronal",0.431,0.293,4.73141144548678,3.27956450350822,0.601,0.202,0,0
"1661","RRN3P2",653390,NA,"Non-neuronal",0.264,0.378,1.87010498615856,1.2962579985069,0.453,0.094,6.94681416948256e-164,3.49292763255753e-159
"1662","RTKN2",219790,"ENSG00000182010","Glutamatergic",0.286,0.06,2.44454125692633,1.69442688000095,0.617,0.234,0,0
"1663","RTN4R",65078,"ENSG00000040608","Glutamatergic",0.383,0.067,1.53086140247745,1.06111226495529,0.657,0.314,0,0
"1664","RTN4RL2",349667,"ENSG00000186907","Glutamatergic",0.393,0.062,2.42469898650154,1.6806732662001,0.672,0.344,0,0
"1665","RTTN",25914,"ENSG00000176225","Non-neuronal",0.466,0.596,1.76042128716203,1.22023105179407,0.452,0.096,1.09040616197273e-83,5.48267122301508e-79
"1666","RUNX1",861,"ENSG00000159216","Non-neuronal",0.313,0.236,4.70191951036084,3.25912225182641,0.552,0.104,5.00210906629437e-285,2.51511045962347e-280
"1667","RUNX2",860,"ENSG00000124813","Non-neuronal",0.347,0.434,1.52989513048067,1.06044249624506,0.46,0.08,4.33615232572481e-36,2.18026075089769e-31
"1668","RUNX2",860,"ENSG00000124813","GABAergic",0.559,0.382,1.68219795222082,1.16601076772556,0.636,0.272,0,0
"1669","RXFP1",59350,"ENSG00000171509","Glutamatergic",0.71,0.293,4.10295834538679,2.84395400905975,0.782,0.564,0,0
"1670","RXRA",6256,"ENSG00000186350","Non-neuronal",0.249,0.295,1.56843264885701,1.08715466845339,0.489,0.022,4.915982891068e-111,2.4718053574579e-106
"1671","RYBP",23429,"ENSG00000163602, ENSG00000281766","Non-neuronal",0.454,0.599,1.80486103152543,1.25103433530437,0.477,0.046,2.33686655070929e-231,1.17499987036214e-226
"1672","RYR1",6261,"ENSG00000196218","Non-neuronal",0.701,0.682,1.83854410560939,1.27438166313825,0.536,0.0720000000000001,2.42081949777283e-40,1.21721225167516e-35
"1673","RYR2",6262,"ENSG00000198626","Glutamatergic",1,0.92,1.63339823604519,1.13218538204631,0.861,0.722,0,0
"1674","S100B",6285,"ENSG00000160307","Non-neuronal",0.577,0.059,6.28489833839845,4.35635956336677,0.77,0.54,0,0
"1675","S100PBP",64766,"ENSG00000116497","Non-neuronal",0.465,0.552,1.51323654413776,1.04889564408937,0.478,0.044,2.3475919664145e-77,1.18039271663288e-72
"1676","S100Z",170591,"ENSG00000171643","Non-neuronal",0.308,0.304,2.74300453354306,1.90130585868853,0.512,0.024,8.45533897146111e-48,4.25142898824036e-43
"1677","SAMD4B",55095,"ENSG00000179134","Non-neuronal",0.507,0.614,1.83102771643553,1.2691716991744,0.49,0.02,1.64483660589322e-202,8.27040293809169e-198
"1678","SAMD5",389432,"ENSG00000203727","GABAergic",0.746,0.672,1.57514872523335,1.09180989785809,0.61,0.22,0,0
"1679","SASH1",23328,"ENSG00000111961","Non-neuronal",0.939,0.872,2.51682507751265,1.74453020644046,0.713,0.426,0,0
"1680","SAT1",6303,"ENSG00000130066","Non-neuronal",0.625,0.879,1.68707920985416,1.16939419769172,0.501,0.002,0,0
"1681","SATB2",23314,"ENSG00000119042","Glutamatergic",0.983,0.247,5.26187643156926,3.64725481299706,0.979,0.958,0,0
"1682","SAXO1",158297,"ENSG00000155875","Non-neuronal",0.28,0.266,1.66246958471632,1.15233610541278,0.516,0.032,1.92135952211905e-46,9.66078781316681e-42
"1683","SCAMP2",10066,"ENSG00000140497","Non-neuronal",0.381,0.387,2.39948442375086,1.66319586312041,0.509,0.018,8.31097027930833e-72,4.17883896613902e-67
"1684","SCARA3",51435,"ENSG00000168077","Non-neuronal",0.462,0.545,1.95026916564729,1.35182357350142,0.485,0.03,4.49920903697166e-80,2.26224729587972e-75
"1685","SCD",6319,"ENSG00000099194","Non-neuronal",0.533,0.173,5.83733717424054,4.04613380430259,0.712,0.424,0,0
"1686","SCD5",79966,"ENSG00000145284","Non-neuronal",0.851,0.888,2.36193632092227,1.6371695015094,0.698,0.396,0,0
"1687","SCG2",7857,"ENSG00000171951","GABAergic",0.774,0.531,2.63539071083637,1.8267136408901,0.721,0.442,0,0
"1688","SCN7A",6332,"ENSG00000136546","GABAergic",0.363,0.191,1.98390788839951,1.37514015933475,0.597,0.194,0,0
"1689","SCUBE2",57758,"ENSG00000175356","GABAergic",0.267,0.114,2.08358859979812,1.44423356339691,0.581,0.162,0,0
"1690","SDC2",6383,"ENSG00000169439","Non-neuronal",0.253,0.217,2.02589056048443,1.40424033012279,0.526,0.052,2.77108125272646e-72,1.39332736468339e-67
"1691","SDC3",9672,"ENSG00000162512","Non-neuronal",0.325,0.45,1.55877156303909,1.08045811405756,0.46,0.08,5.03376622565978e-205,2.53102799592399e-200
"1692","SDK1",221935,"ENSG00000146555","GABAergic",0.927,0.831,2.16037269499365,1.49745624249353,0.743,0.486,0,0
"1693","SEC24D",9871,"ENSG00000150961","Glutamatergic",0.702,0.254,2.37409979614031,1.6456005800626,0.774,0.548,0,0
"1694","SEMA3A",10371,"ENSG00000075213","Glutamatergic",0.769,0.599,2.53913632556731,1.75999518512432,0.691,0.382,0,0
"1695","SEMA3B",7869,"ENSG00000012171","Non-neuronal",0.339,0.029,5.37450900355289,3.72532576270673,0.658,0.316,0,0
"1696","SEMA3C",10512,"ENSG00000075223","Non-neuronal",0.435,0.404,1.87886363080298,1.30232902834771,0.535,0.0700000000000001,1.55280115235976e-63,7.80763947418011e-59
"1697","SEMA3E",9723,"ENSG00000170381","Glutamatergic",0.442,0.331,2.39790065748723,1.66209808000011,0.577,0.154,0,0
"1698","SEMA4C",54910,"ENSG00000168758","Non-neuronal",0.203,0.285,1.63279960640307,1.13177044359768,0.475,0.05,0,0
"1699","SEMA4D",10507,"ENSG00000187764","Non-neuronal",0.625,0.682,2.50353531345395,1.73531844395286,0.566,0.132,0,0
"1700","SEMA4G",57715,"ENSG00000095539","GABAergic",0.301,0.062,2.70654164189348,1.87603170814655,0.622,0.244,0,0
"1701","SEMA5A",9037,"ENSG00000112902","Non-neuronal",0.565,0.52,2.61526612046372,1.81276433781337,0.568,0.136,4.76218719805538e-186,2.39447534505423e-181
"1702","SEMA5B",54437,"ENSG00000082684","Glutamatergic",0.598,0.224,1.5921754578334,1.10361192955396,0.705,0.41,0,0
"1703","SEMA6A",57556,"ENSG00000092421","Non-neuronal",0.624,0.434,2.7657979775585,1.91710507014308,0.664,0.328,0,0
"1704","SEPP1",6414,"ENSG00000250722","Non-neuronal",0.263,0.057,4.83682954340468,3.35263476086,0.608,0.216,0,0
"1705","SEPT10",151011,"ENSG00000186522","Non-neuronal",0.363,0.252,2.6259208228706,1.82014961474641,0.572,0.144,1.2300284454085e-191,6.18470602635847e-187
"1706","SEPT4",5414,"ENSG00000108387","Non-neuronal",0.471,0.493,2.37323517640201,1.64500127132875,0.542,0.0840000000000001,1.63605264769714e-265,8.22623631788597e-261
"1707","SEPT7.AS1",NA,NA,"Non-neuronal",0.251,0.272,1.91970942265613,1.33064117380845,0.495,0.01,1.9742944570354e-23,9.9269499594197e-19
"1708","SEPT8",23176,"ENSG00000164402","Non-neuronal",0.45,0.693,2.23036060397801,1.54596816427934,0.476,0.048,0,0
"1709","SERINC5",256987,"ENSG00000164300","Non-neuronal",0.767,0.729,2.17208085016072,1.50557171723714,0.591,0.182,1.02899025550779e-170,5.17386590371871e-166
"1710","SERPINB6",5269,"ENSG00000124570","Non-neuronal",0.388,0.376,2.23625204138487,1.55005179750735,0.525,0.05,3.75916167719e-86,1.8901440829079e-81
"1711","SFMBT2",57713,"ENSG00000198879","Non-neuronal",0.7,0.673,3.09684975956811,2.14657267946238,0.593,0.186,2.34189678345478e-264,1.1775291216889e-259
"1712","SFRP1",6422,"ENSG00000104332","GABAergic",0.25,0.105,3.26990831605294,2.26652772996161,0.581,0.162,0,0
"1713","SFTA1P",207107,NA,"Glutamatergic",0.732,0.038,5.55907418535579,3.85325659810294,0.859,0.718,0,0
"1714","SFXN5",94097,"ENSG00000144040","Non-neuronal",0.506,0.807,1.82964982262227,1.26821661596263,0.404,0.192,0,0
"1715","SGCZ",137868,"ENSG00000185053","GABAergic",0.908,0.89,1.91900714134391,1.33015438949694,0.653,0.306,0,0
"1716","SGK1",6446,"ENSG00000118515","Non-neuronal",0.813,0.827,1.89282799943618,1.31200839109411,0.578,0.156,1.14257816245787e-114,5.74499725865444e-110
"1717","SGK223",157285,"ENSG00000275342","Glutamatergic",0.59,0.322,1.64472654126614,1.14003756487074,0.676,0.352,0,0
"1718","SH2B3",10019,"ENSG00000111252","Non-neuronal",0.304,0.428,1.90406703508421,1.31979869696576,0.441,0.118,1.53378551142756e-75,7.71202693000893e-71
"1719","SH3BP2",6452,"ENSG00000087266","Non-neuronal",0.256,0.089,4.01943175192404,2.78605778629927,0.59,0.18,0,0
"1720","SH3BP4",23677,"ENSG00000130147","Non-neuronal",0.26,0.121,4.10090780898578,2.84253268553475,0.578,0.156,0,0
"1721","SH3D19",152503,"ENSG00000109686","Non-neuronal",0.679,0.662,2.5181250431938,1.74543127398717,0.581,0.162,3.87277090221561e-220,1.94726793734303e-215
"1722","SH3GL2",6456,"ENSG00000107295","Glutamatergic",0.995,0.603,2.48761871968735,1.72428590185944,0.925,0.85,0,0
"1723","SH3GLB2",56904,"ENSG00000148341","Non-neuronal",0.44,0.586,1.84737657136252,1.28050386187243,0.489,0.022,0,0
"1724","SH3PXD2B",285590,"ENSG00000174705","Non-neuronal",0.523,0.349,3.4170655530188,2.36852935386349,0.631,0.262,0,0
"1725","SH3RF1",57630,"ENSG00000154447","Non-neuronal",0.517,0.534,1.85418690922052,1.28522442835737,0.527,0.054,2.44772719976228e-93,1.23074171331247e-88
"1726","SH3RF2",153769,"ENSG00000156463","Glutamatergic",0.381,0.22,1.95198855083417,1.353015360496,0.595,0.19,0,0
"1727","SH3TC2",79628,"ENSG00000169247","Non-neuronal",0.342,0.027,6.88468449739964,4.77209964841732,0.661,0.322,0,0
"1728","SHB",6461,"ENSG00000107338","Non-neuronal",0.32,0.281,2.35990004456874,1.63575806229611,0.531,0.0620000000000001,3.9773185463108e-92,1.99983553827053e-87
"1729","SHC4",399694,"ENSG00000185634","Non-neuronal",0.367,0.314,2.9795624043345,2.06527527986686,0.546,0.0920000000000001,6.54790180482514e-211,3.29235050648413e-206
"1730","SHISA6",388336,"ENSG00000188803","GABAergic",0.834,0.735,1.62343111247189,1.1252766984432,0.667,0.334,0,0
"1731","SHMT1",6470,"ENSG00000176974, ENSG00000284320","Non-neuronal",0.32,0.406,1.64641257691722,1.14120623572861,0.463,0.074,4.84392235737917e-44,2.43557260051382e-39
"1732","SHROOM3",57619,"ENSG00000138771","Non-neuronal",0.488,0.622,1.60957542189693,1.11567266558644,0.442,0.116,3.32717129503214e-74,1.67293499885511e-69
"1733","SHROOM4",57477,"ENSG00000158352","Non-neuronal",0.57,0.22,7.18059794424055,4.97721121978487,0.726,0.452,0,0
"1734","SIAH3",283514,"ENSG00000215475","GABAergic",0.417,0.173,2.40610046664719,1.66778175460047,0.637,0.274,0,0
"1735","SIK3",23387,"ENSG00000160584","Non-neuronal",0.928,0.987,1.90832537014562,1.32275034990745,0.687,0.374,0,0
"1736","SIRT2",22933,"ENSG00000068903, ENSG00000283100","Non-neuronal",0.524,0.65,1.83769065797043,1.27379009831356,0.483,0.034,3.79769646932405e-204,1.90951976174083e-199
"1737","SLAIN1",122060,"ENSG00000139737","Non-neuronal",0.595,0.731,2.37408663364241,1.64559145651429,0.542,0.0840000000000001,0,0
"1738","SLC10A4",201780,"ENSG00000145248","GABAergic",0.251,0.026,4.76165990686278,3.30053113922727,0.615,0.23,0,0
"1739","SLC12A9",56996,"ENSG00000146828","Non-neuronal",0.248,0.255,1.98469118062199,1.37568309613032,0.505,0.01,6.3434262967048e-108,3.18953817624614e-103
"1740","SLC15A2",6565,"ENSG00000163406","Non-neuronal",0.378,0.395,2.78582394848758,1.93098601543054,0.52,0.04,1.16820381505341e-219,5.87384560247006e-215
"1741","SLC16A9",220963,"ENSG00000165449","Non-neuronal",0.284,0.196,3.24460101380184,2.24898604475869,0.556,0.112,2.33899229159483e-283,1.1760687141368e-278
"1742","SLC17A6",57084,"ENSG00000091664","Glutamatergic",0.332,0.035,4.25479359679954,2.94919818548611,0.653,0.306,0,0
"1743","SLC17A7",57030,"ENSG00000104888","Glutamatergic",0.982,0.103,4.59131750096593,3.18245878085007,0.977,0.954,0,0
"1744","SLC1A2",6506,"ENSG00000110436","Non-neuronal",0.597,0.736,4.3984885524283,3.04879993884088,0.51,0.02,0,0
"1745","SLC1A3",6507,"ENSG00000079215","Non-neuronal",0.819,0.131,8.35807800455338,5.79337820375628,0.891,0.782,0,0
"1746","SLC1A5",6510,"ENSG00000105281","Non-neuronal",0.242,0.256,1.59841633351468,1.10793777493666,0.496,0.00800000000000001,5.93340137507433e-11,2.98337354540112e-06
"1747","SLC22A10",387775,"ENSG00000184999","Glutamatergic",0.394,0.082,3.88001643405131,2.68942245178891,0.667,0.334,0,0
"1748","SLC22A23",63027,"ENSG00000137266","Non-neuronal",0.6,0.746,1.57135281880239,1.0891787760178,0.487,0.026,3.29199944053513e-193,1.65525023869547e-188
"1749","SLC22A24",283238,"ENSG00000197658","Glutamatergic",0.65,0.29,4.27262142741847,2.96155549601512,0.745,0.49,0,0
"1750","SLC22A25",387601,"ENSG00000196600","Glutamatergic",0.707,0.373,4.61853877523492,3.20132713036087,0.759,0.518,0,0
"1751","SLC22A9",114571,"ENSG00000149742","Glutamatergic",0.426,0.156,3.87505122777521,2.68598083305774,0.658,0.316,0,0
"1752","SLC24A3",57419,"ENSG00000185052","GABAergic",0.827,0.363,3.39316336509344,2.35196161969382,0.833,0.666,0,0
"1753","SLC25A13",10165,"ENSG00000004864","Non-neuronal",0.7,0.585,3.1885353551185,2.21012429151609,0.659,0.318,0,0
"1754","SLC25A18",83733,"ENSG00000182902","Non-neuronal",0.341,0.128,5.2885913437057,3.66577217902334,0.622,0.244,0,0
"1755","SLC25A20",788,"ENSG00000178537","Non-neuronal",0.329,0.326,1.85865012254941,1.28831809209252,0.512,0.024,5.75039649956288e-39,2.89135686394521e-34
"1756","SLC25A29",123096,"ENSG00000197119","Non-neuronal",0.588,0.751,1.55432904735859,1.07737879683903,0.511,0.022,0,0
"1757","SLC25A33",84275,"ENSG00000171612","Non-neuronal",0.512,0.546,1.72553238740685,1.19604790929594,0.499,0.002,7.88291755459037e-40,3.96360977562359e-35
"1758","SLC27A1",376497,"ENSG00000130304","Non-neuronal",0.608,0.64,2.12724244098619,1.47449210033703,0.546,0.0920000000000001,1.3122527791636e-253,6.59813819891251e-249
"1759","SLC28A1",9154,"ENSG00000156222","Non-neuronal",0.297,0.257,1.52892204331349,1.05976800361869,0.53,0.0600000000000001,5.26816922033124e-58,2.64888816567475e-53
"1760","SLC29A4",222962,"ENSG00000164638","GABAergic",0.506,0.291,1.90595301722382,1.32110596016841,0.636,0.272,0,0
"1761","SLC2A1",6513,"ENSG00000117394","Non-neuronal",0.303,0.264,2.62107491344938,1.81679068629384,0.525,0.05,1.13645176589352e-35,5.71419312408922e-31
"1762","SLC2A5",6518,"ENSG00000142583","Non-neuronal",0.582,0.49,4.82725967502465,3.34600143357405,0.596,0.192,0,0
"1763","SLC2A9",56606,"ENSG00000109667","Non-neuronal",0.308,0.343,1.55417843765493,1.07727440214757,0.486,0.028,4.76295683980379e-09,0.000239486232862174
"1764","SLC30A3",7781,"ENSG00000115194","Glutamatergic",0.61,0.103,3.37465472960843,2.33913241119137,0.771,0.542,0,0
"1765","SLC31A2",1318,"ENSG00000136867","Non-neuronal",0.323,0.143,4.56975708099024,3.16751423653223,0.604,0.208,0,0
"1766","SLC32A1",140679,"ENSG00000101438","GABAergic",0.446,0.006,4.28610733585105,2.97090321542246,0.721,0.442,0,0
"1767","SLC35D2",11046,"ENSG00000130958, ENSG00000285269","Non-neuronal",0.609,0.386,5.32384608583422,3.69020890413109,0.68,0.36,0,0
"1768","SLC35F3",148641,"ENSG00000183780","Glutamatergic",0.964,0.776,1.52530443796301,1.05726047066963,0.768,0.536,0,0
"1769","SLC35F4",341880,"ENSG00000151812","GABAergic",0.793,0.561,2.8727895685021,1.99126598974925,0.747,0.494,0,0
