"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1294","MYOF",26509,"ENSG00000138119","Non-neuronal",0.504,0.445,3.7712005151717,2.61399700441748,0.564,0.128,1.84790050311361e-292,9.29142851970553e-288
"1295","MYOM1",8736,"ENSG00000101605","Non-neuronal",0.461,0.379,2.98369451377757,2.06813943987711,0.57,0.14,2.61527462935242e-262,1.31498623638469e-257
"1296","MYOM2",9172,"ENSG00000274137, ENSG00000036448","Glutamatergic",0.442,0.16,1.67676646315617,1.16224594639418,0.654,0.308,0,0
"1297","MYRF",745,"ENSG00000124920","Non-neuronal",0.423,0.07,6.51417412685045,4.51528142970293,0.688,0.376,0,0
"1298","MYRFL",196446,"ENSG00000166268","GABAergic",0.59,0.42,2.43590112276478,1.68843799536721,0.642,0.284,0,0
"1299","NAALADL2",254827,"ENSG00000177694","Non-neuronal",0.907,0.915,2.00770381912577,1.39163424162647,0.644,0.288,2.5074374176826e-245,1.26076460798499e-240
"1300","NACC2",138151,"ENSG00000148411","Non-neuronal",0.43,0.281,2.75788743052213,1.91162189676813,0.6,0.2,0,0
"1301","NADSYN1",55191,"ENSG00000172890","Non-neuronal",0.23,0.292,1.76034196448274,1.22017606950257,0.475,0.05,1.9215334256212e-56,9.66166221736595e-52
"1302","NAIP",4671,"ENSG00000249437, ENSG00000276068, ENSG00000278613","Non-neuronal",0.325,0.37,2.17428979314276,1.50710283983717,0.489,0.022,6.5314667042188e-138,3.28408677354825e-133
"1303","NBPF10",100132406,"ENSG00000271425","Non-neuronal",0.268,0.201,1.85803765851618,1.28789356437469,0.547,0.0940000000000001,0,0
"1304","NBPF14",25832,"ENSG00000270629","Non-neuronal",0.262,0.125,2.49068186511314,1.72640911247496,0.576,0.152,0,0
"1305","NBPF19",101060226,"ENSG00000271383","Non-neuronal",0.362,0.379,1.78058537637572,1.23420773338109,0.511,0.022,2.2252932868499e-143,1.118899717561e-138
"1306","NBPF26",101060684,"ENSG00000273136","Non-neuronal",0.311,0.304,2.13188338555702,1.47770895798144,0.528,0.056,0,0
"1307","NCAN",1463,"ENSG00000130287","Non-neuronal",0.459,0.564,2.38134485964347,1.65062247540279,0.479,0.042,3.05084069622126e-182,1.53399321046701e-177
"1308","NCKAP5",344148,"ENSG00000176771","Non-neuronal",0.958,0.695,5.44220564079261,3.77224949594283,0.925,0.85,0,0
"1309","NCKAP5L",57701,"ENSG00000167566","Non-neuronal",0.227,0.251,1.95924390973119,1.35804439205942,0.491,0.018,1.46934541875329e-38,7.38801570003341e-34
"1310","NCMAP",400746,"ENSG00000184454","Non-neuronal",0.329,0.262,2.8563388058251,1.97986318998163,0.547,0.0940000000000001,1.2677067337352e-208,6.37415622789395e-204
"1311","NDE1",54820,"ENSG00000275911, ENSG00000072864","Non-neuronal",0.481,0.353,3.83451069204775,2.65788027501986,0.601,0.202,0,0
"1312","NDFIP2",54602,"ENSG00000102471","Glutamatergic",0.945,0.405,1.98263596524577,1.37425852938686,0.852,0.704,0,0
"1313","NDRG1",10397,"ENSG00000104419","Non-neuronal",0.495,0.308,3.46824760515334,2.40400604899582,0.638,0.276,0,0
"1314","NDRG2",57447,"ENSG00000165795","Non-neuronal",0.591,0.115,5.92651139699301,4.10794466538208,0.764,0.528,0,0
"1315","NDST4",64579,"ENSG00000138653","GABAergic",0.428,0.274,4.18932571245407,2.90381930603482,0.607,0.214,0,0
"1316","NEAT1",283131,NA,"Non-neuronal",0.664,0.281,3.34744508828819,2.3202721250262,0.74,0.48,0,0
"1317","NECAB1",64168,"ENSG00000123119","Glutamatergic",0.902,0.344,1.86048972108175,1.28959320462857,0.832,0.664,0,0
"1318","NECAB2",54550,"ENSG00000103154","GABAergic",0.457,0.241,2.31087862814676,1.60177900571616,0.63,0.26,0,0
"1319","NEDD4",4734,"ENSG00000069869","Non-neuronal",0.458,0.434,2.37982254446387,1.64956728692812,0.538,0.0760000000000001,3.43528773252906e-121,1.72729702479294e-116
"1320","NEFL",4747,"ENSG00000277586","Glutamatergic",0.818,0.302,1.69503653518357,1.17490979530859,0.778,0.556,0,0
"1321","NEFM",4741,"ENSG00000104722","Glutamatergic",0.624,0.179,1.73216130500477,1.2006427248391,0.729,0.458,0,0
"1322","NEK3",4752,"ENSG00000136098","Non-neuronal",0.317,0.113,4.28239200738565,2.96832794597181,0.612,0.224,0,0
"1323","NEK6",10783,"ENSG00000119408","Non-neuronal",0.337,0.381,1.64289478410374,1.13876788755815,0.486,0.028,5.19207424067063e-39,2.6106268489516e-34
"1324","NEK7",140609,"ENSG00000151414","Non-neuronal",0.483,0.434,2.43964796456551,1.6910351081974,0.564,0.128,3.83117610591235e-220,1.92635365781379e-215
"1325","NELL2",4753,"ENSG00000184613","Glutamatergic",0.999,0.656,2.68648759310439,1.86213130076959,0.941,0.882,0,0
"1326","NENF",29937,"ENSG00000117691","Non-neuronal",0.37,0.594,1.64662858925326,1.14135596407029,0.447,0.106,0,0
"1327","NEO1",4756,"ENSG00000067141","Non-neuronal",0.741,0.822,1.6983820982458,1.17722876291255,0.561,0.122,3.15401222625834e-202,1.58586888748496e-197
"1328","NETO2",81831,"ENSG00000171208","GABAergic",0.843,0.705,1.57592642879125,1.09234896088656,0.671,0.342,0,0
"1329","NEUROD2",4761,"ENSG00000171532","Glutamatergic",0.47,0.078,2.35751479997926,1.63410473673397,0.708,0.416,0,0
"1330","NEUROD6",63974,"ENSG00000164600","Glutamatergic",0.53,0.025,4.66934419438508,3.23654276340197,0.757,0.514,0,0
"1331","NFAM1",150372,"ENSG00000235568","Non-neuronal",0.291,0.277,2.05850109659349,1.42684423128333,0.517,0.034,1.37121498374906e-83,6.89460605978864e-79
"1332","NFATC2",4773,"ENSG00000101096","Non-neuronal",0.333,0.245,4.0805844806148,2.82844562777482,0.561,0.122,0,0
"1333","NFE2L2",4780,"ENSG00000116044","Non-neuronal",0.489,0.416,2.46660143083859,1.70971782735089,0.575,0.15,2.26525485649821e-239,1.13899279439587e-234
"1334","NFIA",4774,"ENSG00000162599","Non-neuronal",0.868,0.621,2.53756790381478,1.75890803800863,0.776,0.552,0,0
"1335","NFKBIA",4792,"ENSG00000100906","Non-neuronal",0.171,0.266,1.57490487603687,1.09164087447507,0.461,0.078,1.03348378898038e-135,5.19645983937226e-131
"1336","NFKBIZ",64332,"ENSG00000144802","Non-neuronal",0.243,0.387,1.52833193934983,1.05935897472005,0.442,0.116,6.24471171293828e-153,3.13990349638249e-148
"1337","NGEF",25791,"ENSG00000066248","Glutamatergic",0.926,0.369,2.94332646363965,2.0401584397393,0.893,0.786,0,0
"1338","NGF",4803,"ENSG00000134259","GABAergic",0.25,0.047,3.05208451482862,2.11554377628412,0.605,0.21,0,0
"1339","NHS",4810,"ENSG00000188158","GABAergic",0.919,0.517,2.92723376369813,2.02900383014724,0.861,0.722,0,0
"1340","NHSL1",57224,"ENSG00000135540","Non-neuronal",0.659,0.452,6.00869498304676,4.16490998634355,0.695,0.39,0,0
"1341","NID1",4811,"ENSG00000116962","Non-neuronal",0.299,0.252,2.6003487065733,1.80242437443398,0.537,0.0740000000000001,8.8072353218887e-157,4.42836599219886e-152
"1342","NINJ2",4815,"ENSG00000171840","Non-neuronal",0.39,0.221,4.7579746807618,3.29797673514565,0.608,0.216,0,0
"1343","NINL",22981,"ENSG00000101004","GABAergic",0.626,0.404,1.91187004765016,1.32520733312571,0.665,0.33,0,0
"1344","NIPAL2",79815,"ENSG00000104361","Glutamatergic",0.667,0.14,2.13382128448977,1.47905220716289,0.768,0.536,0,0
"1345","NKAIN1",79570,"ENSG00000084628","Non-neuronal",0.421,0.414,2.52959766447891,1.75338348908458,0.522,0.044,2.51213030617023e-100,1.26312423924546e-95
"1346","NKAIN3",286183,"ENSG00000185942","Non-neuronal",0.708,0.71,2.98671385877149,2.07023229034677,0.602,0.204,0,0
"1347","NLGN3",54413,"ENSG00000196338","Non-neuronal",0.393,0.434,2.14569687169448,1.48728373695132,0.507,0.014,4.80880800603371e-194,2.41791675351381e-189
"1348","NLRC5",84166,"ENSG00000140853","Non-neuronal",0.256,0.201,3.29627032914412,2.28480048500965,0.537,0.0740000000000001,1.62308226794549e-220,8.16101995145674e-216
"1349","NLRP1",22861,"ENSG00000091592","Non-neuronal",0.255,0.231,4.28826127334848,2.9723962111259,0.523,0.046,9.37952031934867e-288,4.71611661177171e-283
"1350","NMU",10874,"ENSG00000109255","GABAergic",0.382,0.217,4.77998760973953,3.31323493480243,0.603,0.206,0,0
"1351","NNAT",4826,"ENSG00000053438","Glutamatergic",0.621,0.168,1.69828852905493,1.17716390569172,0.728,0.456,0,0
"1352","NOS1",4842,"ENSG00000089250","GABAergic",0.534,0.413,3.06416223971934,2.12391541723971,0.605,0.21,0,0
"1353","NOTCH1",4851,"ENSG00000148400","Non-neuronal",0.258,0.058,4.44623769339082,3.0818971212732,0.605,0.21,0,0
"1354","NOTCH2",4853,"ENSG00000134250","Non-neuronal",0.396,0.215,3.21355402531642,2.22746591222514,0.609,0.218,0,0
"1355","NPAS1",4861,"ENSG00000130751","GABAergic",0.606,0.523,2.35845761240039,1.63475824450547,0.604,0.208,0,0
"1356","NPAS3",64067,"ENSG00000151322","Non-neuronal",0.934,0.945,1.7697703389906,1.22671132070997,0.742,0.484,0,0
"1357","NPC1",4864,"ENSG00000141458","Non-neuronal",0.529,0.506,2.80771755491463,1.94616150699773,0.567,0.134,0,0
"1358","NPFFR2",10886,"ENSG00000056291","Glutamatergic",0.266,0.2,2.68628559729371,1.86199128794292,0.539,0.0780000000000001,2.65585280180991e-239,1.33538934727804e-234
"1359","NPHP3",27031,"ENSG00000113971","Non-neuronal",0.203,0.266,1.73702221386689,1.20401205011183,0.481,0.038,2.58945496052009e-170,1.30200384869911e-165
"1360","NPL",80896,"ENSG00000135838","Non-neuronal",0.402,0.243,3.7839823425334,2.62285669201565,0.604,0.208,0,0
"1361","NPR3",4883,"ENSG00000113389","GABAergic",0.292,0.222,3.22320192575849,2.23415332721488,0.545,0.0900000000000001,0,0
"1362","NPSR1.AS1",NA,NA,"Glutamatergic",0.515,0.407,3.19420936456216,2.21405721516444,0.573,0.146,0,0
"1363","NPTX1",4884,"ENSG00000171246","Glutamatergic",0.93,0.148,3.99968083762421,2.77236749573887,0.932,0.864,0,0
"1364","NPTX2",4885,"ENSG00000106236","Glutamatergic",0.461,0.083,2.36309157313098,1.6379702613207,0.693,0.386,0,0
"1365","NR2F2",7026,"ENSG00000185551","GABAergic",0.329,0.034,4.37839023681209,3.03486884803749,0.651,0.302,0,0
"1366","NR2F2.AS1",NA,NA,"GABAergic",0.48,0.199,4.02414143314087,2.78932228855606,0.672,0.344,0,0
"1367","NRG1",3084,"ENSG00000157168","Glutamatergic",0.962,0.785,2.19575551555984,1.52198174480924,0.831,0.662,0,0
"1368","NRGN",4900,"ENSG00000154146","Glutamatergic",0.986,0.202,3.14833691242409,2.18226085429957,0.949,0.898,0,0
"1369","NRIP3",56675,"ENSG00000175352","GABAergic",0.731,0.275,3.22575506844408,2.23592303086897,0.782,0.564,0,0
"1370","NRN1",51299,"ENSG00000124785","Glutamatergic",0.528,0.019,3.40943753694612,2.36324201602944,0.756,0.512,0,0
"1371","NT5DC1",221294,"ENSG00000178425","Non-neuronal",0.337,0.402,1.94915696545144,1.35105265507144,0.495,0.01,1.48578712343485e-177,7.47068623534274e-173
"1372","NTM",50863,"ENSG00000182667","Non-neuronal",0.941,0.976,1.61262160793036,1.11778412084698,0.642,0.284,1.21388923774558e-87,6.10355647630858e-83
"1373","NTN1",9423,"ENSG00000065320","Non-neuronal",0.531,0.472,2.7158324165237,1.8824715823867,0.563,0.126,3.90121550156081e-184,1.96157016633979e-179
"1374","NTN4",59277,"ENSG00000074527","GABAergic",0.68,0.481,1.88980792427056,1.30991503450798,0.663,0.326,0,0
"1375","NTNG2",84628,"ENSG00000196358","Non-neuronal",0.353,0.281,1.60663148481869,1.11363208390092,0.547,0.0940000000000001,1.29731606392624e-82,6.52303490102751e-78
"1376","NTSR2",23620,"ENSG00000169006","Non-neuronal",0.252,0.092,2.95874054076425,2.05084266383915,0.584,0.168,6.21667047911896e-250,3.12580408360581e-245
"1377","NUP43",348995,"ENSG00000120253","Non-neuronal",0.336,0.33,1.62954472929265,1.12951433470552,0.51,0.02,2.69458778185804e-17,1.35486568259604e-12
"1378","NWD1",284434,"ENSG00000188039","Non-neuronal",0.534,0.484,3.48904124913151,2.41841910469285,0.571,0.142,0,0
"1379","NWD2",57495,"ENSG00000174145","Glutamatergic",0.797,0.318,3.36028032350918,2.32916883213144,0.822,0.644,0,0
"1380","NXN",64359,"ENSG00000167693, ENSG00000281300, ENSG00000280563","Non-neuronal",0.698,0.706,2.24235011883527,1.55427866269892,0.544,0.0880000000000001,1.05784146210607e-138,5.31893265561555e-134
"1381","NXPE3",91775,"ENSG00000144815","Non-neuronal",0.365,0.517,1.5436587367845,1.06998270114891,0.446,0.108,2.13410663990847e-156,1.07305015961238e-151
"1382","NXPH1",30010,"ENSG00000122584","GABAergic",0.796,0.328,4.8297397859619,3.34772051547768,0.841,0.682,0,0
"1383","NXPH2",11249,"ENSG00000144227","GABAergic",0.467,0.183,2.93918477941709,2.03728764299766,0.663,0.326,0,0
"1384","OAF",220323,"ENSG00000184232","Non-neuronal",0.254,0.041,5.17390966743975,3.58628089845771,0.61,0.22,0,0
"1385","OLFM1",10439,"ENSG00000130558","Glutamatergic",0.994,0.651,1.59682556452518,1.10683513789667,0.824,0.648,0,0
"1386","OLFM2",93145,"ENSG00000105088","Non-neuronal",0.661,0.751,1.66601453200008,1.15479327562776,0.485,0.03,3.21249773669414e-97,1.61527598698718e-92
"1387","OLFM3",118427,"ENSG00000118733","Glutamatergic",0.967,0.398,2.16095249105724,1.49785812650032,0.88,0.76,0,0
"1388","OLIG1",116448,"ENSG00000184221","Non-neuronal",0.434,0.022,6.48861500641077,4.49756519743258,0.71,0.42,0,0
"1389","OLMALINC",90271,NA,"Non-neuronal",0.354,0.169,4.09571428652586,2.83893281008449,0.61,0.22,0,0
"1390","OMA1",115209,"ENSG00000162600","Non-neuronal",0.364,0.44,1.95799087535161,1.35717585481207,0.486,0.028,9.51001484031138e-139,4.78173056185697e-134
"1391","OPALIN",93377,"ENSG00000197430","Non-neuronal",0.358,0.029,7.48258524488181,5.18653286578927,0.669,0.338,0,0
"1392","OPHN1",4983,"ENSG00000079482","Non-neuronal",0.873,0.943,1.9021380919821,1.31846165549306,0.505,0.01,5.07830824393191e-73,2.5534241681314e-68
"1393","OPN3",23596,"ENSG00000054277","Glutamatergic",0.606,0.172,1.66832405951556,1.15639411811353,0.723,0.446,0,0
"1394","OPN5",221391,"ENSG00000124818","GABAergic",0.44,0.218,2.08654843028294,1.4462851615524,0.628,0.256,0,0
"1395","OR14I1",401994,"ENSG00000189181","Glutamatergic",0.461,0.102,4.05430369967094,2.81022917856067,0.698,0.396,0,0
"1396","OR1J2",26740,"ENSG00000197233","Glutamatergic",0.283,0.152,1.90697689097239,1.32181565537049,0.573,0.146,0,0
"1397","OR1L8",138881,"ENSG00000171496","Glutamatergic",0.355,0.16,2.3031687001613,1.59643489087072,0.609,0.218,0,0
"1398","OR2AG2",338755,"ENSG00000188124","Glutamatergic",0.818,0.392,1.58652046934463,1.09969219022687,0.77,0.54,0,0
"1399","OSBPL11",114885,"ENSG00000144909","Non-neuronal",0.45,0.498,1.85508669914571,1.2858481152071,0.487,0.026,6.42247416771099e-42,3.22928423626676e-37
"1400","OTOGL",283310,"ENSG00000165899","Glutamatergic",0.661,0.376,3.26307315800458,2.26178995943171,0.713,0.426,0,0
"1401","OTUD7B",56957,"ENSG00000264522","Non-neuronal",0.542,0.533,2.11902595351095,1.46879686520946,0.542,0.0840000000000001,1.08868967799578e-134,5.4740405699306e-130
"1402","OVOS2",144203,NA,"GABAergic",0.265,0.226,2.17752206784411,1.50934328193321,0.527,0.054,2.73647295971526e-248,1.37592596887443e-243
"1403","P2RX7",5027,"ENSG00000089041","Non-neuronal",0.536,0.566,1.92637304597482,1.33526004552412,0.518,0.036,2.42762940445099e-80,1.220636340852e-75
"1404","PACS2",23241,"ENSG00000179364","Non-neuronal",0.582,0.782,1.70660995416955,1.18293187804816,0.482,0.036,0,0
"1405","PADI2",11240,"ENSG00000117115","Non-neuronal",0.546,0.14,5.6027265579255,3.88351411707438,0.731,0.462,0,0
"1406","PAG1",55824,"ENSG00000076641","Non-neuronal",0.463,0.591,1.80265618230771,1.24950605028555,0.476,0.048,3.20560838398045e-159,1.61181195154921e-154
"1407","PAK4",10298,"ENSG00000130669","Non-neuronal",0.285,0.291,1.84962683743896,1.28206362745882,0.504,0.00800000000000001,1.20572001010004e-39,6.06248078278399e-35
"1408","PALD1",27143,"ENSG00000107719","Non-neuronal",0.395,0.302,4.54888478505903,3.1530466634557,0.568,0.136,0,0
"1409","PALM2",114299,NA,"Non-neuronal",0.439,0.647,1.92441149926641,1.33390040495365,0.434,0.132,4.69511763661413e-258,2.36075209886595e-253
"1410","PAMR1",25891,"ENSG00000149090","Non-neuronal",0.333,0.204,3.99525331012117,2.76929856753328,0.581,0.162,0,0
"1411","PAPL",390928,"ENSG00000183760","Non-neuronal",0.398,0.374,2.28906079421414,1.58665603563984,0.535,0.0700000000000001,2.10402341239282e-250,1.05792401198523e-245
"1412","PAPLN",89932,"ENSG00000100767","Non-neuronal",0.3,0.096,4.96402990168832,3.44080333057052,0.611,0.222,0,0
"1413","PAPPA",5069,"ENSG00000182752","GABAergic",0.494,0.365,1.57545155305475,1.09201980210869,0.594,0.188,0,0
"1414","PAQR6",79957,"ENSG00000160781","Non-neuronal",0.251,0.057,4.01542931935295,2.78328351144724,0.601,0.202,0,0
"1415","PAQR8",85315,"ENSG00000170915","Non-neuronal",0.583,0.417,3.12795073404771,2.16813023223558,0.644,0.288,0,0
"1416","PARD3",56288,"ENSG00000148498","GABAergic",0.887,0.711,1.71121115295553,1.18612118601385,0.768,0.536,0,0
"1417","PARD3",56288,"ENSG00000148498","Non-neuronal",0.823,0.746,2.51871517540955,1.74584032246868,0.656,0.312,0,0
"1418","PARD3B",117583,"ENSG00000116117","Non-neuronal",0.86,0.703,4.12092329655661,2.85640636431201,0.749,0.498,0,0
"1419","PARP4",143,"ENSG00000102699","Non-neuronal",0.334,0.214,3.64428174053196,2.52602361361582,0.578,0.156,0,0
"1420","PART1",25859,NA,"Glutamatergic",0.676,0.056,4.67392357119874,3.23971694552908,0.824,0.648,0,0
"1421","PATL2",197135,"ENSG00000229474, ENSG00000282077","Non-neuronal",0.268,0.225,2.62270313242624,1.81791928168698,0.53,0.0600000000000001,6.1533336760682e-128,3.09395770566385e-123
"1422","PAWR",5074,"ENSG00000177425","GABAergic",0.541,0.304,3.48654716687131,2.41669033860612,0.663,0.326,0,0
"1423","PBX3",5090,"ENSG00000167081","Non-neuronal",0.478,0.461,1.94684613208377,1.3494509074379,0.531,0.0620000000000001,7.82014617979504e-55,3.93204770066274e-50
"1424","PCAT18",728606,NA,"Glutamatergic",0.269,0.04,2.14920756615594,1.48971716491909,0.616,0.232,0,0
"1425","PCBD2",84105,"ENSG00000132570","Non-neuronal",0.351,0.479,1.59556635716537,1.10596232186548,0.449,0.102,5.34083678821854e-125,2.68542614548416e-120
"1426","PCBP4",57060,"ENSG00000090097","Non-neuronal",0.313,0.414,1.63342920410001,1.1322068474662,0.479,0.042,2.47127607460188e-295,1.24258232307057e-290
"1427","PCDH15",65217,"ENSG00000150275","Non-neuronal",0.615,0.654,2.96742138104188,2.05685976380247,0.507,0.014,2.52813312531141e-55,1.27117061673783e-50
"1428","PCDH8",5100,"ENSG00000136099","GABAergic",0.264,0.169,1.84408615985171,1.27822312241083,0.557,0.114,4.80025219944539e-270,2.41361480840313e-265
"1429","PCED1B",91523,"ENSG00000179715","Non-neuronal",0.416,0.42,1.71736950429336,1.19038982988057,0.508,0.016,7.29185182205097e-10,3.66641601464545e-05
"1430","PCP4",5121,"ENSG00000183036","Glutamatergic",0.52,0.194,2.21718574022984,1.53683604461802,0.681,0.362,0,0
"1431","PCP4L1",654790,"ENSG00000248485","GABAergic",0.597,0.282,3.03997763600832,2.10715192736445,0.704,0.408,0,0
"1432","PCSK1",5122,"ENSG00000175426","Glutamatergic",0.526,0.051,3.90492580399455,2.7066883113346,0.743,0.486,0,0
"1433","PCSK6",5046,"ENSG00000140479","Non-neuronal",0.556,0.36,4.10530051968212,2.84557748056894,0.65,0.3,0,0
"1434","PCYT1B",9468,"ENSG00000102230","Non-neuronal",0.436,0.386,2.45190206543549,1.69952900366572,0.544,0.0880000000000001,3.17665514080727e-111,1.5972539713493e-106
"1435","PDE1A",5136,"ENSG00000115252","Glutamatergic",0.928,0.56,2.58763801999509,1.79361399786931,0.854,0.708,0,0
"1436","PDE1C",5137,"ENSG00000154678","Non-neuronal",0.753,0.765,1.80488715874924,1.25105244531589,0.57,0.14,1.44259409289062e-94,7.25350735846333e-90
"1437","PDE3A",5139,"ENSG00000172572","GABAergic",0.528,0.369,1.85429149351342,1.28529692066511,0.614,0.228,0,0
"1438","PDE4B",5142,"ENSG00000184588","Non-neuronal",0.931,0.87,2.59883439964872,1.80137473685871,0.786,0.572,0,0
"1439","PDE4C",5143,"ENSG00000105650","Glutamatergic",0.451,0.303,1.53452303020205,1.06365031188886,0.597,0.194,0,0
"1440","PDE8A",5151,"ENSG00000073417","Non-neuronal",0.823,0.793,3.19587235339413,2.21520991118463,0.681,0.362,0,0
"1441","PDE9A",5152,"ENSG00000160191","Non-neuronal",0.458,0.316,2.67028431008193,1.85090004082674,0.599,0.198,7.82529043188812e-309,3.93463428205767e-304
"1442","PDGFRA",5156,"ENSG00000134853","Non-neuronal",0.309,0.237,4.12919869980575,2.86214243674215,0.554,0.108,0,0
"1443","PDGFRB",5159,"ENSG00000113721","Non-neuronal",0.249,0.292,2.52811036791722,1.75235257366618,0.501,0.002,0,0
"1444","PDLIM5",10611,"ENSG00000163110","Non-neuronal",0.572,0.399,3.32734199969016,2.30633772584392,0.648,0.296,0,0
"1445","PDP1",54704,"ENSG00000164951","Glutamatergic",0.815,0.258,2.04403089020394,1.41681424852229,0.801,0.602,0,0
"1446","PDZRN4",29951,"ENSG00000165966","Glutamatergic",0.776,0.497,1.69365725877738,1.17395375375642,0.717,0.434,0,0
"1447","PECAM1",5175,"ENSG00000261371","Non-neuronal",0.43,0.391,3.22724137222246,2.2369532581424,0.541,0.0820000000000001,2.73268498252331e-159,1.37402133606254e-154
"1448","PELI1",57162,"ENSG00000197329","Non-neuronal",0.319,0.434,2.09463415640628,1.45188975981757,0.466,0.0679999999999999,1.47149724991784e-170,7.39883532231187e-166
"1449","PELI2",57161,"ENSG00000139946","Non-neuronal",0.453,0.371,2.33649270870838,1.61953333344008,0.573,0.146,2.42783831197499e-206,1.22074138164414e-201
