"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"3357","LOC105377979",105377979,NA,"VLMC",0.818,0.243,7.40629016568406,5.13364914675276,0.871,0.742,1.51420782679873e-88,7.61358837392667e-84
"3358","LOC105377989",105377989,NA,"SST",0.531,0.3,2.24731909806546,1.5577228966426,0.645,0.29,6.20409445746543e-232,3.11948073415819e-227
"3359","LOC105377997",105377997,NA,"L6 IT",0.503,0.115,3.09941162470534,2.14834842905922,0.709,0.418,0,0
"3360","LOC105377997",105377997,NA,"L5/6 IT Car3",0.475,0.142,2.890575836558,2.00359449130489,0.683,0.366,1.25044885188685e-217,6.28738187217227e-213
"3361","LOC105378030",105378030,NA,"L2/3 IT",0.74,0.25,2.17227701818252,1.50570769054837,0.771,0.542,0,0
"3362","LOC105378107",105378107,NA,"Astrocyte",0.441,0.254,3.65507443412253,2.53350453874877,0.619,0.238,7.50635225655703e-220,3.77426897811944e-215
"3363","LOC105378111",105378111,NA,"OPC",0.382,0.074,4.63658471936418,3.21383562565461,0.663,0.326,2.46188264777401e-230,1.23785921412725e-225
"3364","LOC105378111",105378111,NA,"SST",0.377,0.064,3.620357684106,2.5094407213566,0.664,0.328,0,0
"3365","LOC105378119",105378119,NA,"Microglia",0.424,0.112,4.75549171546245,3.29625567474898,0.67,0.34,4.27188973951954e-226,2.14794887992782e-221
"3366","LOC105378145",105378145,NA,"VLMC",0.636,0.124,8.17451196032858,5.66613991775531,0.795,0.59,2.65442794767275e-61,1.33467291636934e-56
"3367","LOC105378146",105378146,NA,"VLMC",0.545,0.04,6.77928521277896,4.69904243144947,0.761,0.522,4.87275063203702e-10,2.45006774529453e-05
"3368","LOC105378305",105378305,NA,"Microglia",0.793,0.346,8.80169393649629,6.10086933623397,0.845,0.69,0,0
"3369","LOC105378332",105378332,NA,"L5/6 NP",0.853,0.391,3.64899932025926,2.52929359070286,0.847,0.694,0,0
"3370","LOC105378334",105378334,NA,"L2/3 IT",0.901,0.543,2.35821387550719,1.63458929896515,0.822,0.644,0,0
"3371","LOC105378400",105378400,NA,"L5/6 NP",0.397,0.035,4.83184685657256,3.34918102553071,0.687,0.374,0,0
"3372","LOC105378419",105378419,NA,"Oligodendrocyte",0.3,0.355,2.25179238464539,1.56082354262331,0.497,0.00600000000000001,2.15683501193425e-111,1.08447821235066e-106
"3373","LOC105378486",105378486,NA,"L5/6 IT Car3",0.783,0.476,4.43819580218412,3.0763229070569,0.775,0.55,0,0
"3374","LOC105378486",105378486,NA,"L6b",0.631,0.479,2.09027785534105,1.44887020201653,0.621,0.242,1.45799685289458e-109,7.33095397603925e-105
"3375","LOC105378515",105378515,NA,"VIP",0.397,0.38,2.61191540599725,1.81044179952808,0.518,0.036,1.65356911148801e-196,8.31431084947288e-192
