"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"321","AXL",558,"ENSG00000167601","VLMC",0.636,0.386,3.1887312083336,2.21026004661995,0.682,0.364,0.00367430844229301,1
"322","B2M",567,"ENSG00000166710, ENSG00000273686","Microglia",0.693,0.388,3.17797855563115,2.2028068757157,0.724,0.448,8.80094618191364e-138,4.425203749728e-133
"323","B2M",567,"ENSG00000166710, ENSG00000273686","Pericyte",0.812,0.392,4.71082553710558,3.26529543915452,0.849,0.698,1.59772025482151e-21,8.03349721326803e-17
"324","B2M",567,"ENSG00000166710, ENSG00000273686","Endothelial",0.971,0.392,5.68397847921076,3.93983365722834,0.96,0.92,3.60711601307591e-72,1.8136940025347e-67
"325","B3GAT2",135152,"ENSG00000112309","L5/6 IT Car3",0.762,0.253,3.22245729308606,2.23363718717743,0.819,0.638,0,0
"326","B4GALNT3",283358,"ENSG00000139044","L6 CT",0.944,0.504,2.64169295554039,1.83108202403789,0.863,0.726,0,0
"327","B4GALNT4",338707,"ENSG00000182272","Astrocyte",0.719,0.602,2.64723744813693,1.83492517344881,0.69,0.38,1.19423263176712e-304,6.00472109578826e-300
"328","B4GALT1",2683,"ENSG00000086062","Microglia",0.401,0.173,4.8435745230018,3.35731002445068,0.634,0.268,2.94511568787708e-191,1.48083361902147e-186
"329","BACH1",571,"ENSG00000156273","Microglia",0.44,0.258,3.574923118149,2.47794788006354,0.62,0.24,3.84072173157079e-92,1.93115329385111e-87
"330","BACH1",571,"ENSG00000156273","Pericyte",0.438,0.261,3.52442282153344,2.44294374184703,0.626,0.252,7.12514688241103e-07,0.0358259510394509
"331","BARX2",8538,"ENSG00000043039","L5/6 NP",0.445,0.095,3.50207195346071,2.42745130065935,0.688,0.376,3.11500879039588e-276,1.56625756989895e-271
"332","BAZ1A",11177,"ENSG00000198604","Microglia",0.781,0.753,2.5897872623268,1.79510373913187,0.563,0.126,9.46217482160514e-15,4.75767612205128e-10
"333","BBS9",27241,"ENSG00000122507","Endothelial",0.943,0.908,2.75046334891186,1.90647591553172,0.773,0.546,6.62271727276946e-16,3.32996847192121e-11
"334","BCAN",63827,"ENSG00000132692","Astrocyte",0.755,0.388,2.77412853894285,1.92287937527911,0.762,0.524,0,0
"335","BCAN",63827,"ENSG00000132692","OPC",0.921,0.389,4.63819040182971,3.21494859992846,0.915,0.83,0,0
"336","BCAR3",8412,"ENSG00000137936","Astrocyte",0.666,0.333,3.12687355447551,2.16738358825215,0.728,0.456,5.72163147384261e-306,2.8768935213628e-301
"337","BCAR3",8412,"ENSG00000137936","Microglia",0.505,0.338,3.71990587292033,2.57844226776311,0.626,0.252,1.83666817447824e-114,9.23495124809406e-110
"338","BCAS1",8537,"ENSG00000064787","Oligodendrocyte",0.939,0.204,5.98040962555268,4.1453040705454,0.953,0.906,0,0
