"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"181","BCAR3",8412,"ENSG00000137936","Microglia",0.505,0.338,2.92883698383797,2.03011509766698,0.619,0.238,1.99828591320322e-62,1.00475814001771e-57
"182","BCAS1",8537,"ENSG00000064787","Oligodendrocyte",0.939,0.261,3.76663527778049,2.61083262299118,0.923,0.846,0,0
"183","BCAT2",587,"ENSG00000105552","Astrocyte",0.618,0.392,2.74278714733445,1.90115517805092,0.678,0.356,8.88227235369627e-187,4.46609536216202e-182
"184","BCHE",590,"ENSG00000114200","OPC",0.602,0.122,4.24301274159474,2.94103231891632,0.763,0.526,1.1516300590378e-287,5.79051109984795e-283
"185","BCKDHA",593,"ENSG00000248098","Pericyte",0.312,0.433,2.68629036486079,1.8619945925686,0.456,0.088,NA,NA
"186","BCL11B",64919,"ENSG00000127152","LAMP5",0.954,0.301,2.94624303059348,2.04218004990026,0.905,0.81,3.36499395005116e-237,1.69195260802522e-232
"187","BCL6",604,"ENSG00000113916","Astrocyte",0.639,0.203,2.74838667101501,1.90503647210259,0.743,0.486,1.50538942474767e-245,7.56924856657377e-241
"188","BCOR",54880,"ENSG00000183337","Endothelial",0.343,0.406,2.59291802141152,1.79727381596446,0.479,0.042,NA,NA
"189","BCR",613,"ENSG00000186716","Astrocyte",0.692,0.451,2.50718787395824,1.73785020596824,0.686,0.372,2.06629757421083e-150,1.03895508328895e-145
"190","BDH2",56898,"ENSG00000164039","Astrocyte",0.437,0.104,2.89862652176857,2.00917480106016,0.676,0.352,2.06421022356362e-194,1.03790554251002e-189
"191","BEND7",222389,"ENSG00000165626","Endothelial",0.471,0.262,3.28539893896758,2.27726501156001,0.628,0.256,7.98336797535731e-09,0.000401411725168941
"192","BEST1",7439,"ENSG00000167995","Oligodendrocyte",0.612,0.392,3.10599704771173,2.1529130964489,0.667,0.334,3.18679169611559e-193,1.60235073272388e-188
"193","BEST3",144453,"ENSG00000127325","OPC",0.387,0.069,4.8025485029666,3.32887295433368,0.668,0.336,3.05989453281303e-191,1.53854557004372e-186
"194","BHLHE41",79365,"ENSG00000123095","Microglia",0.751,0.201,4.27969564716834,2.96645897148941,0.824,0.648,0,0
"195","BHMT2",23743,"ENSG00000132840","VLMC",0.636,0.114,5.38900947492067,3.73537672355209,0.791,0.582,3.43225253681676e-09,0.000172577089803684
"196","BICC1",80114,"ENSG00000122870","VLMC",0.909,0.536,4.07072160267253,2.82160920173692,0.922,0.844,1.44616986985523e-09,7.2714867226191e-05
"197","BIN2",51411,"ENSG00000110934","Microglia",0.592,0.192,6.96268818687856,4.82616768585291,0.747,0.494,0,0
"198","BLM",641,"ENSG00000197299","OPC",0.62,0.381,3.67633975563945,2.54824453640192,0.679,0.358,1.0269865711246e-181,5.16379117827162e-177
"199","BLNK",29760,"ENSG00000095585","Microglia",0.928,0.178,7.36427505538064,5.10452649150503,0.951,0.902,0,0
"200","BMP2K",55589,"ENSG00000138756","Microglia",0.721,0.442,3.48996605505916,2.41906013131417,0.744,0.488,3.71607191880671e-190,1.8684781214952e-185
"201","BMP7",655,"ENSG00000101144","Astrocyte",0.745,0.203,3.01822968948407,2.0920773995482,0.81,0.62,0,0
"202","BMPR1B",658,"ENSG00000138696","Astrocyte",0.986,0.567,6.87532484119869,4.76561202911062,0.977,0.954,0,0
