"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"ZNF586",0.066030710772299,-0.0976384695639161,0.792,0.917,1
"RARG",0.0662142182110862,0.0555698511548107,0.458,0.292,1
"BCO1",0.0662789997058701,0.137201121513485,0.375,0.25,1
"DNAJC28",0.066577189889638,0.0476280489892544,0.458,0.417,1
"UNK",0.0667034188366251,-0.107245530353598,0.75,0.833,1
"SCARF2",0.0667979300075435,0.0930904230660118,0.417,0.458,1
"NAPRT",0.0669288425458826,0.0759859069779221,0.458,0.417,1
"BICD2",0.0669452261854592,-0.602175402354219,0.5,0.833,1
"GPR89A",0.0672029707997505,-0.0273989741881144,0.708,0.625,1
"CLCN4",0.0673354335589455,-0.201141616120724,0.833,0.958,1
"SAP30BP",0.0675877386488526,-0.601339631306823,0.542,0.875,1
"NCAPD2",0.0676799189922501,0.102654154060084,0.458,0.458,1
"SLC25A40",0.0678417221070077,-0.613104472886409,0.542,0.792,1
"ILDR2",0.0679292023576257,-0.148130192045675,0.833,0.833,1
"MINK1",0.0679986257144941,-0.0465200156348928,0.667,0.792,1
"XRN2",0.0680943727607066,-0.593396777792886,0.708,0.875,1
"RABL2A",0.0683703138425325,-0.59783700075562,0.417,0.792,1
"PAK4",0.0684080752650755,0.0215062052209637,0.542,0.5,1
"NAA25",0.068806392995897,-0.125537744943777,0.75,0.875,1
"PAM",0.0688709764139279,-0.542217115432729,0.958,1,1
"NKAIN3",0.0689217524097385,-0.70419701674653,0.708,0.875,1
"ZC3H13",0.0689501096487975,-0.613104472886409,0.75,1,1
"MAPRE3",0.0691092371023074,-0.602492812291815,0.792,1,1
"RELL1",0.0692575812526349,0.125163142954006,0.375,0.208,1
"KCMF1",0.0695047051548775,-0.120446153075867,0.667,0.917,1
"RAB10",0.0695343819127579,-0.216671036808592,0.917,0.875,1
"PRPF8",0.0698783092926372,-0.616029877215514,0.833,0.917,1
"MICALL2",0.06997327398714,0.0454623740767574,0.5,0.417,1
"RNF40",0.0700352761124556,-0.602996083565648,0.542,0.75,1
"EXOC6B",0.070054635335813,-0.309954708060904,1,1,1
"NPHP4",0.070144225242261,-0.0363676441708749,0.625,0.792,1
"MORC3",0.0703245767635858,-0.60956046445168,0.708,0.917,1
"DOPEY2",0.0703547965000157,-0.113328685307003,0.792,0.75,1
"ATP8A2",0.0703792805259687,-0.534956091195682,1,1,1
"PCGF5",0.0705117813488986,-0.562739163717691,0.833,1,1
"ZNF804B",0.0705746896572864,-0.806087591740541,0.75,0.792,1
"MAP4",0.0706046514576075,-0.242886938658949,0.958,0.958,1
"CC2D2A",0.0707072013726976,-0.164303051291276,0.667,0.958,1
"PPIP5K1",0.0708127700168592,-0.177548278041297,0.875,0.958,1
"DEPDC1",0.0710269553944842,0.0870113769896298,0.375,0.292,1
"SLFNL1",0.0711212536958378,0.0800427076735366,0.458,0.5,1
"TRIM27",0.0712466602544694,-0.643876131553162,0.5,0.708,1
"IFRD1",0.0712677932985535,-0.0139862419747401,0.667,0.583,1
"GPR153",0.071613099007627,0.0219789067187752,0.583,0.542,1
"IQGAP1",0.0717780591130385,-0.593063722002963,0.583,0.708,1
"GSAP",0.0720798818100915,-0.589157467035898,0.708,0.875,1
"ZNF675",0.0721732143599466,-0.193785986684654,0.917,0.917,1
"SLC19A2",0.0724019660946838,-0.0579872576503491,0.625,0.583,1
"CDKN2AIP",0.072677017665137,0.0909717782057267,0.375,0.542,1
"GABRB2",0.0729131336232402,-0.545227050483323,1,1,1
"PCSK2",0.0730531817154632,-0.674253231199983,0.792,0.958,1
"RBM17",0.0731158961928329,-0.141775462399605,0.75,0.917,1
"IPPK",0.0732328584563334,-0.0270286723879194,0.667,0.833,1
"EFCAB11",0.0733054620788165,-0.0270286723879194,0.5,0.792,1
"TSSC1",0.0735801457731394,-0.622051258876215,0.75,0.875,1
"NXNL2",0.0736284555045643,0.0870113769896298,0.417,0.25,1
"ZNF195",0.0737713357772697,-0.675128675057267,0.583,0.75,1
"PI4KB",0.0738191826563122,-0.582605306160121,0.708,0.875,1
"CMTR1",0.0741539125182115,-0.0160003413464412,0.792,0.708,1
"CDK11A",0.0743275949451724,-0.0307716586667536,0.667,0.708,1
"TOLLIP",0.074699668772456,-0.117783035656383,0.875,0.917,1
"INSIG2",0.074781251111772,-0.0682082500265337,0.75,0.792,1
"CNIH1",0.074850176909674,-0.1316778239752,0.875,0.917,1
"WASL",0.0748718814818338,-0.563935449079939,0.708,1,1
"SSFA2",0.0749798259142005,-0.675551418669566,0.667,0.875,1
"CSTF2",0.0750227339542017,-0.0168071183163814,0.542,0.5,1
"PPP1R9A",0.0750569190941123,-0.278081998722762,0.875,0.958,1
"DNMT1",0.0755583334166473,-0.100083458556983,0.792,0.708,1
"ELL",0.0756550109942702,-0.594707107746693,0.583,0.75,1
"ZFP30",0.0757059943406798,-0.587786664902119,0.708,0.875,1
"TMC2",0.0759724662236475,0.0779615414697119,0.458,0.417,1
"TMCO1",0.0761379655002027,-0.598368774232656,0.667,0.917,1
"ACVR1C",0.0762413202395359,0.083381608939051,0.5,0.458,1
"CCDC152",0.0762877383541032,0.0918075492531226,0.458,0.542,1
"GALNT7",0.0763833376498728,-0.603377181131236,0.75,0.875,1
"KCNH4",0.076409314636323,0.0526437334854221,0.417,0.333,1
"TCEAL3",0.0766653664017666,-0.678184307883233,0.708,0.917,1
"PHYKPL",0.0769011194693816,-0.0506437328187548,0.667,0.667,1
"ZNF682",0.0769790394661909,-0.0370412716803493,0.583,0.417,1
"MAP3K7CL",0.0773925510635327,0.0240975515790604,0.417,0.417,1
"SNX32",0.0774517842303915,-0.225121791326315,0.875,0.875,1
"MED15",0.0774701827652667,-0.564070138284803,0.708,0.958,1
"CD63",0.0776579825013293,-0.677146839213504,0.625,0.792,1
"TAF15",0.0777113000101784,-0.572606107725103,0.958,0.958,1
"RGP1",0.0778036917939569,-0.587786664902119,0.625,0.875,1
"CLVS2",0.0778268531502418,-0.586379205134239,0.875,1,1
"SLC25A37",0.078015097674914,-0.576347912813694,0.75,0.875,1
"TRAF6",0.0782250411636131,-0.0170944333592999,0.625,0.5,1
"MTR",0.0783112294291436,-0.570889864508641,0.708,0.917,1
"GRIK2",0.0783818751035281,-0.389400119252246,1,1,1
"THOC6",0.078470325937325,0.0540672212702759,0.417,0.375,1
"ERG",0.0787922050762782,0.121360857004267,0.292,0.25,1
"FAAH2",0.0795466191784294,-0.198450938723838,0.833,0.917,1
"NEO1",0.079663330999095,-0.568956800328562,0.833,0.958,1
"RFT1",0.0797608858933915,0.114410351177744,0.375,0.292,1
"PSMD7",0.0799174365397964,-0.674455047547793,0.75,0.875,1
"EXOSC10",0.0800911482182732,-0.616985819594381,0.625,0.833,1
"RBBP4",0.0802339959095324,-0.19337139298054,0.833,0.958,1
"DHRS7B",0.0802485012745479,-0.182321556793955,0.75,0.792,1
"AGAP4",0.0803533000885254,-0.572861014685443,0.708,0.917,1
"CNTN3",0.0803970248636361,-0.608886836942205,0.958,0.958,1
"TMCC2",0.0809178635061547,-0.0540672212702755,0.75,0.75,1
"SPAG8",0.0809213071531495,0.149531733970964,0.333,0.208,1
"NOL4L",0.0813017214519882,-0.0718257345712556,0.75,0.792,1
"LIN7C",0.0813827537547162,-0.126751705639144,0.792,0.875,1
"DHRS11",0.0814272589164199,-0.608247736773459,0.458,0.667,1
"HDGF",0.0815868624432897,-0.603535021870258,0.625,0.792,1
"PTAR1",0.0818114152387452,-0.58525821854876,0.5,0.792,1
"GRAP2",0.0819313049928102,0.171850256926659,0.375,0.208,1
"SLC22A5",0.0821954581474003,0.0215062052209637,0.5,0.5,1
"TMEM229B",0.0823110950084903,-0.0168071183163814,0.625,0.708,1
"ITGAV",0.0824816779607077,-0.0256424306133374,0.625,0.542,1
"SETD7",0.0826694976875868,-0.143100843640673,0.833,0.833,1
"CLIP4",0.0827999082625799,-0.219929836711114,0.875,0.958,1
"CCDC82",0.0830693934982994,-0.192206316026496,0.833,0.875,1
"TRA2B",0.0831825989247042,-0.678505630566997,0.75,0.917,1
"ACER3",0.0833861614082105,-0.581173509010402,0.708,0.917,1
"ICK",0.0834004434724303,0.0472528848505456,0.458,0.75,1
"DNAH6",0.0834909310947915,-0.120836473143274,0.708,0.917,1
"TMEM182",0.0836431220899156,0.0215062052209637,0.5,0.375,1
"SLC36A1",0.083702526937041,-0.596205235367715,0.75,0.875,1
"TRIM25",0.0839118423469433,-0.0689928714869514,0.708,0.583,1
"OTUD7B",0.0840672191735249,-0.111791405988117,0.75,0.75,1
"PLP1",0.0843566163912135,-0.739667196194838,0.625,0.75,1
"NRSN2",0.0845074153891573,-0.577634293438101,0.75,0.917,1
"ZZZ3",0.0845598231855845,-0.595983432106298,0.75,0.917,1
"TMEM145",0.0847001045750429,-0.146603474191875,0.833,0.875,1
"YAF2",0.0847597147972101,-0.186585955580412,0.75,0.875,1
"ZNF100",0.0850152241604218,0.0206192872027359,0.542,0.5,1
"PEX6",0.0850921149848921,-0.580351686414601,0.75,0.833,1
"BRINP3",0.085436286170676,-0.430523366841527,1,0.958,1
"CNOT6",0.0855401472594763,-0.0963311089384322,0.708,0.75,1
"PUS7L",0.0856360385802034,-0.596755334884879,0.875,0.917,1
"KIAA2013",0.085680243162406,-0.58525821854876,0.5,0.75,1
"NKAPL",0.0859261334422457,-0.0370412716803493,0.625,0.417,1
"ZFP1",0.0862313844921941,-0.625093717314929,0.375,0.625,1
"ERBB4",0.0862909117637117,-0.37169079098956,1,1,1
"PHF11",0.086411084978413,-0.0558804583944565,0.625,0.625,1
"NUP85",0.0864343735644937,-0.594707107746693,0.458,0.708,1
"AKAP6",0.0866358834639282,-0.533408212966124,1,1,1
"JPH1",0.0866998987545709,-0.146982190348646,0.75,0.958,1
"LPXN",0.0868258884424271,0.0194180858571017,0.5,0.542,1
"DOK5",0.086926702371034,-0.594707107746693,0.625,0.708,1
"PARD6B",0.0872170188200291,0.018018505502678,0.583,0.583,1
"DAZAP1",0.0873517105116959,-0.575364144903562,0.458,0.75,1
"RBM14-RBM4",0.0873576102668289,-0.0110498361865849,0.708,0.75,1
"RBM3",0.0873644452099429,-0.637266722165489,0.417,0.792,1
"CTNND1",0.087552723882569,-0.0263173083173736,0.667,0.625,1
"AMY2B",0.0876477629429692,-0.146182510178081,0.833,0.875,1
"ZNF623",0.0877774654150132,-0.0250013022054174,0.708,0.833,1
"C12orf75",0.0877878718201883,0.0555698511548107,0.417,0.292,1
"POM121C",0.0879576780748954,-0.166061035922174,0.875,0.833,1
"DRAM2",0.0880675631986971,-0.592051063688576,0.542,0.75,1
"MLLT11",0.0886936386750306,-0.711400620869296,0.833,0.917,1
"KCTD1",0.0887015677277919,-0.602763119091676,0.75,0.875,1
"TMEM184B",0.0887240537013798,-0.586924967304638,0.917,0.917,1
"THRB",0.0887250665970212,-0.361916087081984,0.958,1,1
"INTS2",0.0888612055531414,-0.580474018055832,0.542,0.833,1
"HPCA",0.0889598326878352,-0.083381608939051,0.542,0.333,1
"DDX26B",0.0890030923515209,-0.0327898228229907,0.542,0.583,1
"KCNQ3",0.0892508734715319,-0.579302898438221,0.958,0.958,1
"ALG9",0.0894987712190715,0.0219789067187752,0.542,0.542,1
"PCYOX1",0.0895692056013844,-0.570544858467613,0.75,0.917,1
"FAU",0.0897126340664559,-0.696637585499714,0.75,0.958,1
"NAA30",0.0897404512054169,-0.574430873720563,0.667,0.833,1
"MEX3C",0.0897458392317377,-0.0416726964005681,0.625,0.458,1
"PEMT",0.0900095778901132,0.0229895182246989,0.458,0.417,1
"LONRF3",0.0900383048906016,0.0845573880280629,0.375,0.292,1
"WDR75",0.0900932956247358,-0.118783535989967,0.667,0.875,1
"ZNF782",0.0901399752703476,-0.565137613119731,0.75,0.958,1
"SSX2IP",0.0902985519050632,-0.625009375392727,0.833,0.917,1
"TFAP4",0.0903457706156786,0.133531392624523,0.375,0.333,1
"TMEM104",0.0904402082887505,0.0571584138399486,0.417,0.333,1
"C9orf3",0.0904784150391955,-0.556678928262113,0.958,1,1
"LCNL1",0.0906709615654086,0.117783035656384,0.333,0.208,1
"PSMC5",0.0906717132639943,-0.675755437848076,0.542,0.75,1
"ITIH6",0.0908369590652802,0.200670695462151,0.333,0.125,1
"DERA",0.0915046650555144,0.0588405000229334,0.417,0.25,1
"PRKCA",0.0916974518127909,-0.544577910570882,0.833,0.958,1
"FAHD2B",0.0918020623324796,-0.0606246218164347,0.625,0.583,1
"C9orf114",0.0919268604514736,0.0194180858571017,0.542,0.542,1
"ZDHHC11",0.092001691863962,0.0918075492531226,0.583,0.542,1
"GRIN2D",0.0923393184079187,-0.555277386336825,0.75,0.958,1
"POLR1A",0.0924855219663751,-0.0606246218164346,0.625,0.667,1
"PFKP",0.092593002361298,-0.587786664902119,0.625,0.833,1
"SLF1",0.0930488474009807,-0.221307003506908,0.875,0.958,1
"HSCB",0.0931110790406319,-0.603916046832003,0.458,0.708,1
"RP11-548K23.11",0.0931961670742997,0.0259754864032606,0.5,0.417,1
"PHKB",0.093374026967956,-0.269089239375165,0.875,0.875,1
"PDHX",0.0934745522213795,-0.560574101377235,0.792,0.958,1
"FAM136A",0.0935245380894349,-0.62057648772511,0.625,0.792,1
"ERMP1",0.0938100840349939,-0.557709209664841,0.667,0.917,1
"CGGBP1",0.0938349529654768,-0.162118849476435,0.75,0.875,1
"HIATL2",0.0938726645252287,-0.590493026499862,0.708,0.833,1
"CDIP1",0.0940544095473868,-0.635253202141043,0.792,0.958,1
"SIRPA",0.094098535347049,-0.195744577126095,0.917,0.958,1
"LRRFIP1",0.0941368552927191,-0.30040812864936,0.958,1,1
"APBA1",0.094181914525836,-0.585050685083244,0.958,0.958,1
"NELFB",0.0941828789889362,0.0550597771830273,0.583,0.583,1
"RPS18",0.0945191635345175,-0.619680028678073,0.75,1,1
"CCDC107",0.0952283593798901,-0.721585115880479,0.458,0.708,1
"MAATS1",0.0953492322928169,-0.583448263303521,0.708,0.917,1
"MTIF3",0.095465705038302,-0.576021823322533,0.833,0.917,1
"ABHD8",0.0954902388624628,-0.0863280834884974,0.792,0.792,1
"YPEL4",0.0955379728790232,-0.579818495252942,0.542,0.833,1
"GALNT13",0.0956027718937864,-0.540567592964728,0.875,1,1
"LIMA1",0.095621401635,-0.119959315078979,0.75,0.875,1
"SNX31",0.0960307804799872,0.048790164169432,0.5,0.458,1
"GLE1",0.0960843528910135,-0.596297354570028,0.583,0.75,1
"DPY19L3",0.0961260396368831,-0.12981161152199,0.708,0.833,1
"FAM134B",0.0961533569370583,-0.589829566531919,0.833,0.958,1
"JAZF1",0.0962370713859157,-0.303186258987746,1,1,1
"SGK223",0.0963018136262701,-0.65677953638907,0.5,0.667,1
"ASAP3",0.0964578269857509,0.0476280489892544,0.417,0.542,1
"NBPF20",0.0967080322808209,0.0253178079842898,0.458,0.375,1
"FRYL",0.0967682756247213,-0.555777011628257,0.833,1,1
"FRMPD3",0.0967964358933479,-0.0838814839807021,0.75,0.708,1
"LMNA",0.0970157415281179,-0.562526998142881,0.583,0.792,1
"NSMCE4A",0.0970442641437673,0.0723206615796261,0.458,0.375,1
"GOT1",0.0970505072807867,-0.696388674484116,0.792,0.875,1
"DROSHA",0.0971362306152674,-0.14929630136246,0.75,0.833,1
"TAC4",0.0973419907255167,0.0240975515790604,0.417,0.417,1
"CEBPZ",0.0975545769798959,-0.586175061007778,0.625,0.875,1
"CCDC126",0.0977857647747689,-0.0482021018178775,0.625,0.792,1
"CCDC146",0.0979072134526446,-0.150282203049338,0.792,0.792,1
"ARL17A",0.0979857974405392,-0.132351451484674,0.708,0.75,1
"NDUFAF6",0.0980149922167946,-0.214011067750937,0.792,0.917,1
"HAPLN2",0.0980520503752278,0.121360857004267,0.375,0.25,1
"FBXO6",0.098217970267384,0.0500104205746615,0.458,0.333,1
"CGNL1",0.0982493817468964,0.0229895182246989,0.542,0.417,1
"TOR1AIP2",0.0983238452525994,-0.129211731480006,0.792,0.958,1
"ZNF30",0.0985157885252283,-0.0198026272961799,0.625,0.458,1
"GREB1L",0.0988355416024808,-0.132424585649331,0.792,0.75,1
"CYP2U1",0.0990546247713407,-0.564892845036266,0.5,0.833,1
"CYB5R1",0.0991216200091318,-0.693147180559945,0.458,0.667,1
"OXSR1",0.0992467630173727,-0.560975407451462,0.833,0.958,1
"SET",0.0992912290654682,-0.645606235790945,0.708,0.917,1
"MTTP",0.0996029775232374,0.136575535005751,0.375,0.292,1
"RP11-302B13.5",0.100081059391951,-0.119188517265119,0.583,0.667,1
"RP11-849H4.2",0.100082689664467,-0.574087820543957,0.542,0.792,1
"HMGN5",0.100314259208338,-0.053345980705293,0.583,0.792,1
"SRP54",0.100473614040517,-0.569094531889967,0.667,0.875,1
"FAT3",0.100570911417655,-0.572245407690907,0.833,0.958,1
"TMEM170B",0.100599860748753,-0.173953307123438,0.875,0.792,1
"TWSG1",0.100676415395354,-0.55244729845681,0.667,0.875,1
"ICE1",0.100745117170845,-0.174353387144778,0.75,0.875,1
"GTPBP1",0.100837874225915,-0.0597192347016223,0.75,0.625,1
"VPS41",0.100851971572089,-0.56531380905006,0.708,0.917,1
"NOP2",0.10088658603744,-0.0344861760711692,0.667,0.708,1
"CXorf56",0.100905399331595,-0.579818495252942,0.5,0.792,1
"JAKMIP1",0.100992408261222,-0.575364144903562,0.792,0.917,1
"CBWD3",0.101214934179064,-0.0312525435041043,0.667,0.625,1
"ASPHD1",0.101268726788551,-0.595983432106298,0.75,0.833,1
"RSRP1",0.101374756255601,-0.550533073361103,0.875,0.958,1
"GSKIP",0.101451519715337,-0.0344861760711692,0.583,0.625,1
"ARHGEF3",0.101472139732799,-0.21868920096483,0.917,0.875,1
"PPP6R1",0.101494128696901,-0.0307716586667536,0.792,0.667,1
"DCLK1",0.101518585415468,-0.54095536521802,0.958,1,1
"FARP2",0.101594259146091,-0.136965855073158,0.792,0.917,1
"BCL11A",0.101654358523743,-0.308692672514137,0.958,0.958,1
"ADGRL1",0.101952561922445,-0.183004383723866,0.875,1,1
"TLN2",0.102056488577593,-0.549299231916273,0.958,0.958,1
"CRBN",0.102075677023736,-0.604481543474289,0.833,0.917,1
"MSH2",0.102093351789066,-0.561684040999482,0.833,0.917,1
"ERGIC1",0.102166355913802,-0.583774623412158,0.75,0.917,1
"ZNF646",0.10217270205902,0.159064694629687,0.292,0.167,1
"SPARCL1",0.102514377863106,-0.521144379967366,0.958,1,1
"TM7SF2",0.102588364741918,-0.609377297494487,0.458,0.708,1
"LRRC3B",0.102615645199298,-0.631589287560512,0.583,0.708,1
"CUL1",0.102687618048952,-0.548039220106425,0.792,0.958,1
"OTULIN",0.102773491230719,-0.555525802683898,0.375,0.708,1
"LHFPL3",0.103054859095348,-0.566501457645717,0.958,1,1
"RADIL",0.103524950250031,0.0476280489892544,0.5,0.375,1
"DET1",0.103946312243148,0.0224728558520585,0.417,0.5,1
"STXBP5L",0.104119984234155,-0.319897873995797,1,1,1
"ATAD3B",0.104234988461432,0.0198026272961799,0.5,0.5,1
"PRPF40B",0.104286097444228,-0.615988100013327,0.625,0.875,1
"TPK1",0.104292764846925,-0.588522229481073,0.833,0.958,1
"COL25A1",0.104334879421877,-0.532644671160631,0.958,1,1
"KCNV2",0.104459665594756,0.123613955967177,0.417,0.292,1
"RNF121",0.104480853284048,-0.570544858467613,0.458,0.75,1
"FAM73A",0.104529865364043,-0.267747857550964,0.917,0.958,1
"C11orf84",0.104532711494214,0.0416726964005681,0.583,0.458,1
"UBTD2",0.104665894194598,-0.130620182417064,0.75,0.833,1
"PRPF18",0.104691363053584,0.0465200156348929,0.417,0.375,1
"GCN1",0.104790839093148,-0.0339015516756813,0.583,0.667,1
"ALK",0.105096291654378,-0.664018907636922,0.917,1,1
"FAM168A",0.10529062330709,-0.561269136341811,0.917,1,1
"MAN2A1",0.105351086522133,-0.549359287768234,0.75,0.958,1
"TRPC6",0.105506314063271,-0.597132527320356,0.833,0.917,1
"GATM",0.105808690770382,0.154150679827258,0.333,0.333,1
"UBQLN4",0.106028238041947,-0.0655972824858133,0.583,0.625,1
"PPFIA2",0.106261820868415,-0.528135261301082,0.958,1,1
"GRAMD3",0.106477655256738,-0.63487827243597,0.583,0.792,1
"ARMT1",0.106621525560412,-0.0194180858571017,0.625,0.417,1
"PTN",0.1066651348111,-0.661894637055841,0.583,0.833,1
"TOB1",0.106692906662825,-0.591677720395086,0.667,0.792,1
"PMS2",0.106734859887004,-0.0653827592628515,0.625,0.833,1
"DDX10",0.107068398991523,-0.556181325486788,0.792,0.958,1
"NR3C2",0.107187874972967,-0.583251509736728,0.833,0.958,1
"XRCC6",0.107189515154846,-0.752501423209128,0.792,0.958,1
"CDK5",0.10742975585594,-0.606135803570315,0.5,0.75,1
"SUZ12",0.10750710353852,-0.565446708246216,0.917,0.958,1
"DCBLD1",0.107762435634723,0.0571584138399486,0.333,0.375,1
"DNAJB5",0.107763554617972,0.0923733201310151,0.333,0.25,1
"ANGPTL5",0.107830746085008,0.0273989741881143,0.417,0.333,1
"ZNF529",0.107852955142077,-0.182321556793955,0.875,0.875,1
"FAM71D",0.108001923355332,0.121360857004267,0.375,0.292,1
"MLF1",0.108097807174663,-0.583584978048419,0.583,0.708,1
"CPA6",0.108218664619096,0.0953101798043248,0.333,0.25,1
"ARMC10",0.108283581671211,-0.0779615414697119,0.625,0.625,1
"RACGAP1",0.108419034348067,0.0229895182246989,0.542,0.375,1
"PA2G4",0.108513518817844,-0.6176396280518,0.667,0.833,1
"MEGF9",0.108658023415467,-0.56376804303619,0.667,0.958,1
"KCNQ5",0.108687603949577,-0.530027830749927,1,0.958,1
"OPRM1",0.108721044075105,-0.585394319263499,0.667,0.875,1
"RTN4RL1",0.108806814384678,-0.0848994437864865,0.708,0.75,1
"LRIG2",0.108896951048579,-0.129534052191902,0.667,0.708,1
"BAG6",0.109249104593078,-0.564892845036266,0.583,0.667,1
"GABRA6",0.109566560565225,0.0229895182246989,0.5,0.375,1
"DNAH8",0.109803846411858,0.0800427076735364,0.333,0.333,1
"TAF10",0.10993744946115,0.154150679827258,0.333,0.25,1
"PHKA2",0.11004950246852,-0.0870113769896297,0.625,0.75,1
"MARCH2",0.110175203482525,-0.573800422927379,0.458,0.75,1
"GPC5",0.110431838931553,-0.244345758964813,0.958,0.833,1
"AMFR",0.110472867905017,-0.550046336919272,0.667,0.833,1
"EIF4E3",0.110889319503168,-0.117783035656383,0.75,0.792,1
"ZNF160",0.111130491028122,-0.578484272239806,0.583,0.75,1
"LIN54",0.111161042841606,-0.0941872150597012,0.625,0.708,1
"ZC3H14",0.111216399837313,-0.553536741859041,0.75,1,1
"LAMTOR3",0.111236343435414,-0.0752234212375874,0.667,0.625,1
"CACNG2",0.111264163697327,-0.28624011113488,0.875,1,1
"SEC24C",0.111336554226305,-0.111225635110225,0.75,0.833,1
"EXT2",0.11144863046336,-0.155484902840395,0.792,0.792,1
"GRB2",0.111475342375379,-0.226381546587985,0.833,0.917,1
"CTB-50L17.10",0.111599491912119,-0.074107972153722,0.792,0.625,1
"PDK2",0.111889854521115,-0.178879212602982,0.833,0.667,1
"RAB12",0.112423251137721,-0.148683197645125,0.792,0.917,1
"MLXIP",0.112512578506246,-0.559615787935423,0.75,0.958,1
"PPP1CC",0.112674747912023,-0.161641351556416,0.75,0.917,1
"JADE1",0.112679269542016,-0.550455418536759,0.667,0.958,1
"CHCHD10",0.112732007192671,-0.707068519078554,0.75,0.917,1
"DNAJC7",0.11281019068401,-0.237891407948766,0.875,0.958,1
"SH3BGRL3",0.11306448969096,-0.693147180559945,0.667,0.917,1
"SPTY2D1",0.113096266000016,0.0512932943875504,0.417,0.333,1
"RHBDL2",0.113142412926175,-0.643876131553162,0.417,0.708,1
"CCBL2",0.113455833174737,-0.56531380905006,0.583,0.875,1
"RND3",0.113527510329012,-0.569094531889966,0.542,0.75,1
"TRAF3",0.113966344176329,-0.21040452553678,0.875,0.875,1
"PLIN2",0.114016173465732,0.0540672212702759,0.417,0.292,1
"C4orf33",0.11407389770979,0.0434851119397389,0.458,0.375,1
"RALGAPA1",0.114087302347455,-0.309364726761339,0.917,0.917,1
"SLC29A1",0.114415170073754,-0.0709517359722844,0.625,0.708,1
