"","gene","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"694","IGF1R",3480,"ENSG00000140443","Endothelial",0.957,0.892,2.19340480023403,0.854,0.708,1.30666547421599e-31,6.57004467090539e-27
"695","IGF2BP2",10644,"ENSG00000073792","Endothelial",0.5,0.495,2.66913844748289,0.564,0.128,6.21216892999895e-21,3.12354065969277e-16
"696","IGFBP2",3485,"ENSG00000115457","VLMC",0.364,0.153,2.43308405661509,0.626,0.252,0.000908932340008533,1
"697","IGFBP3",3486,"ENSG00000146674","PAX6",0.651,0.112,2.48687083086885,0.783,0.566,1.56825849622666e-87,7.88536054487726e-83
"698","IGFBP4",3487,"ENSG00000141753","VLMC",0.545,0.138,3.25030456037703,0.73,0.46,4.87662216170646e-06,0.245201438912762
"699","IGFBP5",3488,"ENSG00000115461","VLMC",0.364,0.296,2.18039475245409,0.581,0.162,0.00121434860508149,1
"700","IGSF10",285313,"ENSG00000152580","Microglia",0.548,0.44,3.63858259686804,0.638,0.276,0,0
"701","IKBKB",3551,"ENSG00000104365","Endothelial",0.686,0.528,2.07561452637935,0.66,0.32,5.00765509896395e-12,2.51789906031006e-07
"702","IKZF1",10320,"ENSG00000185811","Microglia",0.701,0.05,6.10922085610577,0.843,0.686,0,0
"703","IL13RA1",3597,"ENSG00000131724","Microglia",0.528,0.166,4.62248775056929,0.72,0.44,0,0
"704","IL16",3603,"ENSG00000172349","VLMC",0.545,0.236,2.47731926479011,0.672,0.344,0.0152293937932638,1
"705","IL17RA",23765,"ENSG00000177663","Microglia",0.411,0.192,2.73847240184951,0.635,0.27,2.75592251147824e-154,1.38570539799637e-149
"706","IL17RB",55540,"ENSG00000056736","Astrocyte",0.596,0.185,2.63990980943326,0.738,0.476,0,0
"707","IL18",3606,"ENSG00000150782","Microglia",0.552,0.118,4.67780110496089,0.744,0.488,0,0
"708","IL1R1",3554,"ENSG00000115594","VLMC",0.636,0.127,3.51639332136664,0.785,0.57,1.30771315453301e-08,0.000657531251230743
"709","IL1RAP",3556,"ENSG00000196083","OPC",0.79,0.45,2.08460931724864,0.781,0.562,6.61377907346082e-211,3.32547425592684e-206
"710","IL26",55801,"ENSG00000111536","L5/6 NP",0.717,0.045,3.78317528409082,0.85,0.7,0,0
"711","IL33",90865,"ENSG00000137033","Astrocyte",0.392,0.102,3.09194086280375,0.658,0.316,2.442019908856e-266,1.22787203037189e-261
"712","IL4R",3566,"ENSG00000077238","VLMC",0.364,0.212,3.23602370392071,0.607,0.214,1.14414713095575e-05,0.575288618915863
"713","IL6ST",3572,"ENSG00000134352","Microglia",0.861,0.58,2.61949967898705,0.82,0.64,5.991030687926e-310,3.01235014019607e-305
"714","IMPA1P",650747,"NA","L5/6 NP",0.413,0.037,2.77083309047224,0.693,0.386,4.22539934090211e-204,2.12457304259899e-199
"715","INF2",64423,"ENSG00000203485","Oligodendrocyte",0.532,0.383,2.07328957229635,0.636,0.272,0,0
"716","INHBA",3624,"ENSG00000122641","L4 IT",0.5,0.035,2.5756268507787,0.735,0.47,8.36480790332374e-21,4.20590906187021e-16
"717","INPPL1",3636,"ENSG00000165458","Astrocyte",0.414,0.083,2.31690038821479,0.675,0.35,5.02093054607709e-262,2.52457408787302e-257
"718","IPCEF1",26034,"ENSG00000074706","Microglia",0.947,0.832,3.25214350171066,0.843,0.686,0,0
"719","IPO13",9670,"ENSG00000117408","Oligodendrocyte",0.558,0.35,2.23686265819188,0.661,0.322,4.94065645841247e-323,2.48421147385437e-318
"720","IPP",3652,"ENSG00000197429","VLMC",0.545,0.435,2.42856678340559,0.591,0.182,NA,NA
"721","IRF2BP2",359948,"ENSG00000168264","Pericyte",0.469,0.311,2.02588032901518,0.611,0.222,0.000668505459292331,1
"722","IRF8",3394,"ENSG00000140968","Microglia",0.499,0.023,5.13004490632775,0.743,0.486,0,0
"723","ISLR",3671,"ENSG00000288508, ENSG00000129009","VLMC",0.636,0.069,4.70399255309284,0.801,0.602,6.88282335256159e-13,3.4607524099015e-08
"724","ISM1",140862,"ENSG00000101230","VLMC",0.455,0.079,4.901167575813,0.705,0.41,3.62234549448718e-11,1.8213515380831e-06
"725","ISYNA1",51477,"ENSG00000105655","Pericyte",0.625,0.092,4.58396446235426,0.792,0.584,9.428866237155e-32,4.74092823270391e-27
"726","ITGA2",3673,"ENSG00000164171","Oligodendrocyte",0.628,0.157,4.28199762673614,0.776,0.552,0,0
"727","ITGAL",3683,"ENSG00000005844","Microglia",0.504,0.503,3.12304040660711,0.563,0.126,1.50480437281826e-235,7.56630686696748e-231
"728","ITGAM",3684,"ENSG00000169896","Microglia",0.683,0.378,4.96444804948281,0.762,0.524,0,0
"729","ITGAX",3687,"ENSG00000140678","Microglia",0.895,0.145,5.57663005551568,0.936,0.872,0,0
"730","ITGB2",3689,"ENSG00000160255","Microglia",0.392,0.122,4.62905597456057,0.656,0.312,0,0
"731","ITGB4",3691,"ENSG00000132470","Astrocyte",0.475,0.148,3.63674103017785,0.693,0.386,0,0
"732","ITGB5",3693,"ENSG00000082781","Microglia",0.553,0.263,2.98665056920192,0.697,0.394,7.09815257012771e-263,3.56902209378591e-258
"733","ITIH2",3698,"ENSG00000151655","VLMC",0.909,0.413,4.01212789029401,0.91,0.82,6.94600140244934e-19,3.49251896516555e-14
"734","ITM2A",9452,"ENSG00000078596","Endothelial",0.729,0.111,3.91086746472964,0.836,0.672,1.30967598708003e-47,6.58518183063709e-43
"735","ITPKB",3707,"ENSG00000143772","Astrocyte",0.851,0.212,2.72380131069213,0.881,0.762,0,0
"736","ITPR2",3709,"ENSG00000123104","Microglia",1,0.711,3.10546152819912,0.979,0.958,0,0
"737","ITPR3",3710,"ENSG00000096433","Endothelial",0.586,0.383,3.47480445300532,0.683,0.366,4.53939662265069e-50,2.28245401583499e-45
"738","ITPRIPL2",162073,"ENSG00000205730","VLMC",0.455,0.077,2.58602320363729,0.694,0.388,0.00132522006404276,1
"739","JAG1",182,"ENSG00000101384","Pericyte",0.469,0.174,3.0097513935284,0.67,0.34,6.8020807785524e-09,0.000342015423626393
"740","JAM2",58494,"ENSG00000154721","Endothelial",0.6,0.508,2.34455659287373,0.652,0.304,1.65062256361017e-18,8.29949531208828e-14
"741","JUP",3728,"ENSG00000173801","VLMC",0.545,0.249,2.2850629868861,0.667,0.334,NA,NA
"742","KANK1",23189,"ENSG00000107104","Astrocyte",0.984,0.682,2.40446356461443,0.933,0.866,0,0
"743","KAT2B",8850,"ENSG00000114166","OPC",0.96,0.595,2.50008226625644,0.912,0.824,0,0
"744","KBTBD12",166348,"ENSG00000187715","Microglia",0.692,0.548,2.40695836881642,0.699,0.398,1.56516601307902e-184,7.86981123036264e-180
"745","KCNAB3",9196,"ENSG00000170049","PVALB",0.826,0.149,2.3097279712258,0.866,0.732,0,0
"746","KCNH8",131096,"ENSG00000183960","Oligodendrocyte",0.956,0.556,3.81553588133731,0.948,0.896,0,0
"747","KCNIP1",30820,"ENSG00000182132","VLMC",0.818,0.547,2.37378928363981,0.808,0.616,3.27408056011282e-05,1
"748","KCNJ16",3773,"ENSG00000153822","OPC",0.972,0.938,2.47149375045729,0.757,0.514,0,0
"749","KCNJ2",3759,"ENSG00000123700","Oligodendrocyte",0.477,0.131,2.53846437049452,0.685,0.37,8.70543667972276e-321,4.3771806169314e-316
"750","KCNK13",56659,"ENSG00000152315","Microglia",0.529,0.382,3.32960177024963,0.641,0.282,8.16362839084783e-266,4.1047539912022e-261
"751","KCNK17",89822,"ENSG00000124780","VLMC",0.727,0.03,5.60100869106641,0.86,0.72,3.71647692901466e-107,1.86868176467786e-102
"752","KCNN3",3782,"ENSG00000143603","Astrocyte",0.88,0.524,2.49175184264357,0.835,0.67,0,0
"753","KCNQ1",3784,"ENSG00000282076, ENSG00000053918","Microglia",0.592,0.379,3.15277554594075,0.681,0.362,6.58722468877555e-253,3.31212244576324e-248
"754","KCNS3",3790,"ENSG00000170745","PVALB",0.564,0.182,2.56986554929004,0.728,0.456,0,0
"755","KCTD12",115207,"ENSG00000178695","Microglia",0.353,0.125,3.11451058481191,0.628,0.256,3.06201598973277e-136,1.53961225979754e-131
"756","KCTD15",79047,"ENSG00000153885","Astrocyte",0.484,0.161,2.28310608663341,0.682,0.364,2.29301224399516e-233,1.15294948640321e-228
"757","KCTD9",54793,"ENSG00000104756","VLMC",0.727,0.263,3.71922138344559,0.794,0.588,1.55922469587006e-07,0.00783993769330423
"758","KDELC2",143888,"ENSG00000178202","VLMC",0.364,0.105,2.98098910615003,0.64,0.28,0.00428839777721336,1
"759","KIAA0226L",80183,"ENSG00000102445","Microglia",0.601,0.265,3.31650678291211,0.719,0.438,8.05336370225507e-257,4.04931180313087e-252
"760","KIAA1217",56243,"ENSG00000120549","L6b",1,0.947,2.04170206156535,0.969,0.938,0,0
"761","KIAA1456",57604,"ENSG00000284872, ENSG00000250305","L5/6 NP",0.987,0.454,2.00574770962527,0.933,0.866,3.41707255505469e-287,1.71813825140705e-282
"762","KIAA1598",57698,"ENSG00000187164","Oligodendrocyte",0.955,0.856,2.05998699620618,0.844,0.688,0,0
"763","KIF13A",63971,"ENSG00000137177","OPC",0.986,0.839,2.20178376067089,0.912,0.824,0,0
"764","KIF13B",23303,"ENSG00000197892","Oligodendrocyte",0.892,0.635,2.55621063249097,0.828,0.656,0,0
"765","KIF6",221458,"ENSG00000164627","Oligodendrocyte",0.785,0.594,2.95297138260554,0.76,0.52,0,0
"766","KIFC3",3801,"ENSG00000140859","VLMC",0.727,0.508,2.444359281295,0.654,0.308,NA,NA
"767","KIT",3815,"ENSG00000157404","LAMP5",0.907,0.172,3.95560253415721,0.934,0.868,0,0
"768","KL",9365,"ENSG00000133116","L6 CT",0.399,0.078,2.1751790862597,0.67,0.34,1.97360592412889e-171,9.92348794711245e-167
"769","KLF15",28999,"ENSG00000163884","Astrocyte",0.41,0.047,2.4600935445492,0.685,0.37,4.37177061401811e-303,2.19816998243444e-298
"770","KLF17",128209,"ENSG00000171872","OPC",0.467,0.332,2.48134325440236,0.606,0.212,8.7289685495048e-159,4.38901267637651e-154
"771","KLF2",10365,"ENSG00000127528","Endothelial",0.586,0.02,4.61797595457868,0.787,0.574,1.09573689920516e-70,5.50947470289345e-66
"772","KLF3",51274,"ENSG00000109787","Endothelial",0.514,0.339,2.29183125659284,0.642,0.284,5.84879960285149e-15,2.94083492830976e-10
"773","KLF5",688,"ENSG00000102554","SST",0.499,0.076,2.88104902273239,0.723,0.446,0,0
"774","KLF9",687,"ENSG00000119138","VLMC",0.364,0.345,2.09665116177585,0.54,0.0800000000000001,NA,NA
"775","KLHL1",57626,"ENSG00000150361","OPC",0.68,0.562,2.17889845845261,0.659,0.318,1.94934950023111e-148,9.80152422211204e-144
"776","KLHL4",56062,"ENSG00000102271","Oligodendrocyte",0.715,0.585,2.05950680365738,0.69,0.38,1.99452619641691e-303,1.00286771682039e-298
"777","KLK6",5653,"ENSG00000167755","Oligodendrocyte",0.574,0.02,5.33878536758332,0.782,0.564,0,0
"778","KLKB1",3818,"ENSG00000164344","Astrocyte",0.498,0.183,2.71645650016137,0.686,0.372,1.0731930318462e-286,5.39612188342587e-282
"779","KLRC3",3823,"ENSG00000205810","OPC",0.354,0.013,3.70070532049346,0.672,0.344,1.21221691581041e-302,6.09514787438632e-298
"780","KMO",8564,"ENSG00000117009","VIP",0.661,0.269,2.72928145741222,0.757,0.514,0,0
"781","KRT17",3872,"ENSG00000128422","L6b",0.865,0.28,2.74839388075463,0.889,0.778,0,0
"782","LACC1",144811,"ENSG00000179630","PAX6",0.493,0.098,2.02950731803887,0.708,0.416,5.69183675183002e-57,2.86191243718765e-52
"783","LAMA1",284217,"ENSG00000101680","Astrocyte",0.829,0.462,4.35886145145432,0.843,0.686,0,0
"784","LAMB2",3913,"ENSG00000172037","VLMC",0.455,0.068,2.6514877461892,0.702,0.404,0.000232018771945099,1
"785","LAMC1",3915,"ENSG00000135862","VLMC",1,0.566,3.46523181068492,0.971,0.942,1.98840537408284e-13,9.99790106142594e-09
"786","LAMP2",3920,"ENSG00000005893","Oligodendrocyte",0.91,0.65,2.51238498082946,0.859,0.718,0,0
"787","LAMP5",24141,"ENSG00000125869","LAMP5",0.939,0.182,3.44494092851022,0.945,0.89,0,0
"788","LAP3",51056,"ENSG00000002549","Endothelial",0.486,0.349,2.07433087475932,0.607,0.214,4.10289716163822e-09,0.000206297772184332
"789","LAPTM5",7805,"ENSG00000162511","Microglia",0.755,0.035,5.30174181206277,0.871,0.742,0,0
"790","LARP6",55323,"ENSG00000166173","Oligodendrocyte",0.521,0.31,2.52483747349893,0.653,0.306,0,0
"791","LAT2",7462,"ENSG00000086730","Microglia",0.48,0.236,4.08593199529922,0.666,0.332,0,0
"792","LBH",81606,"ENSG00000213626","PVALB",0.524,0.128,2.06336827678721,0.716,0.432,0,0
"793","LCN12",286256,"ENSG00000184925","Astrocyte",0.456,0.069,3.10379207335181,0.704,0.408,0,0
"794","LCNL1",401562,"ENSG00000214402","Astrocyte",0.494,0.102,2.69401196746803,0.711,0.422,0,0
"795","LDB3",11155,"ENSG00000122367","Oligodendrocyte",0.864,0.296,4.0846236832359,0.894,0.788,0,0
"796","LGALS1",3956,"ENSG00000100097","Pericyte",0.656,0.209,3.8110399114532,0.786,0.572,5.07526579153168e-30,2.55189439264005e-25
"797","LGALS3",3958,"ENSG00000131981","VLMC",0.364,0.071,2.64714917688733,0.655,0.31,0.000486844638696416,1
"798","LGI2",55203,"ENSG00000153012","VIP",0.427,0.071,2.17728001500007,0.683,0.366,0,0
"799","LGR6",59352,"ENSG00000133067","L6 CT",0.497,0.198,2.26235204897875,0.679,0.358,4.10974775795076e-251,2.06642227017522e-246
"800","LHFPL2",10184,"ENSG00000145685","Microglia",0.803,0.476,3.46967454657112,0.818,0.636,0,0
"801","LHFPL3",375612,"ENSG00000187416","OPC",1,0.746,4.4754710451009,0.999,0.998,0,0
"802","LHX2",9355,"ENSG00000106689","Astrocyte",0.579,0.348,2.06406487866421,0.668,0.336,1.63538062389461e-194,8.22285731500448e-190
"803","LILRB1",10859,"ENSG00000276452, ENSG00000277807, ENSG00000274669, ENSG00000277134, ENSG00000104972","Microglia",0.42,0.023,4.89056224467651,0.703,0.406,0,0
"804","LILRB4",11006,"ENSG00000278279, ENSG00000278555, ENSG00000276042, ENSG00000275730, ENSG00000186818","Microglia",0.471,0.092,4.93669315535003,0.71,0.42,0,0
"805","LIMD1",8994,"ENSG00000144791","OPC",0.489,0.274,2.42010419280554,0.65,0.3,2.11960321518311e-205,1.06575769262622e-200
"806","LIMS1",3987,"ENSG00000169756","Microglia",0.619,0.617,2.11888636731464,0.594,0.188,2.85634953646432e-104,1.43620111042963e-99
"807","LINC00152",112597,"ENSG00000222041","Pericyte",0.438,0.356,2.4346413864986,0.585,0.17,1.72998173529058e-08,0.000869852116321456
"808","LINC00278",100873962,"ENSG00000231535","Astrocyte",0.358,0.203,2.47974929356089,0.605,0.21,0,0
"809","LINC00298",339788,"ENSG00000235665","LAMP5",0.687,0.123,2.58552877342824,0.804,0.608,0,0
"810","LINC00320",387486,"ENSG00000224924","Oligodendrocyte",0.582,0.294,2.49342271357783,0.689,0.378,6.35921680202713e-316,3.19747780022726e-311
"811","LINC00403",100505996,"ENSG00000224243","LAMP5",0.861,0.222,2.30858650126385,0.872,0.744,0,0
"812","LINC00467",84791,"NA","Astrocyte",0.394,0.24,2.05621885682211,0.606,0.212,2.96413173912452e-185,1.4903950797492e-180
"813","LINC00470",56651,"NA","IT",0.495,0.163,2.58924365338974,0.69,0.38,0,0
"814","LINC00499",100874047,"ENSG00000251372","Astrocyte",0.859,0.229,5.94843334862829,0.91,0.82,0,0
"815","LINC00504",201853,"ENSG00000248360","VLMC",0.545,0.622,2.04536330267086,0.449,0.102,NA,NA
"816","LINC00507",100862680,"ENSG00000256193","IT",0.383,0.018,3.47823542973004,0.685,0.37,0,0
"817","LINC00578",100505566,"ENSG00000228221","Microglia",0.46,0.525,2.0110706763365,0.501,0.002,5.2963824249361e-26,2.66307404708212e-21
"818","LINC00609",101101773,"ENSG00000257585","Oligodendrocyte",0.784,0.257,3.6693608808304,0.847,0.694,0,0
"819","LINC00639",283547,"ENSG00000259070","Oligodendrocyte",0.701,0.247,4.02727719593361,0.803,0.606,0,0
"820","LINC00707",100507127,"ENSG00000238266","Astrocyte",0.409,0.217,2.46018085431475,0.625,0.25,1.08694442085074e-322,5.46526524247962e-318
"821","LINC00844",100507008,"NA","Oligodendrocyte",0.617,0.053,4.08370543470859,0.795,0.59,0,0
"822","LINC00861",100130231,"ENSG00000245164","L5 ET",0.787,0.032,3.29588693903036,0.886,0.772,3.95080509768342e-113,1.9865043111662e-108
"823","LINC00924",145820,"ENSG00000259134","VLMC",0.364,0.042,3.53622790564123,0.664,0.328,0.000210228602350489,1
"824","LINC00982",440556,"ENSG00000177133","Astrocyte",0.613,0.007,4.96004185779334,0.805,0.61,0,0
"825","LINC00996",285972,"ENSG00000242258","Microglia",0.472,0.02,5.55236847417918,0.731,0.462,0,0
"826","LINC01057",101928079,"ENSG00000224081","VLMC",0.364,0.266,3.52626553090552,0.597,0.194,7.48923463096292e-07,0.0376566206479447
"827","LINC01088",100505875,"NA","VLMC",1,0.442,4.60186112761265,NA,NA,1.01320577633402e-29,5.09449996398507e-25
"828","LINC01091",285419,"ENSG00000249464","Microglia",0.663,0.541,3.46961425023941,0.658,0.316,1.74983016264156e-219,8.79832104077801e-215
"829","LINC01105",150622,"NA","Oligodendrocyte",0.591,0.18,2.65003010723222,0.736,0.472,0,0
"830","LINC01141",339505,"NA","Microglia",0.756,0.188,4.45263485975972,0.84,0.68,0,0
"831","LINC01162",104355138,"ENSG00000232790","PAX6",0.651,0.459,2.73219575224285,0.655,0.31,1.5030456370589e-161,7.55746376769584e-157
"832","LINC01170",103724389,"NA","Oligodendrocyte",0.769,0.508,3.81610854433915,0.792,0.584,0,0
"833","LINC01179",101928151,"ENSG00000249500","L5/6 NP",0.447,0.078,2.66427133722904,0.696,0.392,1.2480336296971e-181,6.27523789347999e-177
"834","LINC01197",400456,"ENSG00000248441","Pericyte",0.312,0.375,2.03862132887498,0.496,0.00800000000000001,0.00872643364951917,1
"835","LINC01202",104326188,"NA","IT",0.733,0.221,3.48033509094002,0.82,0.64,0,0
"836","LINC01237",101927289,"ENSG00000280686, ENSG00000233806","VLMC",0.636,0.304,2.78444034854766,0.736,0.472,2.2494959017837e-05,1
"837","LINC01268",285758,"ENSG00000227502","Microglia",0.54,0.019,5.81073463248402,0.765,0.53,0,0
"838","LINC01279",100506621,"NA","L5/6 NP",0.352,0.01,2.84366531966659,0.672,0.344,6.38176167847176e-208,3.20881358955239e-203
"839","LINC01314",100996492,"ENSG00000259417","LAMP5",0.784,0.216,2.16399468609125,0.831,0.662,0,0
"840","LINC01378",103689918,"NA","IT",0.805,0.44,2.33432539093234,0.784,0.568,0,0
"841","LINC01411",101928176,"NA","Oligodendrocyte",0.522,0.359,2.50184671571299,0.648,0.296,0,0
"842","LINC01470",101927134,"ENSG00000249484","Oligodendrocyte",0.822,0.75,3.63867062328712,0.745,0.49,0,0
"843","LINC01478",101927921,"ENSG00000267337","IT",0.634,0.411,2.64299476890548,0.655,0.31,0,0
"844","LINC01507",101927477,"NA","L5/6 NP",0.862,0.144,3.57866985451866,0.91,0.82,0,0
"845","LINC01508",101927873,"ENSG00000231107","L5/6 NP",0.499,0.2,2.49606959734198,0.68,0.36,3.05145599819268e-180,1.53430259045126e-175
"846","LINC01515",101928913,"NA","VLMC",0.545,0.205,2.82775980181187,0.705,0.41,3.66076584918092e-08,0.00184066967662666
"847","LINC01517",101929218,"NA","L6b",0.405,0.233,2.13616907962734,0.611,0.222,0,0
"848","LINC01579",283682,"NA","L5/6 IT Car3",0.938,0.452,2.43704115132041,0.897,0.794,4.71897359498984e-222,2.37274711329684e-217
"849","LINCR.0002",NA,"NA","IT",0.818,0.227,3.35681456303039,0.87,0.74,0,0
"850","LITAF",9516,"ENSG00000189067","Oligodendrocyte",0.574,0.449,3.03309670465189,0.647,0.294,0,0
"851","LLGL2",3993,"ENSG00000073350","Oligodendrocyte",0.425,0.27,2.91461579364512,0.617,0.234,0,0
"852","LMNA",4000,"ENSG00000160789","Pericyte",0.594,0.393,2.77626732319429,0.661,0.322,5.07334611542656e-11,2.55092916029763e-06
"853","LMO2",4005,"ENSG00000135363","Endothelial",0.629,0.115,3.65366651632847,0.786,0.572,3.34968299444671e-55,1.68425410643775e-50
"854","LMOD1",25802,"ENSG00000163431","Astrocyte",0.476,0.283,2.38894016778701,0.638,0.276,2.141124318264e-307,1.07657871846632e-302
"855","LOC100130370",100130370,"NA","Oligodendrocyte",0.461,0.051,3.66099111096498,0.713,0.426,0,0
"856","LOC100130459",100130459,"NA","VLMC",0.273,0.484,2.01844216322448,0.425,0.15,0.0106779315867495,1
"857","LOC100287225",100287225,"ENSG00000227115","Oligodendrocyte",0.618,0.275,3.2264348008857,0.733,0.466,0,0
"858","LOC100288570",100288570,"NA","VLMC",0.455,0.066,3.23279842178887,0.705,0.41,1.89882035732176e-10,9.54745863864956e-06
"859","LOC100288798",100288798,"NA","VLMC",0.727,0.697,2.07118478343219,0.611,0.222,NA,NA
"860","LOC100289473",100289473,"ENSG00000232528","Astrocyte",0.506,0.108,3.16775120866804,0.715,0.43,0,0
"861","LOC100419574",100419574,"NA","Endothelial",0.4,0.098,2.74664419520139,0.664,0.328,2.36847269316906e-32,1.19089175485234e-27
"862","LOC100419579",100419579,"NA","Endothelial",0.529,0.128,3.04377610153823,0.716,0.432,1.59915494517571e-34,8.04071097983801e-30
"863","LOC100506474",100506474,"ENSG00000225649","L5/6 NP",0.732,0.124,2.12731251812321,0.822,0.644,1.81020149189979e-226,9.10187412142134e-222
"864","LOC100506725",100506725,"NA","Oligodendrocyte",0.513,0.033,4.59663303732085,0.747,0.494,0,0
"865","LOC100507131",100507131,"NA","Astrocyte",0.462,0.168,2.08983760350864,0.666,0.332,2.62534088017403e-208,1.3200476479603e-203
"866","LOC100507283",100507283,"ENSG00000245498","VLMC",0.364,0.201,2.20454678194877,0.588,0.176,NA,NA
"867","LOC100507334",100507334,"ENSG00000261760","VLMC",0.545,0.123,2.18173003901127,0.734,0.468,8.32208534122864e-07,0.0418442773042317
"868","LOC100507377",100507377,"ENSG00000251138","Oligodendrocyte",0.393,0.131,3.62123278914558,0.651,0.302,0,0
"869","LOC100507557",100507557,"NA","VLMC",0.727,0.623,2.01033070624037,0.673,0.346,0.0119465752936544,1
"870","LOC100507661",100507661,"ENSG00000242268","L6 CT",0.829,0.17,2.23386528838677,0.87,0.74,0,0
"871","LOC100533711",100533711,"NA","Astrocyte",0.4,0.104,2.8255537924847,0.66,0.32,7.1525944621964e-232,3.59639602153697e-227
"872","LOC100996635",100996635,"ENSG00000228971","L6b",0.79,0.156,2.11509376421606,0.838,0.676,9.02766736402922e-309,4.53920142730753e-304
"873","LOC100996763",100996763,"ENSG00000286019","Astrocyte",0.553,0.135,2.15983177234906,NA,NA,0,0
"874","LOC100996813",100996813,"NA","VLMC",0.545,0.301,2.87551373838376,0.668,0.336,0.00320060870461509,1
"875","LOC101926964",101926964,"ENSG00000231252","Astrocyte",0.758,0.348,3.66663150560898,0.816,0.632,0,0
"876","LOC101926973",101926973,"NA","VLMC",0.364,0.152,2.15169312219624,0.613,0.226,NA,NA
"877","LOC101927025",101927025,"NA","Astrocyte",0.393,0.227,2.48666474469189,0.608,0.216,4.89729980738871e-223,2.46241131615312e-218
"878","LOC101927032",101927032,"NA","Astrocyte",0.604,0.298,2.14551511535422,0.699,0.398,5.72963993321971e-235,2.8809202548222e-230
"879","LOC101927043",101927043,"ENSG00000234690","Oligodendrocyte",0.656,0.735,2.39858181422598,0.552,0.104,0,0
