"","gene","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1482","RASSF8",11228,"ENSG00000123094","Microglia",0.62,0.43,2.44086177838418,0.67,0.34,3.38405546801934e-135,1.7015369298748e-130
"1483","RBM19",9904,"ENSG00000122965","VLMC",0.455,0.648,2.02903177603435,0.546,0.0920000000000001,6.81062496318962e-06,0.342445033774137
"1484","RBM47",54502,"ENSG00000163694","Microglia",0.919,0.818,4.16619293213325,0.813,0.626,0,0
"1485","RBMS1",5937,"ENSG00000153250","Pericyte",0.812,0.805,2.09965246160626,0.689,0.378,2.192772874249e-08,0.00110254812890114
"1486","RCBTB2",1102,"ENSG00000136161","Microglia",0.373,0.282,2.49886063292834,0.577,0.154,4.60745729232412e-96,2.31667560115349e-91
"1487","RCC2",55920,"ENSG00000281540, ENSG00000179051","Microglia",0.357,0.328,2.07020764497009,0.542,0.0840000000000001,5.70410619954632e-65,2.86808163819389e-60
"1488","RERGL",79785,"ENSG00000111404","Pericyte",0.656,0.029,6.6862811776026,0.823,0.646,1.19764639463547e-110,6.02188583686662e-106
"1489","RFTN1",23180,"ENSG00000131378","Pericyte",0.625,0.535,2.0140334981275,0.604,0.208,0.0049261888883403,1
"1490","RFTN2",130132,"ENSG00000162944","Oligodendrocyte",0.886,0.61,2.6865862715161,0.849,0.698,0,0
"1491","RFX2",5990,"ENSG00000087903","Astrocyte",0.791,0.374,2.98013856089328,0.814,0.628,0,0
"1492","RFX4",5992,"ENSG00000111783","Astrocyte",0.458,0.061,3.73401710321158,0.709,0.418,0,0
"1493","RGMA",56963,"ENSG00000182175","Astrocyte",0.73,0.232,3.2770374547022,0.807,0.614,0,0
"1494","RGN",9104,"ENSG00000130988","VLMC",0.455,0.277,2.20060458198102,0.607,0.214,NA,NA
"1495","RGPD3",653489,"ENSG00000153165","Endothelial",0.471,0.607,2.7495303524606,0.489,0.022,6.94276987197043e-37,3.49089411932545e-32
"1496","RGS10",6001,"ENSG00000148908","Microglia",0.617,0.164,5.23184848405441,0.774,0.548,0,0
"1497","RGS16",6004,"ENSG00000143333","VIP",0.43,0.029,3.01459558216187,0.704,0.408,0,0
"1498","RGS20",8601,"ENSG00000147509","Astrocyte",0.92,0.406,3.78550439839585,0.918,0.836,0,0
"1499","RGS3",5998,"ENSG00000138835","Endothelial",0.514,0.297,2.98335501005029,0.668,0.336,1.31434933155668e-35,6.60867987400014e-31
"1500","RGS5",8490,"ENSG00000143248, ENSG00000232995","Pericyte",0.938,0.439,4.05253789269244,0.94,0.88,1.19239393726089e-38,5.99547595594149e-34
"1501","RGS8",85397,"ENSG00000135824","VIP",0.498,0.169,2.93463194054695,0.694,0.388,0,0
"1502","RGS9",8787,"ENSG00000108370","Astrocyte",0.554,0.385,2.67914291720164,0.646,0.292,1.54471798953255e-294,7.76699652316863e-290
"1503","RHBDF2",79651,"ENSG00000129667","Microglia",0.673,0.155,5.24245431509229,0.808,0.616,0,0
"1504","RHOA",387,"ENSG00000067560","Pericyte",0.594,0.735,2.14267178335177,0.56,0.12,1.6872862468549e-09,8.48384397781114e-05
"1505","RHOB",388,"ENSG00000143878","Pericyte",0.5,0.272,2.35438284288952,0.67,0.34,3.69696363518499e-12,1.85887028540737e-07
"1506","RHOBTB3",22836,"ENSG00000164292","Astrocyte",0.866,0.482,2.01475901866461,0.819,0.638,0,0
"1507","RHOC",389,"ENSG00000155366","Endothelial",0.386,0.051,3.67306680693902,0.674,0.348,6.51335349479466e-27,3.2749792707177e-22
"1508","RHOU",58480,"ENSG00000284984, ENSG00000116574","Oligodendrocyte",0.819,0.528,2.8958133880128,0.779,0.558,0,0
"1509","RIN3",79890,"ENSG00000100599","Microglia",0.755,0.449,3.50959406124357,0.769,0.538,0,0
"1510","RINT1",60561,"ENSG00000135249","VLMC",0.455,0.571,2.17266973298223,0.386,0.228,NA,NA
"1511","RLBP1",6017,"ENSG00000140522","Astrocyte",0.405,0.04,3.86743118864934,0.689,0.378,0,0
"1512","RMDN2",151393,"ENSG00000115841","VLMC",0.818,0.426,2.41206050691312,0.806,0.612,6.74600597918495e-05,1
"1513","RNASE1",6035,"ENSG00000129538","Oligodendrocyte",0.816,0.073,4.73484272248299,0.896,0.792,0,0
"1514","RNASEH2B.AS1",NA,"NA","Microglia",0.389,0.1,3.92755358969209,0.658,0.316,8.84223317058773e-229,4.44596326050322e-224
"1515","RNASET2",8635,"ENSG00000026297","Microglia",0.871,0.438,3.53211893169758,0.881,0.762,0,0
"1516","RND3",390,"ENSG00000115963","VLMC",0.545,0.131,2.35568514217525,0.728,0.456,0.000302700213672783,1
"1517","RNF135",84282,"ENSG00000181481","Microglia",0.5,0.233,3.27590760390856,0.675,0.35,1.58328598884515e-299,7.96092028051228e-295
"1518","RNF152",220441,"ENSG00000176641","Pericyte",0.688,0.159,4.01482717538043,0.808,0.616,5.51041366638342e-27,2.77069109559425e-22
"1519","RNF182",221687,"ENSG00000180537","Astrocyte",0.559,0.187,2.98545117605392,0.72,0.44,0,0
"1520","RNF219.AS1",NA,"NA","Astrocyte",0.99,0.439,5.96375307562758,0.991,0.982,0,0
"1521","RNF43",54894,"ENSG00000108375","Astrocyte",0.437,0.154,3.31374040515361,0.667,0.334,0,0
"1522","RNPS1P1",643446,"NA","Microglia",0.144,0.386,2.42371816800845,0.393,0.214,1.76803687703081e-235,8.8898662213986e-231
"1523","ROBO4",54538,"ENSG00000154133","Endothelial",0.414,0.007,4.53153159138096,0.705,0.41,2.60951502058398e-56,1.31209024749983e-51
"1524","ROR1",4919,"ENSG00000185483","Endothelial",0.414,0.397,2.47598675577065,0.56,0.12,3.36513431480176e-13,1.69202318482547e-08
"1525","RORA",6095,"ENSG00000069667","VLMC",1,0.939,2.13311270223905,0.971,0.942,7.80319599288464e-07,0.0392352497718233
"1526","ROS1",6098,"ENSG00000047936","L6b",0.811,0.233,2.57973880416431,0.85,0.7,0,0
"1527","RP2",6102,"ENSG00000102218","VLMC",0.636,0.303,2.9332483610369,0.694,0.388,0.0360098080684512,1
"1528","RPGRIP1",57096,"ENSG00000092200","Pericyte",0.688,0.603,2.29954504852621,0.567,0.134,NA,NA
"1529","RPH3AL",9501,"ENSG00000262334, ENSG00000282013, ENSG00000181031","VLMC",0.636,0.312,2.71386252148397,0.708,0.416,0.0011930812742132,1
"1530","RPL13",6137,"ENSG00000167526","OPC",0.862,0.681,2.32981763647742,0.834,0.668,0,0
"1531","RPL23AP32",56969,"NA","VLMC",0.364,0.308,2.1430096397966,0.569,0.138,0.00737525669038126,1
"1532","RPS12P5",100271053,"NA","VLMC",0.455,0.013,4.20952770885168,0.724,0.448,1.7999328875408e-09,9.0502425518439e-05
"1533","RPS16",6217,"ENSG00000105193","VLMC",0.364,0.41,2.14619097391544,0.513,0.026,NA,NA
"1534","RPS3AP34",100271260,"NA","L5/6 NP",0.887,0.155,2.70218377561561,0.908,0.816,0,0
"1535","RPS6KA1",6195,"ENSG00000281877, ENSG00000117676","Microglia",0.467,0.287,3.27305991929264,0.637,0.274,8.68221393697245e-300,4.36550398964912e-295
"1536","RRBP1",6238,"ENSG00000125844","VLMC",0.455,0.265,2.71519202504571,0.626,0.252,0.00896351127207813,1
"1537","RRN3P2",653390,"NA","VLMC",0.182,0.396,2.30420201568135,0.412,0.176,0.00143387136291312,1
"1538","RTKN",6242,"ENSG00000114993","Oligodendrocyte",0.358,0.056,3.00138842056869,0.657,0.314,0,0
"1539","RTTN",25914,"ENSG00000176225","Microglia",0.576,0.626,2.36492068227361,0.576,0.152,3.13986665307184e-121,1.57875635183105e-116
"1540","RUNX1",861,"ENSG00000159216","Microglia",0.821,0.271,4.96243544554007,0.875,0.75,0,0
"1541","RUNX2",860,"ENSG00000124813","Microglia",0.688,0.426,2.8727542853142,0.732,0.464,1.57702180711173e-279,7.9294233483385e-275
"1542","RYBP",23429,"ENSG00000281766, ENSG00000163602","Oligodendrocyte",0.766,0.582,2.04236664818915,0.724,0.448,0,0
"1543","RYR1",6261,"ENSG00000196218","Microglia",0.855,0.732,2.51907354978139,0.743,0.486,6.00508875903143e-271,3.01941867892859e-266
"1544","RYR3",6263,"ENSG00000198838","Astrocyte",0.992,0.821,2.26512554991951,0.942,0.884,0,0
"1545","S100A10",6281,"ENSG00000197747","L5/6 IT Car3",0.437,0.04,2.32307601254757,0.702,0.404,4.31604109306406e-124,2.17014862200354e-119
"1546","S100A6",6277,"ENSG00000197956","Pericyte",0.469,0.355,2.76002406848698,0.63,0.26,1.48557942500419e-19,7.46964190686355e-15
"1547","S100Z",170591,"ENSG00000171643","Microglia",0.499,0.339,3.56191425905205,0.638,0.276,0,0
"1548","SAMD3",154075,"ENSG00000164483","L5/6 NP",0.91,0.297,2.70660230744573,0.907,0.814,0,0
"1549","SAMD9L",219285,"ENSG00000177409","VLMC",0.364,0.025,3.48822975860115,0.673,0.346,3.6276159722755e-05,1
"1550","SAMSN1",64092,"ENSG00000155307","Microglia",0.595,0.112,5.31767333178601,0.772,0.544,0,0
"1551","SAP30L.AS1",NA,"NA","VLMC",0.455,0.167,2.79612052391653,0.67,0.34,0.000246663511853222,1
"1552","SASH1",23328,"ENSG00000111961","VLMC",1,0.926,2.28351142056724,0.936,0.872,1.59766751117411e-07,0.00803323201293455
"1553","SAT1",6303,"ENSG00000130066","Microglia",0.959,0.842,2.18269080918242,0.879,0.758,0,0
"1554","SCAMP2",10066,"ENSG00000140497","Microglia",0.485,0.418,2.24571216369385,0.585,0.17,3.44412016231064e-110,1.73173805881141e-105
"1555","SCAMP4",113178,"ENSG00000227500","VLMC",0.364,0.323,2.19412089033358,0.559,0.118,0.000239322723061823,1
"1556","SCARA3",51435,"ENSG00000168077","Astrocyte",0.939,0.535,2.75929189512688,0.904,0.808,0,0
"1557","SCARB1",949,"ENSG00000073060","Endothelial",0.6,0.591,2.17094932798313,0.597,0.194,2.69828779783222e-15,1.35672608762802e-10
"1558","SCD",6319,"ENSG00000099194","Oligodendrocyte",0.927,0.218,4.31918993194781,0.943,0.886,0,0
"1559","SCG2",7857,"ENSG00000171951","VIP",0.96,0.505,2.43180945587038,0.905,0.81,0,0
"1560","SCN4A",6329,"ENSG00000007314","VLMC",0.364,0.11,3.60408055554919,0.647,0.294,7.35489318336398e-37,3.69811384152724e-32
"1561","SCN5A",6331,"ENSG00000183873","VLMC",0.727,0.24,2.24376924707688,0.802,0.604,3.93680198701457e-07,0.0197946340709079
"1562","SCRG1",11341,"ENSG00000164106","OPC",0.528,0.203,2.19569145404711,0.692,0.384,6.15324007744453e-169,3.09391064333989e-164
"1563","SDC2",6383,"ENSG00000169439","Astrocyte",0.597,0.212,2.89887485922855,0.736,0.472,0,0
"1564","SDC3",9672,"ENSG00000162512","OPC",0.796,0.428,2.22080541895764,0.775,0.55,3.04714093688289e-254,1.53213293447409e-249
"1565","SDC4",6385,"ENSG00000124145","Astrocyte",0.504,0.051,3.95909511192673,0.738,0.476,0,0
"1566","SDCBP",6386,"ENSG00000137575","Endothelial",0.5,0.499,2.19936241749565,0.579,0.158,2.895704281198e-14,1.45598906962916e-09
