"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","group_2"
"HDAC3",8.15136258582834e-05,4.07952221660981,0.536,0,1,"VLMC_CYP1B1"
"RPS21",8.15136258582834e-05,3.42773041854662,0.536,0,1,"VLMC_CYP1B1"
"MAP3K51",8.15295892955379e-05,4.50554631224252,0.743,0.455,1,"VLMC_CYP1B1"
"PACSIN12",8.51595436932218e-05,3.58177503770723,0.724,0.364,1,"VLMC_CYP1B1"
"BTBD10",8.55287656170672e-05,4.53142102154807,0.669,0.091,1,"VLMC_CYP1B1"
"LOC1053754156",8.60999599790745e-05,4.70655756565521,0.533,0,1,"VLMC_CYP1B1"
"TCP1",8.60999599790745e-05,4.38153604569401,0.533,0,1,"VLMC_CYP1B1"
"RDH11",8.73697213764675e-05,4.46882460578134,0.63,0.091,1,"VLMC_CYP1B1"
"ERICH1-AS15",8.92812775959354e-05,4.43573000056314,0.701,0.182,1,"VLMC_CYP1B1"
"LOC1053790721",9.04352480092752e-05,4.8316525440622,0.713,0.273,1,"VLMC_CYP1B1"
"TTYH3",9.09217869354849e-05,3.09503422236453,0.531,0,1,"VLMC_CYP1B1"
"RPS3A",9.09217869354903e-05,3.45786968560607,0.531,0,1,"VLMC_CYP1B1"
"SEC11C",9.09217869354958e-05,4.22925947035964,0.531,0,1,"VLMC_CYP1B1"
"ACADVL",9.28928239206258e-05,2.72778120427463,0.77,0.273,1,"VLMC_CYP1B1"
"AASDH",9.30214029731223e-05,4.16599634877829,0.68,0.091,1,"VLMC_CYP1B1"
"RELN6",9.32654469263477e-05,5.67986915615359,0.834,0.818,1,"VLMC_CYP1B1"
"LOC1019293221",9.50012452053021e-05,3.11681857481936,0.697,0.091,1,"VLMC_CYP1B1"
"C2orf805",9.59900722720931e-05,4.44694267692012,0.529,0,1,"VLMC_CYP1B1"
"C11orf874",9.59900722720931e-05,4.2020704217761,0.529,0,1,"VLMC_CYP1B1"
"NPAS16",9.90350748595187e-05,2.98435458657872,0.775,0.182,1,"VLMC_CYP1B1"
"RPS6KL1",0.000101316241673717,3.55164966901759,0.526,0,1,"VLMC_CYP1B1"
"NSFL1C",0.000101316241673723,4.15241287361991,0.526,0,1,"VLMC_CYP1B1"
"RASGRF13",0.000101814769889428,3.8977073016236,0.71,0.273,1,"VLMC_CYP1B1"
"ZCCHC17",0.000102274465741828,3.82231597449155,0.713,0.455,1,"VLMC_CYP1B1"
"EFR3B",0.000104508481157766,3.82211694372409,0.784,0.273,1,"VLMC_CYP1B1"
"PCMT11",0.000104656394555385,4.47249755214979,0.687,0.091,1,"VLMC_CYP1B1"
"CLIP31",0.000104969257620411,3.29793155764742,0.708,0.091,1,"VLMC_CYP1B1"
"STAT44",0.000105145197805065,4.45090343327095,0.708,0.364,1,"VLMC_CYP1B1"
"KIAA0141",0.000106912198276193,4.00457063690881,0.524,0,1,"VLMC_CYP1B1"
"CHGA",0.000106912198276193,3.82139244619652,0.524,0,1,"VLMC_CYP1B1"
"JPH44",0.000106912198276193,3.29110491209318,0.524,0,1,"VLMC_CYP1B1"
"C1orf213",0.000107840664673203,2.54918843157586,0.791,0.273,1,"VLMC_CYP1B1"
"CBWD6",0.000109144196187102,2.74287431703793,0.687,0.091,1,"VLMC_CYP1B1"
"RPS29",0.000109752097363385,3.57368685447278,0.648,0.091,1,"VLMC_CYP1B1"
"FAM63B",0.000109845905991386,2.60736544171812,0.809,0.727,1,"VLMC_CYP1B1"
"PRKCG5",0.000110731307910589,3.6081093800899,0.706,0.364,1,"VLMC_CYP1B1"
"SYT51",0.000112790340560094,3.41660436097924,0.522,0,1,"VLMC_CYP1B1"
"YWHAB",0.000114958729130357,2.6326226873808,0.818,0.273,1,"VLMC_CYP1B1"
"ACAT1",0.000115181644024054,4.08799826143826,0.655,0.455,1,"VLMC_CYP1B1"
"BRI3BP1",0.000116895240488694,4.01084371157251,0.664,0.455,1,"VLMC_CYP1B1"
"ELFN13",0.000118242397312029,3.6084062152329,0.66,0.091,1,"VLMC_CYP1B1"
"SC5D2",0.000118963580845429,4.76013887962723,0.52,0,1,"VLMC_CYP1B1"
"HPCAL43",0.000118963580845436,4.02464493104822,0.52,0,1,"VLMC_CYP1B1"
"MYEOV2",0.000118963580845436,3.81337290041374,0.52,0,1,"VLMC_CYP1B1"
"TMEM971",0.000118963580845436,2.93852005580496,0.52,0,1,"VLMC_CYP1B1"
"KLHL42",0.00011913605550785,4.08155786703773,0.694,0.182,1,"VLMC_CYP1B1"
"RUSC1",0.000119744533956658,4.00498029574442,0.616,0.182,1,"VLMC_CYP1B1"
"B4GALNT43",0.000120898834905101,3.27710223028406,0.639,0.091,1,"VLMC_CYP1B1"
"VGF6",0.000125445364405402,3.89262119137186,0.517,0,1,"VLMC_CYP1B1"
"PNMA33",0.000125445364405402,3.48741096427935,0.517,0,1,"VLMC_CYP1B1"
"SHISA73",0.000125445364405402,3.38283483932598,0.517,0,1,"VLMC_CYP1B1"
"FAXC3",0.000129570768073174,4.27073530948902,0.602,0.182,1,"VLMC_CYP1B1"
"CLSTN31",0.000129869121055551,3.19818607117371,0.782,0.273,1,"VLMC_CYP1B1"
"GPR223",0.000132249689218014,4.45853656643631,0.515,0,1,"VLMC_CYP1B1"
"ZNF7111",0.000132249689218014,3.97061154727128,0.515,0,1,"VLMC_CYP1B1"
"SPEG2",0.000132249689218014,3.24338883896728,0.515,0,1,"VLMC_CYP1B1"
"HIP1R",0.000133574706357219,3.38673297499637,0.609,0.091,1,"VLMC_CYP1B1"
"RANBP1",0.000139391126374937,3.69774200236914,0.513,0,1,"VLMC_CYP1B1"
"TMEM205",0.000144006048608328,3.55122128274468,0.685,0.091,1,"VLMC_CYP1B1"
"LRPAP1",0.000146884841167308,3.96370079217594,0.51,0,1,"VLMC_CYP1B1"
"KRT2225",0.000146884841167317,4.33305537767556,0.51,0,1,"VLMC_CYP1B1"
"CKAP5",0.000156986495052871,3.80123332325877,0.761,0.545,1,"VLMC_CYP1B1"
"RPL35",0.000158595428458644,3.17582176257158,0.634,0.091,1,"VLMC_CYP1B1"
"BRINP12",0.000161173882470342,3.9990348083815,0.706,0.545,1,"VLMC_CYP1B1"
"DTD1",0.0001622585059691,3.31336956946878,0.747,0.182,1,"VLMC_CYP1B1"
"LAMTOR5",0.000162992867238869,4.33742715184089,0.506,0,1,"VLMC_CYP1B1"
"KIAA1586",0.000162992867238869,4.15745888214842,0.506,0,1,"VLMC_CYP1B1"
"PKIA2",0.000162992867238869,4.15284450353883,0.506,0,1,"VLMC_CYP1B1"
"ENTPD6",0.000162992867238869,3.4959271531937,0.506,0,1,"VLMC_CYP1B1"
"ARL5A",0.000162992867238878,4.34556762765243,0.506,0,1,"VLMC_CYP1B1"
"ATP13A2",0.000164536608254982,2.94098813779584,0.738,0.182,1,"VLMC_CYP1B1"
"GCFC2",0.00016728532952237,4.09983905955155,0.657,0.273,1,"VLMC_CYP1B1"
"LOC1019287925",0.000168672489017241,4.10293066926193,0.768,0.273,1,"VLMC_CYP1B1"
"NOXA11",0.000171640679761355,3.58054835503816,0.503,0,1,"VLMC_CYP1B1"
"CCDC186",0.000172124186140411,3.10532296315558,0.766,0.364,1,"VLMC_CYP1B1"
"ASNS1",0.000172480739081639,4.71951751981401,0.644,0.091,1,"VLMC_CYP1B1"
"RPS14",0.000173548093855119,2.64065133456426,0.662,0.273,1,"VLMC_CYP1B1"
"BCAT12",0.000174038938366498,4.40362699580711,0.655,0.182,1,"VLMC_CYP1B1"
"AASDHPPT",0.000174492805200439,4.78976921622057,0.563,0.091,1,"VLMC_CYP1B1"
"CCDC84",0.000178448202819493,3.94519876976544,0.747,0.273,1,"VLMC_CYP1B1"
"HSBP1",0.000179963352604782,4.78931219986491,0.563,0.091,1,"VLMC_CYP1B1"
"ZFYVE27",0.000180707819651762,3.48814216117775,0.501,0,1,"VLMC_CYP1B1"
"UBXN2B",0.000181503853842655,4.20664172995594,0.6,0.091,1,"VLMC_CYP1B1"
"CDKL23",0.000181657398059552,4.36721388150264,0.687,0.364,1,"VLMC_CYP1B1"
"TERF2IP",0.000183204962499655,3.36650060161493,0.729,0.636,1,"VLMC_CYP1B1"
"NHP2L1",0.000186111979745888,4.44516226685166,0.657,0.273,1,"VLMC_CYP1B1"
"ZNF540",0.000188035338510595,4.5095697997205,0.754,0.364,1,"VLMC_CYP1B1"
"EDF1",0.000189479514230252,3.83736215679059,0.554,0.091,1,"VLMC_CYP1B1"
"ZNF4831",0.000189976971727059,3.9920414383479,0.676,0.182,1,"VLMC_CYP1B1"
"ELOVL43",0.000190212764644728,4.31568284034756,0.499,0,1,"VLMC_CYP1B1"
"LOC7283921",0.000190212764644728,3.78262002559583,0.499,0,1,"VLMC_CYP1B1"
"PEG101",0.000190212764644739,4.35332789384942,0.499,0,1,"VLMC_CYP1B1"
"OTUD3",0.000190212764644739,3.88414049373493,0.499,0,1,"VLMC_CYP1B1"
"MYRFL3",0.000190212764644739,3.88238996453111,0.499,0,1,"VLMC_CYP1B1"
"IKBKAP",0.000192135057266562,4.15089324225785,0.667,0.091,1,"VLMC_CYP1B1"
"FLJ412784",0.000192449889793583,4.43013062279479,0.69,0.273,1,"VLMC_CYP1B1"
"LOC5531033",0.00019438358147826,4.05274341493272,0.715,0.273,1,"VLMC_CYP1B1"
"ASIC25",0.00019520762514356,2.64916715799464,0.917,0.909,1,"VLMC_CYP1B1"
"PARP2",0.000197288476680066,4.87899490528397,0.582,0.091,1,"VLMC_CYP1B1"
"LOC645513",0.00019876827317845,4.02867952782351,0.717,0.182,1,"VLMC_CYP1B1"
"SNCA",0.000200335292997754,4.73065267139591,0.634,0.455,1,"VLMC_CYP1B1"
"FAM153C4",0.000202524400642364,2.70374592474228,0.768,0.273,1,"VLMC_CYP1B1"
"SYBU2",0.000202928599406516,3.0949726658685,0.703,0.182,1,"VLMC_CYP1B1"
"CAMK2A",0.000204693222372697,3.69418983427688,0.632,0.091,1,"VLMC_CYP1B1"
"HSF43",0.00021061368789293,3.29451985873555,0.494,0,1,"VLMC_CYP1B1"
"RAN",0.000210938167488931,4.74886962785391,0.577,0.091,1,"VLMC_CYP1B1"
"PAPOLA",0.000212723813762077,2.78658177567239,0.745,0.545,1,"VLMC_CYP1B1"
"PRKAR1B",0.000214668461459862,3.05934666478287,0.807,0.364,1,"VLMC_CYP1B1"
"RPL14",0.000216700734810642,3.65120882021054,0.54,0.091,1,"VLMC_CYP1B1"
"TCAIM",0.000217551888751645,4.17916740073681,0.674,0.182,1,"VLMC_CYP1B1"
"LRRC16A1",0.000219430321003287,4.3517294218911,0.726,0.364,1,"VLMC_CYP1B1"
"CISD21",0.000219684114323648,4.05558964239031,0.483,0.182,1,"VLMC_CYP1B1"
"ATXN7L3B",0.0002215504087823,4.18141429413054,0.492,0,1,"VLMC_CYP1B1"
"NDUFV2",0.0002215504087823,4.12110040634495,0.492,0,1,"VLMC_CYP1B1"
"HIAT1",0.0002215504087823,3.89178683030951,0.492,0,1,"VLMC_CYP1B1"
"SNHG245",0.000221550408782314,3.99044499517688,0.492,0,1,"VLMC_CYP1B1"
"PLEKHB2",0.000222129578771579,4.52945169329197,0.625,0.091,1,"VLMC_CYP1B1"
"TPT1",0.000222927935478947,4.15795132767199,0.644,0.091,1,"VLMC_CYP1B1"
"HIGD1A1",0.000225601310719391,4.58297659357045,0.575,0.182,1,"VLMC_CYP1B1"
"CCDC643",0.000227243451225131,3.51636751506599,0.848,0.636,1,"VLMC_CYP1B1"
"POMP",0.000228872257240957,4.00658680458082,0.644,0.182,1,"VLMC_CYP1B1"
"SNRPD1",0.000233006475501747,3.81067821095959,0.49,0,1,"VLMC_CYP1B1"
"CACNA1G5",0.000233006475501747,3.47970725886546,0.49,0,1,"VLMC_CYP1B1"
"GNAZ1",0.000233006475501761,2.8463239715717,0.49,0,1,"VLMC_CYP1B1"
"LOC1053735133",0.000239288974375158,4.29288130498404,0.563,0.091,1,"VLMC_CYP1B1"
"SNX322",0.000239961741090432,3.68250756423149,0.669,0.182,1,"VLMC_CYP1B1"
"ERBB42",0.000243231688207587,6.95574538249125,0.89,0.545,1,"VLMC_CYP1B1"
"ANKRD554",0.000244907061708213,4.16846105772191,0.786,0.364,1,"VLMC_CYP1B1"
"CCNDBP1",0.000245004319380125,4.10151982128533,0.487,0,1,"VLMC_CYP1B1"
"TSTD2",0.000245004319380125,3.83659115808424,0.487,0,1,"VLMC_CYP1B1"
"PNMA1",0.00024500431938014,4.18890287428786,0.487,0,1,"VLMC_CYP1B1"
"DNAJA1",0.000246220224925583,4.51561176307202,0.572,0.091,1,"VLMC_CYP1B1"
"FNBP1L1",0.000246512362220407,4.76255443655417,0.694,0.273,1,"VLMC_CYP1B1"
"MTMR41",0.00024742060433912,4.24931385876664,0.556,0.091,1,"VLMC_CYP1B1"
"ACOT71",0.000247905254435786,3.83111708656092,0.731,0.636,1,"VLMC_CYP1B1"
"UBL5",0.000248369890895388,3.06073751981803,0.63,0.273,1,"VLMC_CYP1B1"
"RNF1654",0.000249414543470301,4.0297154291044,0.628,0.091,1,"VLMC_CYP1B1"
"CAMK43",0.000253729422552712,4.80275454963139,0.637,0.091,1,"VLMC_CYP1B1"
"ENTPD4",0.000257567248850621,3.93717346853475,0.485,0,1,"VLMC_CYP1B1"
"FBXL16",0.000257567248850653,3.32846642343449,0.485,0,1,"VLMC_CYP1B1"
"LOC1005060763",0.000261551229650201,3.05561751794548,0.761,0.273,1,"VLMC_CYP1B1"
"LUC7L",0.000264545241661725,3.32712432613036,0.818,0.545,1,"VLMC_CYP1B1"
"CIT",0.000269809496834409,3.32387352064657,0.917,0.909,1,"VLMC_CYP1B1"
"CPNE64",0.000270719480432265,4.16832970536155,0.483,0,1,"VLMC_CYP1B1"
"GINM1",0.000270719480432265,3.5712428327145,0.483,0,1,"VLMC_CYP1B1"
"TMEM160",0.000270719480432281,3.338531932711,0.483,0,1,"VLMC_CYP1B1"
"GLRA25",0.000270908248384412,4.27002188898267,0.731,0.636,1,"VLMC_CYP1B1"
"KRAS",0.000274587062351203,3.60524194929304,0.703,0.182,1,"VLMC_CYP1B1"
"NMU6",0.00027464727316532,4.66054611507367,0.618,0.182,1,"VLMC_CYP1B1"
"OSBP21",0.000277374381512943,3.26411644148034,0.885,0.909,1,"VLMC_CYP1B1"
"UBE2N",0.000281821884517852,4.51280497637344,0.625,0.091,1,"VLMC_CYP1B1"
"OMG3",0.00028448617070404,4.88753805481497,0.48,0,1,"VLMC_CYP1B1"
"ZMYM3",0.00028448617070404,3.7212680937343,0.48,0,1,"VLMC_CYP1B1"
"SPAG5-AS11",0.00028448617070404,3.11372509550899,0.48,0,1,"VLMC_CYP1B1"
"SLITRK44",0.000284486170704057,4.46298201632311,0.48,0,1,"VLMC_CYP1B1"
"SMIM172",0.000285454881569957,3.86922396398323,0.582,0.091,1,"VLMC_CYP1B1"
"DYNLT3",0.000288936897983527,4.42646719648867,0.476,0.273,1,"VLMC_CYP1B1"
"IGF15",0.000293241562852977,4.4184278952609,0.579,0.091,1,"VLMC_CYP1B1"
"SIRPA",0.000294581830548503,3.94055666917261,0.57,0.182,1,"VLMC_CYP1B1"
"HSPA8",0.00029528689516172,2.95925231384048,0.701,0.182,1,"VLMC_CYP1B1"
"LINC006931",0.000295776392439854,3.64397561591387,0.703,0.182,1,"VLMC_CYP1B1"
"LRRC28",0.000295915342245128,4.11855135603046,0.694,0.455,1,"VLMC_CYP1B1"
"ULK31",0.00029889344930168,3.89064267951192,0.478,0,1,"VLMC_CYP1B1"
"ICE1",0.00029963155022915,2.62943954082141,0.708,0.182,1,"VLMC_CYP1B1"
"L1CAM4",0.000302014429122052,3.31081871717292,0.577,0.182,1,"VLMC_CYP1B1"
"SH3GL22",0.00030267689110761,4.43027148346987,0.671,0.182,1,"VLMC_CYP1B1"
"DLGAP35",0.000311294474648688,3.53154170550216,0.579,0.182,1,"VLMC_CYP1B1"
"SNRPD2",0.00031396845296692,3.77059880281831,0.476,0,1,"VLMC_CYP1B1"
"AATK",0.00031396845296692,2.71789337603032,0.476,0,1,"VLMC_CYP1B1"
"GPR1761",0.000315616896388495,3.94225630946131,0.591,0.273,1,"VLMC_CYP1B1"
"RAB27B5",0.000316256376583622,3.66224407190128,0.926,0.636,1,"VLMC_CYP1B1"
"P4HTM",0.000316602117653163,3.56854836060508,0.66,0.091,1,"VLMC_CYP1B1"
"COX6B1",0.000317379093350094,4.01868060029963,0.641,0.091,1,"VLMC_CYP1B1"
"CORO2B1",0.000322272698111167,4.01207541422828,0.703,0.364,1,"VLMC_CYP1B1"
"CD59",0.000325748467564228,4.36625797800627,0.646,0.091,1,"VLMC_CYP1B1"
"GMFB",0.000329739360680668,4.49069463752899,0.474,0,1,"VLMC_CYP1B1"
"PFN2",0.000329739360680668,3.98340288804116,0.474,0,1,"VLMC_CYP1B1"
"HSD11B1L1",0.000329739360680668,3.44096282897683,0.474,0,1,"VLMC_CYP1B1"
"PGAM1",0.000329739360680668,3.34223603012525,0.474,0,1,"VLMC_CYP1B1"
"ATP2B32",0.000329739360680687,3.56499391467063,0.474,0,1,"VLMC_CYP1B1"
"HID12",0.000329739360680687,3.1244425080122,0.474,0,1,"VLMC_CYP1B1"
"ARF3",0.000335405538735483,3.93641179360474,0.616,0.091,1,"VLMC_CYP1B1"
"GRAMD1B2",0.000343011575866915,3.2243195368281,0.823,0.545,1,"VLMC_CYP1B1"
"HSPE1",0.0003462354299121,3.67201111468785,0.471,0,1,"VLMC_CYP1B1"
"PRPF19",0.00034623542991212,2.80976930103373,0.471,0,1,"VLMC_CYP1B1"
"UBA2",0.000351371483260268,4.13316478213214,0.657,0.364,1,"VLMC_CYP1B1"
"SMARCA5",0.000352241297302138,4.22102501051883,0.575,0.091,1,"VLMC_CYP1B1"
"NAA38",0.000353888595853412,3.65172011335116,0.595,0.091,1,"VLMC_CYP1B1"
"CDH43",0.000354497694016171,3.4207322343318,0.816,0.545,1,"VLMC_CYP1B1"
"NDUFB2",0.000358208452334015,3.41868581831329,0.616,0.182,1,"VLMC_CYP1B1"
"LOC1053707335",0.000363487034016394,3.46792892717798,0.469,0,1,"VLMC_CYP1B1"
"MAGEH11",0.000363487034016416,4.32486917552956,0.469,0,1,"VLMC_CYP1B1"
"HMGCR",0.000363487034016416,4.11442056694097,0.469,0,1,"VLMC_CYP1B1"
"MTIF3",0.000363487034016416,3.92555012702952,0.469,0,1,"VLMC_CYP1B1"
"RPS28",0.00036561249303733,2.69903764152132,0.662,0.091,1,"VLMC_CYP1B1"
"MPPED22",0.000367515331795495,4.61716467503992,0.533,0.273,1,"VLMC_CYP1B1"
"LOC1053724722",0.00037248952147904,4.24049837727085,0.598,0.091,1,"VLMC_CYP1B1"
"CDK5R11",0.000374288538639367,4.18386070066452,0.506,0.091,1,"VLMC_CYP1B1"
"COPS8",0.000381525700815651,4.33075045896384,0.467,0,1,"VLMC_CYP1B1"
"RPS20",0.000381525700815651,3.6667329673329,0.467,0,1,"VLMC_CYP1B1"
"SNHG6",0.000381525700815651,3.31794700760877,0.467,0,1,"VLMC_CYP1B1"
"TOMM5",0.000381525700815674,4.27544780419916,0.467,0,1,"VLMC_CYP1B1"
"DGKB3",0.000382601741724626,5.21090197086131,0.857,0.636,1,"VLMC_CYP1B1"
"WBSCR17",0.000383108632026714,3.17776113247263,0.933,0.818,1,"VLMC_CYP1B1"
"OSBPL101",0.000384615960246642,4.03991755443481,0.74,0.545,1,"VLMC_CYP1B1"
"OCIAD25",0.000386997768661875,4.0701278748651,0.508,0.091,1,"VLMC_CYP1B1"
"EML2",0.000393311962512741,3.26415295793176,0.621,0.091,1,"VLMC_CYP1B1"
"C4orf29",0.0003965615485786,3.71589189041622,0.729,0.455,1,"VLMC_CYP1B1"
"BRSK2",0.000400384152397229,2.53620937309289,0.464,0,1,"VLMC_CYP1B1"
"TBC1D301",0.000400384152397253,3.74653503769221,0.464,0,1,"VLMC_CYP1B1"
"DCTN1",0.000404995313602085,3.59905101017301,0.568,0.364,1,"VLMC_CYP1B1"
"NDUFA5",0.000418510573041573,4.24881324547765,0.641,0.182,1,"VLMC_CYP1B1"
"BDH12",0.000419035772462715,3.91294010648089,0.653,0.182,1,"VLMC_CYP1B1"
"KIAA0895L",0.000420096346165955,3.54362376526844,0.462,0,1,"VLMC_CYP1B1"
"TUBGCP2",0.000420096346165955,3.44698133154522,0.462,0,1,"VLMC_CYP1B1"
"COG1",0.000420096346165981,2.90786266921679,0.462,0,1,"VLMC_CYP1B1"
"TSPYL41",0.000420096346166032,3.76405354715432,0.462,0,1,"VLMC_CYP1B1"
"NDUFA11",0.000420549503453065,3.49448034755955,0.582,0.091,1,"VLMC_CYP1B1"
"NDUFA2",0.000420987965513193,3.22167087881231,0.368,0.182,1,"VLMC_CYP1B1"
"CDH76",0.000421240115112181,4.69244532768822,0.593,0.273,1,"VLMC_CYP1B1"
"DNAJA4",0.000428645731327571,4.08557532661049,0.499,0.182,1,"VLMC_CYP1B1"
"LOC1001296205",0.000430904481008037,4.70570389225193,0.616,0.091,1,"VLMC_CYP1B1"
"SUMO1",0.000432853721456417,4.23071033797307,0.637,0.364,1,"VLMC_CYP1B1"
"LMBRD21",0.000438835609870299,4.40356277165117,0.641,0.273,1,"VLMC_CYP1B1"
"DNMT1",0.000440563320763499,3.54648560071713,0.726,0.455,1,"VLMC_CYP1B1"
"PPID",0.000440697517187239,4.17752560718088,0.46,0,1,"VLMC_CYP1B1"
"NDUFAF7",0.000440697517187239,4.12359192190919,0.46,0,1,"VLMC_CYP1B1"
"EFNB35",0.000440697517187239,3.67234662773514,0.46,0,1,"VLMC_CYP1B1"
"RPS8",0.000454697173340396,3.09803141403239,0.644,0.182,1,"VLMC_CYP1B1"
"FLT36",0.000454980622076233,4.27000781883212,0.703,0.273,1,"VLMC_CYP1B1"
"BAIAP2",0.00046222422185831,2.78187789298257,0.457,0,1,"VLMC_CYP1B1"
"TMX2",0.000462224221858338,4.35795675170116,0.457,0,1,"VLMC_CYP1B1"
"SLC4A34",0.000462224221858338,3.50596250085382,0.457,0,1,"VLMC_CYP1B1"
"TCEAL3",0.000462224221858366,2.97790644028564,0.457,0,1,"VLMC_CYP1B1"
"CNTNAP54",0.000467659735226425,4.73487442344696,0.901,0.727,1,"VLMC_CYP1B1"
"CREG23",0.000471099368567011,4.29606265103691,0.545,0.091,1,"VLMC_CYP1B1"
"RBP46",0.00047321248730935,4.30887576859359,0.499,0.091,1,"VLMC_CYP1B1"
"CCDC6",0.000482554533358406,3.88204940905742,0.616,0.273,1,"VLMC_CYP1B1"
"LRRC8D1",0.00048330183230991,4.02414088594089,0.582,0.091,1,"VLMC_CYP1B1"
"KCNMB24",0.000484714382948592,4.1111730512155,0.455,0,1,"VLMC_CYP1B1"
"LOC1053716922",0.000484714382948622,3.72292472465353,0.455,0,1,"VLMC_CYP1B1"
"CUEDC2",0.000508207336046995,3.91038676752715,0.453,0,1,"VLMC_CYP1B1"
"KIAA1467",0.000508207336046995,3.83294785832015,0.453,0,1,"VLMC_CYP1B1"
"PDCD10",0.000508207336046995,3.80808651256199,0.453,0,1,"VLMC_CYP1B1"
"SLC32A16",0.000508207336046995,3.04502175247175,0.453,0,1,"VLMC_CYP1B1"
"PDCD7",0.000514160474645007,3.66268159222403,0.552,0.091,1,"VLMC_CYP1B1"
"PPT1",0.000532741567685518,3.0843497473969,0.69,0.364,1,"VLMC_CYP1B1"
"LOC1053754853",0.000532743877460372,3.75737682189793,0.451,0,1,"VLMC_CYP1B1"
"LOC1053740563",0.000536884858067545,4.51802700552246,0.538,0.091,1,"VLMC_CYP1B1"
"WRB",0.000542707616992887,4.76775739809814,0.54,0.091,1,"VLMC_CYP1B1"
"COA31",0.000548462669371107,4.15564999272929,0.409,0.091,1,"VLMC_CYP1B1"
"GRIN2D1",0.000551470026767435,3.25795475851317,0.676,0.182,1,"VLMC_CYP1B1"
"ATP6V1G21",0.000558366313604009,4.53888484475075,0.448,0,1,"VLMC_CYP1B1"
"CAMK2N22",0.000558366313604009,2.99445112082425,0.448,0,1,"VLMC_CYP1B1"
"HCFC1R1",0.000558366313604009,2.97707809550373,0.448,0,1,"VLMC_CYP1B1"
"SLC16A72",0.000561430203477273,4.13031721386284,0.674,0.273,1,"VLMC_CYP1B1"
"SAFB",0.00057693831944621,3.28272648226971,0.623,0.091,1,"VLMC_CYP1B1"
"CELSR21",0.000579647191863381,3.55160189180912,0.556,0.091,1,"VLMC_CYP1B1"
"KPNA6",0.000580206539387541,2.61379041555363,0.823,0.545,1,"VLMC_CYP1B1"
"DYNC1LI1",0.000581645799986716,3.32081935437715,0.703,0.364,1,"VLMC_CYP1B1"
"ACP1",0.000585118511933756,4.3460763908083,0.446,0,1,"VLMC_CYP1B1"
"ALG8",0.000585118511933756,3.63817278026164,0.446,0,1,"VLMC_CYP1B1"
"TATDN3",0.000594191504423706,3.94483944367907,0.609,0.182,1,"VLMC_CYP1B1"
"GNPDA2",0.0006130459534366,4.03675679997149,0.444,0,1,"VLMC_CYP1B1"
"PXYLP11",0.000613045953436637,3.72064606616725,0.444,0,1,"VLMC_CYP1B1"
"RIF1",0.000626238461251881,2.87692459351292,0.811,0.364,1,"VLMC_CYP1B1"
"RGS173",0.000632340322061913,4.28030490780746,0.57,0.091,1,"VLMC_CYP1B1"
"PEA15",0.00063423903519211,3.50401177542322,0.522,0.182,1,"VLMC_CYP1B1"
"PITPNM31",0.00063500604276157,3.57649681417226,0.655,0.182,1,"VLMC_CYP1B1"
"PCSK24",0.000635240291514123,5.16498116932028,0.676,0.273,1,"VLMC_CYP1B1"
"CDK5RAP3",0.000637928459033682,3.4756993882583,0.651,0.273,1,"VLMC_CYP1B1"
"BRINP34",0.000639942502961572,5.57865629392219,0.63,0.364,1,"VLMC_CYP1B1"
"LETMD1",0.00064219578679476,3.98086407016585,0.441,0,1,"VLMC_CYP1B1"
"RAB263",0.0006421957867948,3.57225547330105,0.441,0,1,"VLMC_CYP1B1"
"ACTR1B",0.000654053100928757,3.38102345775764,0.497,0.182,1,"VLMC_CYP1B1"
"TUBB31",0.00067021655172844,3.65726439289825,0.595,0.091,1,"VLMC_CYP1B1"
"IVNS1ABP",0.000672616884184293,4.41262588665947,0.439,0,1,"VLMC_CYP1B1"
"AHR4",0.000672616884184293,4.0816260941474,0.439,0,1,"VLMC_CYP1B1"
"LOC1005073875",0.000672616884184293,2.88341173607954,0.439,0,1,"VLMC_CYP1B1"
"EFHD21",0.000672616884184376,3.26706207077275,0.439,0,1,"VLMC_CYP1B1"
"DMTN1",0.00067672084484308,3.26337303254772,0.57,0.091,1,"VLMC_CYP1B1"
"CHD1",0.00067828873102494,4.0597626142807,0.602,0.091,1,"VLMC_CYP1B1"
"NDUFS2",0.00068525588639242,3.18925067442502,0.692,0.182,1,"VLMC_CYP1B1"
"CNTRL",0.000688446840778225,4.08867060227879,0.616,0.364,1,"VLMC_CYP1B1"
"SERP1",0.000689310556543822,2.92701405595897,0.386,0.455,1,"VLMC_CYP1B1"
"BLOC1S2",0.00070435989881963,4.30325651513272,0.437,0,1,"VLMC_CYP1B1"
"EMC4",0.000704359898819674,4.23799468879569,0.437,0,1,"VLMC_CYP1B1"
"RMDN3",0.000704359898819674,3.51757880611319,0.437,0,1,"VLMC_CYP1B1"
"ANKRD521",0.000704359898819674,2.82532997939724,0.437,0,1,"VLMC_CYP1B1"
"SNX3",0.00070651144162033,4.08759507370902,0.708,0.273,1,"VLMC_CYP1B1"
"SPECC1",0.000713072605524511,3.67155909327753,0.876,0.636,1,"VLMC_CYP1B1"
"NAA25",0.000716167766954615,3.87463104049085,0.722,0.273,1,"VLMC_CYP1B1"
"LAS1L1",0.000737477324272302,3.65379929487496,0.434,0,1,"VLMC_CYP1B1"
