"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","group_2"
"ADARB2",1.84407019251203e-05,2.54370735343924,0.595,0.626,0.927216933496975,"Astro_FGFR3"
"ST6GALNAC51",0,6.31211765267966,0.945,0.216,0,"OPC_MYT1"
"CDH92",0,6.25933091136027,0.982,0.326,0,"OPC_MYT1"
"GRIN3A2",0,5.8048795388812,0.949,0.209,0,"OPC_MYT1"
"MGAT4C1",0,5.8041718866962,0.982,0.588,0,"OPC_MYT1"
"SYNPR2",0,5.78345419263681,0.995,0.341,0,"OPC_MYT1"
"LOC1053775671",0,5.28657302989383,0.986,0.686,0,"OPC_MYT1"
"ELAVL22",0,5.10083196344796,0.961,0.106,0,"OPC_MYT1"
"KCNC22",0,5.05714635805032,1,0.252,0,"OPC_MYT1"
"ROBO22",0,5.0175341600194,1,0.752,0,"OPC_MYT1"
"TENM32",0,4.88937121774373,0.956,0.521,0,"OPC_MYT1"
"SNORD115@1",0,4.78483570667654,0.995,0.181,0,"OPC_MYT1"
"TENM21",0,4.64156167880296,0.995,0.661,0,"OPC_MYT1"
"RYR21",0,4.49861725886392,0.995,0.757,0,"OPC_MYT1"
"CACNA1B1",0,4.44218050433208,0.984,0.348,0,"OPC_MYT1"
"FRMPD42",0,4.35938335418341,0.998,0.563,0,"OPC_MYT1"
"SNRPN2",0,4.23311830776667,0.986,0.513,0,"OPC_MYT1"
"DCLK11",0,4.2250990688218,0.984,0.377,0,"OPC_MYT1"
"HCN12",0,4.09724877303304,0.975,0.545,0,"OPC_MYT1"
"CHRM32",0,3.8514120284142,0.984,0.846,0,"OPC_MYT1"
"ADGRL22",1.02160127479436e-317,4.53502091667523,0.966,0.632,5.13671336979353e-313,"OPC_MYT1"
"CHD52",1.24268952633309e-299,3.78583715443183,0.954,0.114,6.24836720735539e-295,"OPC_MYT1"
"SYT12",5.96273450620961e-295,4.16809738121466,0.975,0.509,2.99812253706725e-290,"OPC_MYT1"
"MTUS22",3.12707668050646e-291,3.45740165982379,0.975,0.652,1.57232542572545e-286,"OPC_MYT1"
"NKAIN2",3.62514600588704e-289,3.95251106977711,0.991,0.663,1.82275966322006e-284,"OPC_MYT1"
"GAD22",9.55726122821351e-287,4.50402804252282,0.931,0.202,4.80548651815804e-282,"OPC_MYT1"
"LOC1053775741",1.28139094668946e-283,4.95470167928818,0.908,0.391,6.44296181904925e-279,"OPC_MYT1"
"DAPK11",1.08206274856199e-277,4.2294706759975,0.94,0.46,5.44071970604454e-273,"OPC_MYT1"
"SST2",2.73629469199233e-277,5.87161312079513,0.926,0.047,1.37583633408067e-272,"OPC_MYT1"
"FSTL51",7.39251877335748e-270,4.67154072247444,0.936,0.565,3.71703236443188e-265,"OPC_MYT1"
"CALY2",4.32506827938312e-264,3.82366011658526,0.956,0.078,2.17468758155662e-259,"OPC_MYT1"
"DLGAP22",9.34383126097263e-263,3.58140785414683,0.933,0.541,4.69817179632965e-258,"OPC_MYT1"
"MPPED11",4.6268073167998e-254,4.47887339771039,0.883,0.093,2.32640498696011e-249,"OPC_MYT1"
"PTPRR2",1.19508390109653e-253,3.99717956607247,0.913,0.288,6.00900136310349e-249,"OPC_MYT1"
"EPHB62",1.49927802749468e-252,3.97420325769614,0.917,0.053,7.538519850046e-248,"OPC_MYT1"
"CELF42",2.68500120969281e-252,2.78235131436304,0.982,0.296,1.35004545824564e-247,"OPC_MYT1"
"RBFOX32",3.5271161525482e-247,3.43235576809542,0.936,0.433,1.77346927266276e-242,"OPC_MYT1"
"FAM65B1",1.16236505050109e-239,3.3261903148991,0.922,0.469,5.84448771042455e-235,"OPC_MYT1"
"SLC12A52",1.04300564070465e-232,4.05653408097824,0.867,0.05,5.24433666202703e-228,"OPC_MYT1"
"PLCH11",4.62009127070078e-228,4.04013775920425,0.931,0.73,2.32302809182106e-223,"OPC_MYT1"
"LIMCH1",1.04736437254771e-227,2.66356148139237,0.989,0.646,5.26625280160713e-223,"OPC_MYT1"
"GRM12",6.27675388359579e-227,4.14735402045571,0.885,0.313,3.1560146202108e-222,"OPC_MYT1"
"GABRA42",5.72282176732342e-225,4.11737907157238,0.864,0.048,2.87749201282789e-220,"OPC_MYT1"
"PDE1A1",1.59378959769188e-222,5.04626983572602,0.837,0.42,8.01373347615455e-218,"OPC_MYT1"
"KCNB22",1.23350982985794e-218,2.64508437312719,0.929,0.408,6.20221077550869e-214,"OPC_MYT1"
"TMTC2",1.26917988115102e-218,2.83170771311786,0.961,0.594,6.38156336041544e-214,"OPC_MYT1"
"PTCHD42",1.38464008119845e-217,4.20314545087665,0.867,0.199,6.96210879227392e-213,"OPC_MYT1"
"ZMAT42",9.50108160995602e-216,4.23458394701848,0.869,0.38,4.77723884430199e-211,"OPC_MYT1"
"ZNF385B2",1.4049542468338e-214,4.57551895428228,0.899,0.326,7.06425044850502e-210,"OPC_MYT1"
"LOC1019295632",1.04384019263872e-211,4.60615286163848,0.802,0.129,5.24853287260673e-207,"OPC_MYT1"
"RASGRF21",1.68617396500152e-211,3.49386772509015,0.89,0.434,8.47825131342415e-207,"OPC_MYT1"
"GABRG32",3.66476687177234e-210,4.68840969720164,0.878,0.419,1.84268143079585e-205,"OPC_MYT1"
"GRIN11",9.4786172876682e-209,2.95136525690923,0.906,0.116,4.76594355841245e-204,"OPC_MYT1"
"LOC1019278851",5.56532585868528e-208,3.77236068180396,0.816,0.026,2.79830149500555e-203,"OPC_MYT1"
"GABRA21",1.12677852556516e-207,3.58770222539848,0.844,0.165,5.66555510439421e-203,"OPC_MYT1"
"GRIP12",2.42980523461904e-207,2.54537421427582,1,0.689,1.2217303700188e-202,"OPC_MYT1"
"GABRG21",3.86227263007682e-207,3.04053359957009,0.894,0.11,1.94198930112893e-202,"OPC_MYT1"
"COL25A12",5.9156655493878e-205,3.67659649386111,0.874,0.525,2.97445579488768e-200,"OPC_MYT1"
"CACNG32",3.46725150208652e-203,3.23528024847853,0.88,0.255,1.74336872776412e-198,"OPC_MYT1"
"TMTC11",1.0778325747857e-198,3.80342068409394,0.86,0.288,5.41944996927998e-194,"OPC_MYT1"
"GRIP22",4.70643358746392e-197,3.54437051761197,0.825,0.11,2.36644187211273e-192,"OPC_MYT1"
"BCL11A2",2.79924983438377e-195,3.3883463635294,0.871,0.319,1.40749080922651e-190,"OPC_MYT1"
"KCNQ52",9.43604958590089e-195,3.57921557578173,0.924,0.495,4.74454009228683e-190,"OPC_MYT1"
"KIAA1598",2.07387070492794e-194,3.35820223446768,0.883,0.459,1.04276292914482e-189,"OPC_MYT1"
"KCNA32",6.33743760759758e-193,2.92222971310376,0.848,0.062,3.18652700347614e-188,"OPC_MYT1"
"CORO61",3.95187603712115e-192,3.43448457165669,0.802,0.03,1.98704279022489e-187,"OPC_MYT1"
"NRXN31",4.65858142803752e-190,2.53765868140729,1,0.939,2.34238132783155e-185,"OPC_MYT1"
"TMSB4X",1.40615877459033e-189,2.70258837791958,0.966,0.311,7.07030693451766e-185,"OPC_MYT1"
"EFNA51",2.98974709896266e-188,3.79527699878319,0.86,0.335,1.50327473882941e-183,"OPC_MYT1"
"SCN3B2",3.07091491136922e-188,2.95382357811991,0.851,0.102,1.54408672658556e-183,"OPC_MYT1"
"GAS7",3.01236417625159e-187,2.64667573666808,0.91,0.637,1.51464683146106e-182,"OPC_MYT1"
"HRH22",1.43055448327015e-185,3.619580596408,0.756,0.103,7.19297099733063e-181,"OPC_MYT1"
"CDH81",4.67380621752863e-185,3.55685535986449,0.846,0.371,2.35003650423557e-180,"OPC_MYT1"
"RAPGEF51",1.00951485272329e-183,2.64022583886942,0.883,0.326,5.07594163097796e-179,"OPC_MYT1"
"SRRM42",2.03010023928874e-179,2.95753027756369,0.885,0.394,1.02075470131677e-174,"OPC_MYT1"
"DLX6-AS12",4.0578306660135e-177,4.68490514245335,0.775,0.058,2.04031783717825e-172,"OPC_MYT1"
"TMEM261P12",4.91667757395225e-172,3.7439535618889,0.759,0.048,2.47215465095893e-167,"OPC_MYT1"
"RAB3B2",7.63508828598651e-172,4.15362237379857,0.756,0.163,3.83899874107688e-167,"OPC_MYT1"
"PTPRN3",8.00708190205948e-169,3.2140905931505,0.766,0.052,4.02604085117453e-164,"OPC_MYT1"
"SAMD52",5.02031859858968e-166,3.45942252797938,0.86,0.465,2.52426639455688e-161,"OPC_MYT1"
"EPHA72",1.94420153285146e-165,4.87277447703321,0.703,0.12,9.77563972733043e-161,"OPC_MYT1"
"GABRB22",3.72218012041883e-165,2.71301662834451,0.906,0.309,1.87154938634779e-160,"OPC_MYT1"
"SERPINI1",2.3977850351178e-164,2.96461752222457,0.899,0.286,1.20563029350758e-159,"OPC_MYT1"
"STMN2",2.70615148592825e-164,2.65439612367705,0.811,0.098,1.36068002863958e-159,"OPC_MYT1"
"KIAA03191",3.57196477610478e-163,4.09211662214075,0.784,0.194,1.79601960907324e-158,"OPC_MYT1"
"SLC7A141",6.12734981889349e-163,3.05323880626925,0.798,0.317,3.08089276243784e-158,"OPC_MYT1"
"RGS61",5.77991693867518e-162,3.76263855573298,0.862,0.55,2.90620003593527e-157,"OPC_MYT1"
"PNOC2",3.18583719535337e-160,4.61370802806286,0.667,0.07,1.60187080019563e-155,"OPC_MYT1"
"GRIN2A1",1.07680007287533e-158,2.88984118323411,0.892,0.492,5.41425844642443e-154,"OPC_MYT1"
"ANK12",4.75442209204319e-158,2.52360175364273,0.867,0.327,2.39057097210024e-153,"OPC_MYT1"
"CLVS21",3.2561391521986e-157,2.58067296862806,0.807,0.115,1.63721932711698e-152,"OPC_MYT1"
"BAIAP31",7.68853299625326e-155,3.85863678294597,0.641,0.009,3.8658712758461e-150,"OPC_MYT1"
"SYNGR31",7.05493124898431e-154,3.67605486409158,0.66,0.009,3.5472899813018e-149,"OPC_MYT1"
"LINC002901",6.64675005703778e-153,3.58823121692601,0.91,0.784,3.34205239617917e-148,"OPC_MYT1"
"MARCH42",3.75105713383176e-151,3.01706464109553,0.749,0.178,1.88606903746195e-146,"OPC_MYT1"
"GALNTL62",3.17798048277511e-150,3.01756624064209,0.961,0.683,1.59792036654416e-145,"OPC_MYT1"
"TRB2",1.37518616083543e-149,3.16284114577142,0.759,0.354,6.91457353529664e-145,"OPC_MYT1"
"SVOP2",1.58881239600949e-149,2.86255974561436,0.805,0.217,7.98870760837532e-145,"OPC_MYT1"
"MICAL2",1.79829389399866e-148,3.16842068317966,0.74,0.136,9.04200152841469e-144,"OPC_MYT1"
"FAM153C1",3.60024125534534e-148,2.50827774557089,0.768,0.089,1.81023730560019e-143,"OPC_MYT1"
"NRIP32",4.00611582330249e-148,2.77037953815675,0.747,0.081,2.01431509711472e-143,"OPC_MYT1"
"PHACTR2",2.9653432132674e-147,3.88138891841693,0.761,0.323,1.49100422106298e-142,"OPC_MYT1"
"LOC1019287921",1.01630364759759e-145,4.00171396277462,0.768,0.158,5.11007637048543e-141,"OPC_MYT1"
"LHX62",1.48008967654584e-145,3.99574357081708,0.634,0.019,7.44203890264015e-141,"OPC_MYT1"
"KCNT12",3.51172201298888e-143,3.41225081430435,0.657,0.041,1.76572894535094e-138,"OPC_MYT1"
"SPINT21",8.40611689358495e-142,3.04057077799432,0.717,0.14,4.22667963526345e-137,"OPC_MYT1"
"GALNT142",1.58638343146592e-141,3.15968955351803,0.763,0.266,7.97649453175379e-137,"OPC_MYT1"
"RASGRF1",4.05246850503523e-140,3.32665797304027,0.71,0.154,2.03762168901677e-135,"OPC_MYT1"
"ARL4C1",5.4326456223069e-138,2.54930212208238,0.747,0.075,2.73158854535213e-133,"OPC_MYT1"
"GABRA11",5.54726406692538e-138,3.05304682016953,0.747,0.102,2.78921984549075e-133,"OPC_MYT1"
"MIR137HG2",1.27020072470906e-136,3.28222885381147,0.692,0.111,6.38669626390961e-132,"OPC_MYT1"
"SLC6A171",5.43013543108966e-136,3.7064667029777,0.644,0.048,2.73032639610619e-131,"OPC_MYT1"
"LOC4400402",1.12854879298116e-134,3.15652302943155,0.869,0.696,5.67445618598857e-130,"OPC_MYT1"
"PALM21",1.5304599065829e-134,2.83479135200813,0.743,0.203,7.69530545628946e-130,"OPC_MYT1"
"TMEM471",2.93796729797815e-133,3.72874789570496,0.618,0.039,1.47723933709639e-128,"OPC_MYT1"
"RELN2",2.79678876723402e-132,4.54204138864559,0.834,0.625,1.40625336005294e-127,"OPC_MYT1"
"FLJ412781",2.81739001864106e-131,3.6998352008068,0.69,0.245,1.41661187527291e-126,"OPC_MYT1"
"TRHDE2",1.86681756672428e-129,2.85690308158493,0.851,0.488,9.38654540724636e-125,"OPC_MYT1"
"CKMT1B2",3.6747468356359e-129,2.81364000909117,0.676,0.05,1.84769945642609e-124,"OPC_MYT1"
"ITGA12",3.83805564033372e-129,3.70896008118943,0.646,0.278,1.9298127565162e-124,"OPC_MYT1"
"GLRA21",2.47623509858305e-126,4.01858838715987,0.731,0.355,1.24507576991854e-121,"OPC_MYT1"
"EPHA61",5.01333539851637e-126,2.94377089103762,0.913,0.548,2.52075517172801e-121,"OPC_MYT1"
"ERICH1-AS12",6.86758398122264e-126,3.73120567810224,0.701,0.225,3.45308990159856e-121,"OPC_MYT1"
"KCNH72",9.55907924121214e-126,3.19572649825204,0.779,0.291,4.80640063327388e-121,"OPC_MYT1"
"PRKCG1",1.01779280465567e-125,3.1445207204749,0.706,0.233,5.11756400108916e-121,"OPC_MYT1"
"DLX12",4.01336837276413e-125,3.62553316475838,0.554,0.005,2.01796175150953e-120,"OPC_MYT1"
"ARHGDIG1",9.10755876931519e-125,2.72971718797328,0.641,0.037,4.57937162479937e-120,"OPC_MYT1"
"IGF12",7.84927532328636e-123,4.04753289059899,0.579,0.034,3.94669412530161e-118,"OPC_MYT1"
"CAMKV1",5.8211291383332e-122,2.8458696573396,0.605,0.026,2.92692194204532e-117,"OPC_MYT1"
"STAT42",1.0350643754743e-120,3.43084909703929,0.708,0.238,5.20440718632231e-116,"OPC_MYT1"
"NPAS12",8.46894385151058e-120,2.8652724888267,0.775,0.242,4.25826965797804e-115,"OPC_MYT1"
"ADAMTS191",2.03348163803758e-119,3.04472285729239,0.763,0.322,1.02245490242167e-114,"OPC_MYT1"
"SLC6A151",3.80110329170188e-119,4.38874473318398,0.579,0.044,1.91123274610062e-114,"OPC_MYT1"
"NMU2",5.55812068367623e-119,4.48519282136422,0.618,0.146,2.79467866095925e-114,"OPC_MYT1"
"LOC1053754152",1.10542865797318e-118,4.58595351704647,0.533,0.012,5.55820583515493e-114,"OPC_MYT1"
"SYT42",1.28677418486175e-118,3.02569598760809,0.6,0.03,6.47002927890337e-114,"OPC_MYT1"
"FLT32",3.35324478156132e-118,3.96683836013875,0.703,0.393,1.68604500861685e-113,"OPC_MYT1"
"CNR12",6.49245152436085e-118,3.2323841796407,0.667,0.076,3.26446955096388e-113,"OPC_MYT1"
"RGS4",1.87983502644879e-117,3.38405356396941,0.616,0.053,9.45199849648716e-113,"OPC_MYT1"
"PACSIN1",2.27021937109761e-117,2.62060432640365,0.724,0.26,1.14148900198159e-112,"OPC_MYT1"
"CYP4X12",3.92221932266372e-117,3.69870147248965,0.646,0.146,1.97213109762855e-112,"OPC_MYT1"
"ELFN1",1.24001655271088e-116,3.21213080325228,0.66,0.147,6.23492722868556e-112,"OPC_MYT1"
"L1CAM1",2.44975988981596e-116,3.11619740457817,0.577,0.036,1.23176377019836e-111,"OPC_MYT1"
"ARX1",7.38268404547944e-116,2.54956228185046,0.605,0.031,3.71208736490752e-111,"OPC_MYT1"
"PRKG11",1.54007066877535e-114,3.09034751260736,0.906,0.727,7.74362932966934e-110,"OPC_MYT1"
"SIDT12",1.84069048729766e-114,2.53493366619449,0.678,0.182,9.25517583918134e-110,"OPC_MYT1"
"TRPC62",2.26753293951935e-113,4.52742599329237,0.563,0.15,1.14013823731973e-108,"OPC_MYT1"
"CORT2",2.87880363135073e-112,3.20583744918135,0.552,0.017,1.44749125387946e-107,"OPC_MYT1"
"SCN2B",8.31172679958134e-112,3.00957525176617,0.586,0.035,4.1792193520975e-107,"OPC_MYT1"
"C8orf342",5.2447682996068e-110,3.85566582254188,0.779,0.438,2.63712194872529e-105,"OPC_MYT1"
"DCN1",7.54724996170071e-109,4.79643957771583,0.529,0.054,3.79483275324273e-104,"OPC_MYT1"
"VGF2",1.9375902175941e-108,3.51792275496943,0.517,0.013,9.74239737308488e-104,"OPC_MYT1"
"SYT131",4.28814993072719e-108,3.51990703628404,0.547,0.056,2.15612466666894e-103,"OPC_MYT1"
"LINC011972",2.62425337351284e-105,4.10901518404507,0.513,0.057,1.31950083873599e-100,"OPC_MYT1"
"GDA",2.54173734072113e-104,3.28589057983009,0.724,0.45,1.27801095228799e-99,"OPC_MYT1"
"LOC1053735131",1.10775006386197e-103,3.21853094166741,0.563,0.093,5.56987809610439e-99,"OPC_MYT1"
"LINGO22",5.61586156169747e-103,4.93823419995243,0.892,0.678,2.8237113518371e-98,"OPC_MYT1"
"NYAP22",1.8535337837298e-101,3.57611718579193,0.784,0.417,9.3197532179718e-97,"OPC_MYT1"
"RBP42",1.55734846462813e-100,3.76573605238498,0.499,0.018,7.83050381499667e-96,"OPC_MYT1"
"HOOK11",2.6973480595278e-100,2.66559415742593,0.566,0.061,1.35625357781117e-95,"OPC_MYT1"
"SLC32A12",3.01543722284005e-100,3.03920794732326,0.453,0.004,1.51619199001621e-95,"OPC_MYT1"
"JAKMIP11",1.32642782870935e-99,2.555080284028,0.667,0.229,6.66941176553347e-95,"OPC_MYT1"
"INA1",2.80618882782993e-99,2.79183474501491,0.575,0.071,1.41097980452117e-94,"OPC_MYT1"
"CDH122",3.29790621373978e-99,3.72946130613545,0.954,0.897,1.6582202233305e-94,"OPC_MYT1"
"RERG1",4.89229038975025e-99,3.94815870080974,0.503,0.106,2.45989253087032e-94,"OPC_MYT1"
"MAN1A11",9.9485391742264e-99,3.64167590678366,0.584,0.125,5.00222498219277e-94,"OPC_MYT1"
"FMN1",2.96837608720295e-98,2.83358589161309,0.77,0.398,1.49252918040652e-93,"OPC_MYT1"
"CREG21",3.55816141950572e-98,2.75234584034327,0.545,0.05,1.78907914334167e-93,"OPC_MYT1"
"ABCA61",8.30646552300097e-98,3.49384401184141,0.538,0.059,4.17657392962012e-93,"OPC_MYT1"
"NSG1",2.85757145448798e-97,2.80584695385594,0.552,0.102,1.4368155030311e-92,"OPC_MYT1"
"CNTNAP3",3.60995815557319e-97,3.17124145738093,0.703,0.322,1.81512306020375e-92,"OPC_MYT1"
"LOC1053731542",2.38321127329526e-96,4.47673311706077,0.526,0.107,1.19830246032559e-91,"OPC_MYT1"
"OCIAD22",3.41851562890968e-96,3.06974793163296,0.508,0.078,1.71886384337208e-91,"OPC_MYT1"
"LOC1053777511",1.09878527296411e-95,2.5309728491882,0.6,0.072,5.52480223099085e-91,"OPC_MYT1"
"CRHBP1",2.24632877644354e-95,4.63548918933385,0.49,0.061,1.12947657208358e-90,"OPC_MYT1"
"ANKRD34C-AS12",3.96270485368739e-95,3.82726743062097,0.545,0.142,1.99248762748256e-90,"OPC_MYT1"
"PARM12",1.32480142730364e-93,3.07408078680974,0.582,0.129,6.66123405662542e-89,"OPC_MYT1"
"CPNE61",7.27101900364205e-93,3.11395012156935,0.483,0.034,3.65594106522126e-88,"OPC_MYT1"
"C11orf872",9.75310261586752e-93,2.73423958429432,0.529,0.037,4.90395752628435e-88,"OPC_MYT1"
"LOC1053707312",6.74038410017952e-92,3.83607275990615,0.577,0.178,3.38913252941127e-87,"OPC_MYT1"
"ABCA91",9.98560720855477e-92,3.21306386882395,0.549,0.142,5.02086316053343e-87,"OPC_MYT1"
"COL21A11",1.11884234646824e-91,4.14837051809103,0.674,0.333,5.62565120227697e-87,"OPC_MYT1"
"LOC1005063932",1.64259284322182e-91,3.46983489002587,0.538,0.114,8.25912107500364e-87,"OPC_MYT1"
"HPCAL4",4.0979115339419e-90,2.75259252127123,0.52,0.05,2.06047089838133e-85,"OPC_MYT1"
"LOC1053741222",3.51701089435869e-89,2.53804883149278,0.634,0.222,1.76838824779249e-84,"OPC_MYT1"
"KRT2222",5.53076285129497e-89,2.69948122534992,0.51,0.04,2.78092286925962e-84,"OPC_MYT1"
"UNC13C2",1.38261299789391e-88,3.52356013460541,0.731,0.468,6.95191641471036e-84,"OPC_MYT1"
"TRPM22",1.37382939446728e-87,3.0385139694686,0.556,0.127,6.90775157832091e-83,"OPC_MYT1"
"SKAP2",1.82527913461343e-87,3.45873822667348,0.563,0.233,9.1776860167498e-83,"OPC_MYT1"
"NDST3",1.03456988039935e-86,3.26976269062501,0.639,0.222,5.20192081563595e-82,"OPC_MYT1"
"PTPRB1",1.1305210627192e-85,3.2464558912203,0.515,0.12,5.68437295545839e-81,"OPC_MYT1"
"HTR1E2",2.64288076119135e-84,4.53668054098544,0.474,0.102,1.32886687553462e-79,"OPC_MYT1"
"ADAMTSL3",3.41392185863502e-84,2.886183018687,0.724,0.416,1.71655404974028e-79,"OPC_MYT1"
"OVCH1-AS11",1.49646246628016e-83,3.07764087336499,0.729,0.234,7.52436292670327e-79,"OPC_MYT1"
"LOC1053720792",3.80661281871984e-83,3.81832474781993,0.414,0.048,1.91400299138052e-78,"OPC_MYT1"
"RYR31",1.29829316896926e-82,3.43423200134344,0.763,0.522,6.52794788289433e-78,"OPC_MYT1"
"CDH72",1.00945068726784e-81,2.78214196694043,0.593,0.258,5.07561900065141e-77,"OPC_MYT1"
"ACTL6B1",1.76723043239358e-80,2.51636700694773,0.572,0.123,8.88581133711815e-76,"OPC_MYT1"
"LOC1005073871",7.46582853663825e-80,2.66905794175637,0.439,0.022,3.75389324650708e-75,"OPC_MYT1"
"MAATS1",2.78781585387759e-79,2.53953132186034,0.526,0.088,1.40174168948819e-74,"OPC_MYT1"
"OR2AG22",5.45643720902059e-79,2.71153716989298,0.582,0.18,2.74355119306765e-74,"OPC_MYT1"
"RASGRF2-AS11",2.49054718980435e-78,3.7862713088426,0.418,0.022,1.25227203250552e-73,"OPC_MYT1"
"LOC1053775692",6.05056907183616e-78,4.07552593888021,0.414,0.04,3.04228663500994e-73,"OPC_MYT1"
"PWRN11",3.50249693396885e-77,3.36795203852029,0.444,0.041,1.76109048336888e-72,"OPC_MYT1"
"AHR1",4.43973813205331e-75,3.47891652654616,0.439,0.067,2.23234473017772e-70,"OPC_MYT1"
"NR2F2-AS12",2.15542126994811e-74,4.17872484002132,0.451,0.159,1.08376736874261e-69,"OPC_MYT1"
"CDS11",2.38147729688355e-74,2.59723697499862,0.46,0.094,1.19743059964602e-69,"OPC_MYT1"
"LOC1053775681",3.66672887119691e-74,3.58964272411917,0.393,0.025,1.84366794372652e-69,"OPC_MYT1"
"EFHD2",4.90871493203726e-74,2.57650458820611,0.439,0.05,2.46815095497766e-69,"OPC_MYT1"
"ENTPD31",1.71509603699448e-73,2.66982000620556,0.464,0.044,8.62367438361193e-69,"OPC_MYT1"
"IQCA11",2.28856920293458e-73,2.70145646684283,0.575,0.247,1.15071548092754e-68,"OPC_MYT1"
"GABRG11",2.60863387405375e-73,3.19367520329831,0.462,0.12,1.31164719821297e-68,"OPC_MYT1"
"RND31",3.3272570422559e-73,3.58313232726564,0.389,0.014,1.67297811341669e-68,"OPC_MYT1"
"VWA5B22",1.0299517530996e-72,2.56747374940888,0.402,0.021,5.1787004097601e-68,"OPC_MYT1"
"EPHA10",1.53271271506613e-72,2.85693190922505,0.485,0.16,7.70663280262403e-68,"OPC_MYT1"
"KLF52",1.72732446354529e-72,3.33779265012258,0.428,0.041,8.68516013515207e-68,"OPC_MYT1"
"MAFB2",6.24366930372794e-72,2.87613176883386,0.37,0.008,3.13937936260745e-67,"OPC_MYT1"
"IGSF32",6.28202280451724e-72,3.39265543977094,0.437,0.07,3.15866388633931e-67,"OPC_MYT1"
"ST8SIA42",5.41846231265289e-71,3.22210474104282,0.462,0.109,2.724457035425e-66,"OPC_MYT1"
"GAS6",2.37902473592863e-70,2.61488134444415,0.37,0.012,1.19619742747228e-65,"OPC_MYT1"
"SYT7",2.46730742407793e-70,2.57723103501283,0.444,0.066,1.24058684590063e-65,"OPC_MYT1"
"MLXIPL",5.67169426538369e-70,2.66480739221116,0.632,0.297,2.85178459357757e-65,"OPC_MYT1"
"LOC1053707331",1.0770969591431e-68,3.38157482205819,0.469,0.08,5.41575122026744e-64,"OPC_MYT1"
"SLC47A12",8.57986395857497e-68,2.65753689324988,0.464,0.105,4.31404139701108e-63,"OPC_MYT1"
"PRR162",5.23889551211511e-67,4.26233489032663,0.575,0.279,2.6341690524466e-62,"OPC_MYT1"
"KIAA18042",9.36448792659563e-67,2.55069029198969,0.483,0.094,4.70855817437155e-62,"OPC_MYT1"
"LOC1053732241",1.83254065022212e-66,3.85315440991746,0.363,0.035,9.21419764338184e-62,"OPC_MYT1"
"SYTL52",2.51707202714577e-66,3.65723769740403,0.455,0.205,1.26560898596917e-61,"OPC_MYT1"
"SIAH31",2.70913106651695e-66,2.7369559648242,0.416,0.071,1.36217819155539e-61,"OPC_MYT1"
"CYB5611",1.13856612670244e-64,2.51810793164931,0.398,0.03,5.72482434167255e-60,"OPC_MYT1"
"CCDC109B",6.2908576631557e-63,2.67268614135359,0.779,0.557,3.16310614161132e-58,"OPC_MYT1"
"PWAR11",1.12959096411187e-62,2.69093853122533,0.375,0.022,5.67969632665088e-58,"OPC_MYT1"
"PTCHD1-AS",3.99613737924778e-62,2.54590046039298,0.867,0.764,2.00929783565957e-57,"OPC_MYT1"
"CLEC4GP12",4.65436826873691e-62,3.12596481854083,0.363,0.063,2.34026290920361e-57,"OPC_MYT1"
"TRPC42",8.51362582043719e-62,3.27506278609916,0.48,0.164,4.28073619877402e-57,"OPC_MYT1"
"PLS3",1.25688461851997e-61,2.93140712215769,0.554,0.221,6.31974155038028e-57,"OPC_MYT1"
"DKK22",1.69720491507591e-61,3.02938847169442,0.501,0.161,8.53371603349316e-57,"OPC_MYT1"
"LOC1053779891",8.6577635756528e-59,3.48233778307411,0.46,0.129,4.35321010347398e-54,"OPC_MYT1"
"THSD7B2",1.18236847446413e-58,4.08762759800756,0.825,0.66,5.94506692645307e-54,"OPC_MYT1"
"NXPH22",1.29430143558324e-57,4.22079067706834,0.414,0.093,6.5078770482561e-53,"OPC_MYT1"
"LOC1027236582",1.63403657454312e-54,2.63359631155628,0.359,0.068,8.21609930046027e-50,"OPC_MYT1"
"SLC26A42",1.97059872516669e-54,2.56164110270925,0.389,0.078,9.90836745001063e-50,"OPC_MYT1"
"LOC1027246231",1.28892387479938e-53,2.98023233403178,0.653,0.388,6.48083813487876e-49,"OPC_MYT1"
"GALNT18",1.55202390364929e-53,2.50479551352648,0.464,0.264,7.80373138993897e-49,"OPC_MYT1"
