"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val"
"PBXIP1",57326,"ENSG00000163346","Astrocyte",0.495,0.063,3.0512891249442,0.724,0.448,0,0,"Endothelial",1.25563101777925,0.029,8.10700510707632e-18,"L5/6 NP",2.88445665525501,0.132,1.33285825238929e-23
"PHF21B",112885,"ENSG00000056487","Astrocyte",0.807,0.277,3.1811764458173,0.85,0.7,0,0,"OPC",1.4848965640386,0.426,4.2045727582793e-98,"VLMC",4.88880987996531,0.455,1.16961675135575e-06
"PHKA1",5255,"ENSG00000067177","Astrocyte",0.557,0.194,2.50754582088057,0.714,0.428,1.45648879692494e-277,7.3233713198183e-273,"OPC",1.20113755677331,0.256,3.17647246604631e-52,"PVALB",1.30747302594507,0.394,5.16414702318421e-14
"PHYHD1",254295,"ENSG00000175287","Astrocyte",0.646,0.167,3.9059430503612,0.784,0.568,0,0,"Pericyte",1.94359730132328,0.25,1.73099013624272e-08,"VLMC",3.90560779882612,0.455,0.00204604639082203
"PITPNC1",26207,"ENSG00000154217","Astrocyte",0.999,0.859,2.81075090647047,0.977,0.954,0,0,"OPC",1.70265559148465,0.916,9.02756245890761e-266,"PAX6",1.91603301574959,1,1.2010830376652e-69
"PLA2G5",5322,"ENSG00000127472","Astrocyte",0.415,0.1,3.94052005813776,0.674,0.348,0,0,"VLMC",-0.075634898211284,0.545,0.620292116945467,"VLMC",-0.075634898211284,0.545,0.620292116945467
"PLEKHA7",144100,"ENSG00000166689","Astrocyte",0.831,0.374,2.61653718261824,0.84,0.68,0,0,"Endothelial",0.99441408076663,0.486,5.50751052793948e-14,"L5/6 IT Car3",1.98870083048017,0.692,3.91009909920293e-09
"PLIN5",440503,"ENSG00000214456","Astrocyte",0.618,0.163,3.82531791150371,0.769,0.538,0,0,"OPC",2.53053143244162,0.203,1.95499392650373e-120,"VLMC",4.22823685407413,0.273,0.00152324469846073
"PLSCR4",57088,"ENSG00000114698","Astrocyte",0.711,0.114,2.7224803100559,0.819,0.638,0,0,"VLMC",-0.172992060309745,0.455,0.100914588643601,"VLMC",-0.172992060309745,0.455,0.100914588643601
"PPP1R1B",84152,"ENSG00000131771","Astrocyte",0.386,0.094,2.57918691669597,0.654,0.308,9.36203852166882e-171,4.7073265890803e-166,"L6b",1.7244881195374,0.294,3.69438547761935e-09,"L5/6 IT Car3",1.75781580619795,0.323,0.000544385828849198
"PPP1R3C",5507,"ENSG00000119938","Astrocyte",0.595,0.05,3.90590540296219,0.778,0.556,0,0,"Microglia",2.90562686111564,0.021,3.01687553056244e-177,"L5 ET",4.18240893539723,0.138,1.39114201600405e-13
"PRDM16",63976,"ENSG00000142611","Astrocyte",0.912,0.104,4.58558651124844,0.946,0.892,0,0,"Endothelial",1.41560157421278,0.314,1.17236315755975e-36,"Endothelial",1.41560157421278,0.314,1.17236315755975e-36
"PRODH",5625,"ENSG00000100033","Astrocyte",0.948,0.108,4.52842453350796,0.965,0.93,0,0,"Pericyte",2.07294841076424,0.188,1.36650293344199e-26,"Endothelial",2.31231181559637,0.243,6.6700587833861e-50
"PSD2",84249,"ENSG00000146005","Astrocyte",0.933,0.465,2.72816281748333,0.905,0.81,0,0,"OPC",1.52725468832118,0.534,1.91535037823413e-169,"L5 ET",3.51142472032568,0.631,2.58437829934582e-46
"PYGM",5837,"ENSG00000068976","Astrocyte",0.506,0.035,4.08869639226378,0.743,0.486,0,0,"Pericyte",0.597225793958069,0.219,0.00229598444634068,"VLMC",3.99447671258492,0.273,0.0139303977316445
"RAB34",83871,"ENSG00000109113","Astrocyte",0.412,0.019,3.28248998809342,0.698,0.396,0,0,"VLMC",0.142049547834396,0.182,0.112664421380804,"VLMC",0.142049547834396,0.182,0.112664421380804
"RANBP3L",202151,"ENSG00000164188","Astrocyte",0.957,0.168,4.3838664334425,0.967,0.934,0,0,"Pericyte",1.11193937178648,0.438,1.9122914261205e-23,"VLMC",1.36674722028926,0.545,5.4535499584299e-07
"RFX2",5990,"ENSG00000087903","Astrocyte",0.791,0.29,3.30734698850698,0.835,0.67,0,0,"VIP",2.84086350941697,0.284,1.24808619619826e-149,"IT",2.95509808751794,0.372,4.90432290128877e-269
"RFX4",5992,"ENSG00000111783","Astrocyte",0.458,0.049,3.47276517459291,0.712,0.424,0,0,"OPC",1.77673969598471,0.097,2.95454322141285e-72,"L6 CT",3.7355902588874,0.117,9.12380699147029e-40
"RGMA",56963,"ENSG00000182175","Astrocyte",0.73,0.171,3.4868713946535,0.822,0.644,0,0,"VLMC",1.75817978575653,0.273,0.00563690643334361,"L5 ET",1.76251467039323,0.815,4.30125046771625e-08
"RGS20",8601,"ENSG00000147509","Astrocyte",0.92,0.328,3.98978141468905,0.925,0.85,0,0,"L5/6 IT Car3",2.45653891172415,0.646,3.72906939083096e-24,"L5/6 IT Car3",2.45653891172415,0.646,3.72906939083096e-24
"RGS9",8787,"ENSG00000108370","Astrocyte",0.554,0.328,2.51706602046859,0.656,0.312,1.30724573430801e-174,6.57296227667408e-170,"L6 CT",0.864744739396392,0.751,7.5970761271724e-09,"L6 CT",0.864744739396392,0.751,7.5970761271724e-09
"RLBP1",6017,"ENSG00000140522","Astrocyte",0.405,0.035,3.54936122706992,0.69,0.38,0,0,"OPC",1.69052126122089,0.101,1.09934424275574e-59,"OPC",1.69052126122089,0.101,1.09934424275574e-59
"RNF182",221687,"ENSG00000180537","Astrocyte",0.559,0.148,3.1839012656363,0.732,0.464,0,0,"L5/6 NP",1.30574336628945,0.353,4.23812233793436e-07,"L5/6 NP",1.30574336628945,0.353,4.23812233793436e-07
"RNF219.AS1",NA,NA,"Astrocyte",0.99,0.347,6.03051149978451,0.991,0.982,0,0,"OPC",5.39741348714254,0.365,0,"L6 CT",6.62821426976144,0.388,0
"RNF43",54894,"ENSG00000108375","Astrocyte",0.437,0.136,3.27529111882916,0.672,0.344,5.20230181523682e-303,2.61576937571923e-298,"VLMC",1.01869080709021,0.273,0.505684041624951,"VLMC",1.01869080709021,0.273,0.505684041624951
"S100A13",6284,"ENSG00000189171","Astrocyte",0.492,0.108,2.54404357290122,0.708,0.416,4.44756590389322e-290,2.23628061213655e-285,"VLMC",-0.109147263001637,0.364,0.694767543393335,"VLMC",-0.109147263001637,0.364,0.694767543393335
"SCARA3",51435,"ENSG00000168077","Astrocyte",0.939,0.406,3.29165614392007,0.928,0.856,0,0,"VLMC",1.15968319228225,0.636,8.15699013727444e-08,"L6 CT",1.78164148249847,0.828,1.03578479144891e-51
"SDC2",6383,"ENSG00000169439","Astrocyte",0.597,0.165,2.94316474645146,0.748,0.496,0,0,"Pericyte",0.889134961610951,0.188,1.6042157250726e-05,"SST",1.75344556663229,0.305,8.62257240036263e-30
"SDC4",6385,"ENSG00000124145","Astrocyte",0.504,0.041,3.88045299889751,0.74,0.48,0,0,"Oligodendrocyte",3.42268086147434,0.048,9.09666093711383e-231,"VLMC",4.06328172913758,0.091,0.00247152114632385
"SELENBP1",8991,"ENSG00000143416","Astrocyte",0.53,0.038,2.56223713502468,0.749,0.498,0,0,"VLMC",-0.237255355784651,0.545,0.862102697909392,"VLMC",-0.237255355784651,0.545,0.862102697909392
"SFXN5",94097,"ENSG00000144040","Astrocyte",0.992,0.57,2.97714304302185,0.97,0.94,0,0,"L5/6 IT Car3",2.08109493257286,0.985,9.30748898066238e-47,"L5/6 IT Car3",2.08109493257286,0.985,9.30748898066238e-47
"SHROOM3",57619,"ENSG00000138771","Astrocyte",0.934,0.507,2.86770036818099,0.895,0.79,0,0,"VLMC",0.883578291233276,0.545,5.3380969008124e-05,"L5 ET",1.8604974283997,0.908,1.18678499142349e-11
"SLC13A5",284111,"ENSG00000141485","Astrocyte",0.465,0.077,3.48426877190633,0.706,0.412,7.4109846876187e-323,3.72631721078156e-318,"L5 ET",1.87449458834961,0.477,0.0171548063718302,"L5 ET",1.87449458834961,0.477,0.0171548063718302
"SLC14A1",6563,"ENSG00000141469","Astrocyte",0.646,0.021,4.9360269627118,0.818,0.636,0,0,"VLMC",1.04158645656766,0.182,0.0031849795563774,"VLMC",1.04158645656766,0.182,0.0031849795563774
"SLC16A9",220963,"ENSG00000165449","Astrocyte",0.609,0.186,3.03606050860793,0.749,0.498,0,0,"OPC",1.48783038753849,0.263,2.4446211119238e-66,"LAMP5",1.81215834914581,0.323,7.94034054680669e-32
"SLC1A2",6506,"ENSG00000110436","Astrocyte",0.997,0.621,4.11286579417567,0.992,0.984,0,0,"OPC",2.334575752529,0.944,0,"L6b",3.5197779544314,0.972,0
"SLC1A3",6507,"ENSG00000079215","Astrocyte",0.998,0.382,2.56292670638773,0.967,0.934,0,0,"VLMC",0.454296361832641,1,0.0626778506215062,"VLMC",0.454296361832641,1,0.0626778506215062
"SLC25A18",83733,"ENSG00000182902","Astrocyte",0.949,0.118,4.3734976456049,0.964,0.928,0,0,"Oligodendrocyte",3.48857156553573,0.136,0,"OPC",3.7440818866946,0.184,0
"SLC25A48",153328,"ENSG00000145832","Astrocyte",0.508,0.042,3.25960331065907,0.738,0.476,0,0,"OPC",2.38380748808745,0.076,1.3270073581967e-105,"PAX6",2.61250728827663,0.106,4.00425278099556e-11
"SLC39A12",221074,"ENSG00000148482","Astrocyte",0.757,0.156,5.06122231572755,0.855,0.71,0,0,"Microglia",4.43397797002524,0.155,1.8912252531052e-249,"L6 CT",5.2540399000599,0.198,1.01285078951005e-121
"SLC4A4",8671,"ENSG00000080493","Astrocyte",0.987,0.517,3.47653210046558,0.971,0.942,0,0,"L6 CT",1.98093161157162,0.923,4.14616917864047e-115,"L6 CT",1.98093161157162,0.923,4.14616917864047e-115
"SLC7A10",56301,"ENSG00000130876","Astrocyte",0.396,0.042,2.8242048982337,0.682,0.364,8.5353864375002e-307,4.29167765463948e-302,"OPC",1.22084103207722,0.115,1.88298294845378e-45,"OPC",1.22084103207722,0.115,1.88298294845378e-45
"SLC9A3R1",9368,"ENSG00000109062","Astrocyte",0.454,0.076,2.583826705954,0.698,0.396,2.79262760699763e-276,1.40416108707448e-271,"Pericyte",0.642445691242385,0.125,0.000383013872274715,"VLMC",3.89840345773574,0.182,0.0121188648188426
"SLCO1C1",53919,"ENSG00000139155","Astrocyte",0.883,0.097,5.18221600603705,0.933,0.866,0,0,"VLMC",0.623050474540006,0.364,0.000240614364594448,"Pericyte",1.41549143250178,0.469,1.10138599141352e-09
"SOX9",6662,"ENSG00000125398","Astrocyte",0.517,0.091,2.71586950696907,0.724,0.448,1.71525104675944e-296,8.62445378821112e-292,"VLMC",-0.233167617779213,0.273,0.261408213527997,"PAX6",1.72557664838756,0.288,1.38199208542475e-05
"SPATC1",375686,"ENSG00000186583","Astrocyte",0.668,0.158,3.57845076769793,0.797,0.594,0,0,"Pericyte",1.23905840564604,0.219,1.14021893739563e-08,"L5/6 NP",2.78549163590175,0.299,6.69420011526328e-35
"SPON1",10418,"ENSG00000262655","Astrocyte",0.96,0.504,3.11892043719467,0.938,0.876,0,0,"L5/6 NP",1.04859470622608,0.964,4.80962003303439e-12,"L5/6 NP",1.04859470622608,0.964,4.80962003303439e-12
"STK33",65975,"ENSG00000130413","Astrocyte",0.866,0.399,2.76490755896847,0.865,0.73,0,0,"VLMC",-0.0829868274732091,0.727,0.266031922704147,"VLMC",-0.0829868274732091,0.727,0.266031922704147
"STON2",85439,"ENSG00000140022","Astrocyte",0.939,0.254,3.50321648906655,0.943,0.886,0,0,"Microglia",1.56088146204948,0.348,9.88018484386595e-236,"VLMC",5.65868052550874,0.364,1.37438791930313e-11
"STOX1",219736,"ENSG00000165730","Astrocyte",0.829,0.4,2.99434901698764,0.839,0.678,0,0,"L5/6 NP",2.14648270253577,0.503,7.45794386050581e-35,"VLMC",4.44384317414308,0.545,4.8284898125672e-06
"THSD1",55901,"ENSG00000136114","Astrocyte",0.488,0.166,2.5518062913586,0.684,0.368,4.78400130910056e-238,2.40544369822885e-233,"Endothelial",-0.681065314754509,0.457,0.507362190311104,"Endothelial",-0.681065314754509,0.457,0.507362190311104
"TMEM220.AS1",NA,NA,"Astrocyte",0.484,0.176,2.60191159148083,0.681,0.362,1.57221860435299e-256,7.90527236454728e-252,"VLMC",0.712684260796704,0.182,0.114609874988264,"SST",1.67075413286156,0.305,1.65960604666353e-14
"TPD52L1",7164,"ENSG00000111907","Astrocyte",0.778,0.193,3.11938694541752,0.848,0.696,0,0,"LAMP5",0.966117556386485,0.78,2.80150372305156e-22,"LAMP5",0.966117556386485,0.78,2.80150372305156e-22
"VAV3",10451,"ENSG00000134215","Astrocyte",0.806,0.377,2.65614770240385,0.826,0.652,0,0,"LAMP5",1.09072071026074,0.531,2.12526534606793e-50,"PVALB",1.21915328170178,0.678,5.5101478572755e-26
"WDR49",151790,"ENSG00000174776","Astrocyte",0.389,0.195,2.96443328192434,0.617,0.234,6.63711157580842e-143,3.33720607143223e-138,"IT",2.37216743869932,0.315,1.03579347472467e-41,"IT",2.37216743869932,0.315,1.03579347472467e-41
"WIF1",11197,"ENSG00000156076","Astrocyte",0.588,0.149,2.91896590622527,0.747,0.494,0,0,"PAX6",-0.129650315750625,0.924,1.13958545887046e-08,"PAX6",-0.129650315750625,0.924,1.13958545887046e-08
"YAP1",10413,"ENSG00000137693","Astrocyte",0.807,0.235,3.62105173511683,0.865,0.73,0,0,"Endothelial",0.0261488056426904,0.557,2.63227086888156e-05,"VLMC",0.516985851499705,0.909,0.577826408423297
"ZNF423",23090,"ENSG00000102935","Astrocyte",0.836,0.387,2.60759566302365,0.836,0.672,0,0,"Endothelial",0.0775875005964854,0.671,0.000259379077121853,"VLMC",0.909913947799722,0.818,0.0529571975977389
"ZNRF3",84133,"ENSG00000183579","Astrocyte",0.997,0.792,2.83229475654349,0.96,0.92,0,0,"VLMC",1.08211687749362,1,3.30265432708606e-06,"VLMC",1.08211687749362,1,3.30265432708606e-06
"ABCB1",5243,"ENSG00000085563","Endothelial",0.943,0.185,5.96675804596451,0.966,0.932,1.14821198645012e-186,5.77332468906983e-182,"L6 CT",3.61271438023698,0.747,5.57739236391366e-56,"L6 CT",3.61271438023698,0.747,5.57739236391366e-56
"ABCG2",9429,"ENSG00000118777","Endothelial",0.957,0.433,5.12196089320626,0.964,0.928,0,0,"Microglia",2.9542456636322,0.479,1.83508714432781e-57,"VLMC",5.33056679272356,0.636,5.04811730777656e-15
"ACER2",340485,"ENSG00000177076","Endothelial",0.5,0.277,2.94306137787968,0.65,0.3,4.94511255927305e-17,2.48645204592808e-12,"LAMP5",2.54236455207934,0.325,1.61714392771952e-07,"L5/6 IT Car3",3.35072574665247,0.477,8.42848897799334e-06
"ACSL5",51703,"ENSG00000197142","Endothelial",0.414,0.187,2.69036780972267,0.626,0.252,1.43795008081172e-08,0.000723015680132943,"Pericyte",1.28748257255872,0.031,2.31800770256754e-05,"L5 ET",2.94616555211208,0.323,0.147768203579874
"ACVR1",90,"ENSG00000115170","Endothelial",0.8,0.592,2.64895639483963,0.756,0.512,1.3565602946662e-32,6.82092081761111e-28,"VLMC",1.15190057958031,0.818,0.0682972192920476,"VLMC",1.15190057958031,0.818,0.0682972192920476
"ADCY4",196883,"ENSG00000129467, ENSG00000284814","Endothelial",0.414,0.027,4.38211427854879,0.699,0.398,4.03956662747132e-68,2.03113449595885e-63,"Pericyte",1.64700373150501,0.094,0.000420189217115483,"Pericyte",1.64700373150501,0.094,0.000420189217115483
"ADGRL4",64123,"ENSG00000162618","Endothelial",0.771,0.079,5.88956366919346,0.876,0.752,8.77291342390151e-166,4.41110859867192e-161,"Pericyte",3.84691794980874,0.094,5.70040982188714e-13,"SST",6.16650510835606,0.103,5.83230110474913e-56
"AFAP1L1",134265,"ENSG00000157510","Endothelial",0.386,0.091,4.39699584043895,0.662,0.324,4.51903397059215e-46,2.27221547075344e-41,"OPC",3.30982858376149,0.107,2.86351238093934e-16,"L5 ET",4.35552986581478,0.185,2.29393911801482e-06
"ALPL",249,"ENSG00000162551","Endothelial",0.7,0.217,4.80785742194348,0.799,0.598,5.14906894828618e-117,2.58900335788777e-112,"OPC",3.50624415288939,0.257,3.65496244940083e-32,"Astrocyte",4.32750882829329,0.267,5.08883526274306e-63
"ANKRD29",147463,"ENSG00000154065","Endothelial",0.643,0.351,2.93984439715179,0.728,0.456,2.06492023189044e-28,1.03826254179683e-23,"VIP",1.49064664090596,0.627,1.19949736593961e-05,"L5 ET",2.42675792558992,0.785,4.16292005165047e-09
"ANXA3",306,"ENSG00000138772","Endothelial",0.5,0.073,5.01849705477762,0.728,0.456,3.6855331776306e-68,1.85312293704444e-63,"L5/6 IT Car3",2.57051979987045,0.431,0.00127752708054026,"L5/6 IT Car3",2.57051979987045,0.431,0.00127752708054026
"APOLD1",81575,"ENSG00000178878","Endothelial",0.571,0.38,2.82278151202848,0.665,0.33,9.54666311628912e-23,4.80015768150133e-18,"Pericyte",1.0617481149516,0.531,0.363666207325533,"Pericyte",1.0617481149516,0.531,0.363666207325533
"ARAP3",64411,"ENSG00000120318","Endothelial",0.357,0.156,3.1565380562988,0.619,0.238,5.73324448510055e-20,2.88273265955341e-15,"SST",2.08799118313251,0.245,1.14521503585472e-05,"L6 CT",2.74162044764486,0.308,2.20221468742448e-08
"ARL15",54622,"ENSG00000185305","Endothelial",0.9,0.82,2.58924319766396,0.773,0.546,5.91997864990948e-18,2.97662446496098e-13,"L6 CT",1.65484667047576,0.989,2.40561114267505e-05,"L5 ET",1.68270034937218,1,0.00342574705310803
"ATF3",467,"ENSG00000162772","Endothelial",0.357,0.267,2.82633608419117,0.577,0.154,5.13415605652453e-15,2.5815050067811e-10,"Oligodendrocyte",1.73714667792113,0.266,0.00159000002975908,"VLMC",3.06158973624968,0.455,0.317202574822669
"ATP10A",57194,"ENSG00000206190","Endothelial",0.986,0.246,5.77745168464219,0.986,0.972,9.2384072276877e-198,4.64516353815365e-193,"L5/6 IT Car3",2.74337970177702,0.923,1.71364461091204e-17,"L5/6 IT Car3",2.74337970177702,0.923,1.71364461091204e-17
"B2M",567,"ENSG00000166710, ENSG00000273686","Endothelial",0.971,0.504,3.04019448664509,0.938,0.876,4.20362010593553e-45,2.11362222546544e-40,"Pericyte",0.619630725696805,0.812,0.0235583538082533,"Pericyte",0.619630725696805,0.812,0.0235583538082533
"BST2",684,"ENSG00000130303","Endothelial",0.4,0.02,4.05614252123974,0.692,0.384,6.09442864468096e-32,3.06433966683203e-27,"Pericyte",1.67103904418569,0.125,0.0135820746356728,"Pericyte",1.67103904418569,0.125,0.0135820746356728
"BTNL9",153579,"ENSG00000165810","Endothelial",0.643,0.102,3.84469058369725,0.797,0.594,1.41567334788088e-46,7.11814716047983e-42,"IT",2.56361900747416,0.333,1.86711451503967e-26,"IT",2.56361900747416,0.333,1.86711451503967e-26
"C22orf34",348645,NA,"Endothelial",0.371,0.213,3.53415364896893,0.608,0.216,2.034540952906e-35,1.02298753653066e-30,"OPC",2.19832052313624,0.288,6.55336691187314e-09,"OPC",2.19832052313624,0.288,6.55336691187314e-09
"CASP10",843,"ENSG00000003400","Endothelial",0.429,0.153,2.81085315899562,0.661,0.322,6.37220367494207e-28,3.20400772979762e-23,"Microglia",0.509612101217279,0.265,0.0101879232910631,"Microglia",0.509612101217279,0.265,0.0101879232910631
"CCDC68",80323,"ENSG00000166510","Endothelial",0.457,0.225,3.38946119819182,0.651,0.302,4.559583341243e-26,2.29260409981039e-21,"IT",2.17111710047145,0.362,2.7348530348458e-06,"VLMC",4.93964484031842,0.364,0.00802951019528397
"CD320",51293,"ENSG00000167775","Endothelial",0.443,0.166,2.99653440472026,0.66,0.32,1.54250724956694e-18,7.75588070154752e-14,"PAX6",2.15406686011932,0.318,0.0164420599563182,"PAX6",2.15406686011932,0.318,0.0164420599563182
"CD34",947,"ENSG00000174059","Endothelial",0.671,0.029,5.78938206529122,0.83,0.66,1.1667799464658e-109,5.86668624882468e-105,"VLMC",3.81706108872391,0.091,0.000861857789529545,"VLMC",3.81706108872391,0.091,0.000861857789529545
"CDH5",1003,"ENSG00000179776","Endothelial",0.586,0.093,5.14836747272598,0.77,0.54,2.16286591285949e-157,1.08751060964488e-152,"VLMC",4.76977379228598,0.273,0.00557742135230557,"VLMC",4.76977379228598,0.273,0.00557742135230557
"CFI",3426,"ENSG00000205403","Endothelial",0.557,0.348,3.6473459185743,0.656,0.312,1.01784159947162e-56,5.11780934630326e-52,"Astrocyte",2.78923442413747,0.388,7.86700959195655e-18,"L5/6 IT Car3",4.38239733099909,0.446,1.5854931393444e-05
"CGNL1",84952,"ENSG00000128849","Endothelial",0.829,0.225,3.41151420761048,0.869,0.738,6.64837794218918e-54,3.34287091311214e-49,"Astrocyte",1.65778790901739,0.648,2.56593379544573e-09,"Astrocyte",1.65778790901739,0.648,2.56593379544573e-09
"CLDN5",7122,"ENSG00000184113","Endothelial",0.914,0.009,6.8620508625347,0.956,0.912,7.89282864897944e-145,3.96859317299335e-140,"L6b",5.5480735376571,0.13,2.05101169273818e-55,"L6b",5.5480735376571,0.13,2.05101169273818e-55
"CLEC14A",161198,"ENSG00000176435","Endothelial",0.414,0.021,4.46073226675779,0.699,0.398,1.66595505992102e-35,8.37658863678888e-31,"OPC",3.31618238290374,0.049,2.24723968695334e-17,"OPC",3.31618238290374,0.049,2.24723968695334e-17
"CLEC3B",7123,"ENSG00000163815","Endothelial",0.729,0.026,5.17703354516806,0.859,0.718,6.01874216625989e-92,3.02628374861714e-87,"Microglia",3.83881460825353,0.037,8.97588725980311e-47,"Pericyte",5.21298242110779,0.062,1.43592010886005e-12
"CLIC5",53405,"ENSG00000112782","Endothelial",0.471,0.175,3.65634537077078,0.677,0.354,5.57270594714817e-28,2.80201227728557e-23,"L5/6 NP",1.36558405834557,0.629,0.000418999791029337,"L5/6 NP",1.36558405834557,0.629,0.000418999791029337
"CMAHP",8418,NA,"Endothelial",0.429,0.2,3.00067011829072,0.641,0.282,1.44187349943604e-15,7.24988414251433e-11,"Pericyte",0.884982283496451,0.094,0.000547506958527999,"L5 ET",2.14184765145109,0.631,2.76471434952578e-06
"CMTM8",152189,"ENSG00000170293","Endothelial",0.729,0.417,3.06636499742082,0.761,0.522,1.48577546532e-36,7.47062761717549e-32,"PVALB",1.72776460131078,0.655,1.46771203920387e-05,"L5 ET",1.96379268799195,0.815,0.00126148383850694
"CXorf36",79742,"ENSG00000147113","Endothelial",0.629,0.149,3.78662214463035,0.777,0.554,2.17992547631596e-60,1.09608832874643e-55,"Oligodendrocyte",2.40581931183815,0.257,2.28681524397595e-21,"Oligodendrocyte",2.40581931183815,0.257,2.28681524397595e-21
"CYYR1",116159,"ENSG00000166265","Endothelial",0.4,0.03,3.98455237746008,0.689,0.378,8.97059102704152e-34,4.51050287430675e-29,"VIP",2.76270599850515,0.072,8.16028594053513e-14,"L5/6 IT Car3",3.45543933858461,0.108,1.68070516515582e-06
"DACH1",1602,"ENSG00000276644","Endothelial",0.843,0.538,2.90899866283637,0.816,0.632,2.41289656043698e-33,1.21322851955332e-28,"L5/6 IT Car3",0.855240805987265,0.969,0.0331475344823304,"L5/6 IT Car3",0.855240805987265,0.969,0.0331475344823304
"DENND2C",163259,"ENSG00000175984","Endothelial",0.471,0.276,2.54784281629762,0.634,0.268,6.78190677719649e-16,3.41001054664217e-11,"VLMC",0.392608644041531,0.545,0.527555886721571,"VLMC",0.392608644041531,0.545,0.527555886721571
"DLL4",54567,"ENSG00000128917","Endothelial",0.357,0.048,4.82365652567294,0.661,0.322,7.37452466318785e-46,3.70798474589748e-41,"L5/6 NP",3.98640964095137,0.054,2.45942297985971e-09,"VLMC",5.14093935829862,0.091,0.0404298727127026
